Default schedule
Rate	71.43
Rev Jump	14.29
Prior Change	14.29
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Prior Change Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
712	0.310393	138	0.043478	150	0.726667	0.900342	712	0.310393	0.336000	0.321276	
721	0.323162	145	0.027586	134	0.798507	0.900342	721	0.323162	0.344000	0.321295	
728	0.265110	146	0.000000	126	0.817460	0.900342	728	0.265110	0.296000	0.321274	
724	0.291436	135	0.014815	141	0.709220	0.900342	724	0.291436	0.313000	0.321268	
736	0.269022	123	0.024390	141	0.723404	0.900342	736	0.269022	0.303000	0.321253	
715	0.275524	125	0.008000	160	0.693750	0.900342	715	0.275524	0.309000	0.321243	
723	0.272476	138	0.021739	139	0.705036	0.900342	723	0.272476	0.298000	0.321224	
731	0.291382	135	0.014815	134	0.731343	0.900342	731	0.291382	0.313000	0.321217	
711	0.282700	130	0.015385	159	0.767296	0.900342	711	0.282700	0.325000	0.321220	
715	0.314685	136	0.022059	149	0.758389	0.900342	715	0.314685	0.341000	0.321236	
721	0.303745	138	0.021739	141	0.659574	0.900342	721	0.303745	0.315000	0.321231	
726	0.341598	130	0.000000	144	0.631944	0.900342	726	0.341598	0.339000	0.321245	
701	0.309558	128	0.031250	171	0.637427	0.900342	701	0.309558	0.330000	0.321253	
722	0.347645	137	0.036496	141	0.652482	0.900342	722	0.347645	0.348000	0.321274	
702	0.339031	142	0.056338	156	0.730769	0.900342	702	0.339031	0.360000	0.321306	
726	0.334711	125	0.016000	149	0.677852	0.900342	726	0.334711	0.346000	0.321326	
719	0.318498	130	0.007692	151	0.814570	0.900342	719	0.318498	0.353000	0.321351	
700	0.297143	128	0.000000	172	0.674419	0.900342	700	0.297143	0.324000	0.321354	
699	0.293276	155	0.032258	146	0.787671	0.900342	699	0.293276	0.325000	0.321357	
706	0.320113	148	0.006757	146	0.760274	0.900342	706	0.320113	0.338000	0.321370	
729	0.304527	138	0.007246	133	0.706767	0.900342	729	0.304527	0.317000	0.321366	
693	0.300144	158	0.006329	149	0.744966	0.900342	693	0.300144	0.320000	0.321365	
720	0.273611	151	0.006623	129	0.720930	0.900342	720	0.273611	0.291000	0.321341	
727	0.286107	148	0.006757	125	0.712000	0.900342	727	0.286107	0.298000	0.321322	
747	0.263722	127	0.015748	126	0.753968	0.900342	747	0.263722	0.294000	0.321300	
706	0.259207	139	0.000000	155	0.793548	0.900342	706	0.259207	0.306000	0.321288	
738	0.308943	122	0.032787	140	0.707143	0.900342	738	0.308943	0.331000	0.321296	
716	0.277933	142	0.028169	142	0.725352	0.900342	716	0.277933	0.306000	0.321283	
693	0.301587	155	0.006452	152	0.723684	0.900342	693	0.301587	0.320000	0.321282	
709	0.284908	127	0.015748	164	0.768293	0.900342	709	0.284908	0.330000	0.321289	
715	0.302098	135	0.007407	150	0.713333	0.900342	715	0.302098	0.324000	0.321291	
723	0.286307	123	0.024390	154	0.727273	0.900342	723	0.286307	0.322000	0.321292	
705	0.287943	133	0.007519	162	0.753086	0.900342	705	0.287943	0.326000	0.321296	
710	0.305634	126	0.023810	164	0.737805	0.900342	710	0.305634	0.341000	0.321311	
702	0.309117	135	0.044444	163	0.668712	0.900342	702	0.309117	0.332000	0.321320	
705	0.323404	148	0.047297	147	0.680272	0.900342	705	0.323404	0.335000	0.321331	
728	0.300824	130	0.038462	142	0.676056	0.900342	728	0.300824	0.320000	0.321330	
691	0.295224	143	0.055944	166	0.674699	0.900342	691	0.295224	0.324000	0.321332	
722	0.314404	133	0.015038	145	0.682759	0.900342	722	0.314404	0.328000	0.321337	
730	0.334247	121	0.024793	149	0.664430	0.900342	730	0.334247	0.346000	0.321357	
713	0.353436	133	0.052632	154	0.759740	0.900342	713	0.353436	0.376000	0.321400	
688	0.334302	145	0.041379	167	0.700599	0.900342	688	0.334302	0.353000	0.321425	
608	0.250000	169	0.000000	223	0.757848	0.900342	608	0.250000	0.321000	0.321425	
634	0.235016	152	0.013158	214	0.817757	0.900342	634	0.235016	0.326000	0.321429	
625	0.272000	171	0.000000	204	0.750000	0.900342	625	0.272000	0.323000	0.321430	
633	0.197472	166	0.000000	201	0.751244	0.900342	633	0.197472	0.276000	0.321394	
660	0.356061	144	0.013889	196	0.801020	0.693954	660	0.356061	0.394000	0.321451	
662	0.330816	168	0.000000	170	0.817647	0.693954	662	0.330816	0.358000	0.321480	
653	0.381317	162	0.000000	185	0.756757	0.693954	653	0.381317	0.389000	0.321534	
640	0.318750	164	0.000000	196	0.719388	0.693954	640	0.318750	0.345000	0.321552	
689	0.436865	148	0.040541	163	0.595092	0.693954	689	0.436865	0.404000	0.321617	
703	0.291607	153	0.039216	144	0.722222	1.069304	703	0.291607	0.315000	0.321612	
725	0.300690	119	0.058824	156	0.756410	1.069304	725	0.300690	0.343000	0.321629	
698	0.213467	143	0.006993	159	0.823899	1.069304	698	0.213467	0.281000	0.321597	
738	0.237127	123	0.040650	139	0.762590	1.069304	738	0.237127	0.286000	0.321569	
725	0.262069	113	0.044248	162	0.814815	1.069304	725	0.262069	0.327000	0.321573	
738	0.257453	121	0.008264	141	0.822695	1.069304	738	0.257453	0.307000	0.321562	
746	0.280161	115	0.026087	139	0.848921	1.069304	746	0.280161	0.330000	0.321568	
720	0.290278	139	0.028777	141	0.758865	1.069304	720	0.290278	0.320000	0.321567	
736	0.258152	131	0.022901	133	0.827068	1.069304	736	0.258152	0.303000	0.321553	
729	0.213992	132	0.007576	139	0.755396	1.069304	729	0.213992	0.262000	0.321506	
739	0.182679	135	0.022222	126	0.738095	1.069304	739	0.182679	0.231000	0.321435	
720	0.443056	137	0.014599	143	0.762238	0.678501	720	0.443056	0.430000	0.321520	
734	0.149864	126	0.000000	140	0.778571	1.281793	734	0.149864	0.219000	0.321440	
729	0.326475	123	0.032520	148	0.743243	0.806365	729	0.326475	0.352000	0.321464	
700	0.354286	146	0.020548	154	0.720779	0.806365	700	0.354286	0.362000	0.321495	
704	0.338068	127	0.000000	169	0.751479	0.806365	704	0.338068	0.365000	0.321529	
730	0.317808	113	0.000000	157	0.802548	0.806365	730	0.317808	0.358000	0.321558	
733	0.362892	130	0.030769	137	0.788321	0.806365	733	0.362892	0.378000	0.321602	
727	0.337001	131	0.007634	142	0.683099	0.806365	727	0.337001	0.343000	0.321618	
695	0.335252	150	0.020000	155	0.793548	0.806365	695	0.335252	0.359000	0.321647	
740	0.336486	120	0.000000	140	0.792857	0.806365	740	0.336486	0.360000	0.321677	
719	0.360223	147	0.013605	134	0.753731	0.806365	719	0.360223	0.362000	0.321708	
727	0.356259	129	0.031008	144	0.694444	0.806365	727	0.356259	0.363000	0.321740	
734	0.373297	124	0.048387	142	0.760563	0.806365	734	0.373297	0.388000	0.321792	
742	0.354447	114	0.070175	144	0.652778	0.806365	742	0.354447	0.365000	0.321825	
744	0.356183	125	0.064000	131	0.854962	0.806365	744	0.356183	0.385000	0.321874	
709	0.325811	142	0.021127	149	0.765101	0.806365	709	0.325811	0.348000	0.321894	
718	0.363510	138	0.007246	144	0.770833	0.806365	718	0.363510	0.373000	0.321933	
722	0.321330	133	0.015038	145	0.744828	0.806365	722	0.321330	0.342000	0.321949	
698	0.349570	146	0.013699	156	0.743590	0.806365	698	0.349570	0.362000	0.321980	
712	0.337079	135	0.014815	153	0.699346	0.806365	712	0.337079	0.349000	0.322001	
717	0.331939	127	0.023622	156	0.705128	0.806365	717	0.331939	0.351000	0.322023	
727	0.357634	124	0.008065	149	0.765101	0.806365	727	0.357634	0.375000	0.322064	
732	0.345628	134	0.022388	134	0.738806	0.806365	732	0.345628	0.355000	0.322089	
714	0.369748	150	0.013333	136	0.779412	0.806365	714	0.369748	0.372000	0.322127	
731	0.365253	140	0.035714	129	0.705426	0.806365	731	0.365253	0.363000	0.322158	
731	0.359781	123	0.008130	146	0.828767	0.806365	731	0.359781	0.385000	0.322207	
720	0.330556	122	0.032787	158	0.765823	0.806365	720	0.330556	0.363000	0.322238	
724	0.331492	113	0.053097	163	0.766871	0.806365	724	0.331492	0.371000	0.322275	
702	0.331909	129	0.007752	169	0.739645	0.806365	702	0.331909	0.359000	0.322303	
696	0.367816	132	0.030303	172	0.779070	0.806365	696	0.367816	0.394000	0.322358	
713	0.364656	139	0.028777	148	0.743243	0.806365	713	0.364656	0.374000	0.322397	
731	0.341997	141	0.007092	128	0.773438	0.806365	731	0.341997	0.350000	0.322419	
726	0.341598	143	0.000000	131	0.793893	0.806365	726	0.341598	0.352000	0.322441	
747	0.370817	118	0.016949	135	0.740741	0.806365	747	0.370817	0.379000	0.322484	
731	0.357045	144	0.006944	125	0.656000	0.806365	731	0.357045	0.344000	0.322501	
722	0.295014	144	0.000000	134	0.716418	0.806365	722	0.295014	0.309000	0.322490	
726	0.353994	142	0.021127	132	0.750000	0.806365	726	0.353994	0.359000	0.322518	
728	0.347527	133	0.015038	139	0.812950	0.806365	728	0.347527	0.368000	0.322553	
721	0.319001	141	0.014184	138	0.746377	0.806365	721	0.319001	0.335000	0.322562	
699	0.353362	153	0.013072	148	0.810811	0.806365	699	0.353362	0.369000	0.322597	
730	0.323288	129	0.015504	141	0.794326	0.806365	730	0.323288	0.350000	0.322618	
739	0.335589	122	0.016393	139	0.791367	0.806365	739	0.335589	0.360000	0.322646	
706	0.341360	149	0.026846	145	0.751724	0.806365	706	0.341360	0.354000	0.322670	
705	0.317730	150	0.020000	145	0.786207	0.806365	705	0.317730	0.341000	0.322684	
659	0.367223	162	0.074074	179	0.793296	0.806365	659	0.367223	0.396000	0.322739	
698	0.363897	144	0.006944	158	0.772152	0.806365	698	0.363897	0.377000	0.322780	
717	0.361227	128	0.000000	155	0.716129	0.806365	717	0.361227	0.370000	0.322816	
720	0.334722	135	0.007407	145	0.710345	0.806365	720	0.334722	0.345000	0.322832	
714	0.371148	137	0.014599	149	0.738255	0.806365	714	0.371148	0.377000	0.322873	
695	0.372662	143	0.020979	162	0.771605	0.806365	695	0.372662	0.387000	0.322922	
720	0.334722	121	0.024793	159	0.729560	0.806365	720	0.334722	0.360000	0.322949	
729	0.340192	121	0.033058	150	0.786667	0.806365	729	0.340192	0.370000	0.322985	
708	0.329096	147	0.006803	145	0.724138	0.806365	708	0.329096	0.339000	0.322997	
722	0.318560	157	0.025478	121	0.727273	0.806365	722	0.318560	0.322000	0.322996	
707	0.323904	145	0.048276	148	0.777027	0.806365	707	0.323904	0.351000	0.323017	
713	0.347826	138	0.007246	149	0.738255	0.806365	713	0.347826	0.359000	0.323044	
718	0.345404	134	0.014925	148	0.777027	0.806365	718	0.345404	0.365000	0.323075	
683	0.314788	129	0.000000	188	0.765957	0.806365	683	0.314788	0.359000	0.323102	
694	0.347262	130	0.000000	176	0.784091	0.806365	694	0.347262	0.379000	0.323144	
706	0.347025	135	0.029630	159	0.798742	0.806365	706	0.347025	0.376000	0.323183	
693	0.329004	142	0.042254	165	0.715152	0.806365	693	0.329004	0.352000	0.323205	
736	0.339674	130	0.000000	134	0.746269	0.806365	736	0.339674	0.350000	0.323225	
723	0.327801	138	0.028986	139	0.697842	0.806365	723	0.327801	0.338000	0.323236	
705	0.333333	147	0.006803	148	0.716216	0.806365	705	0.333333	0.342000	0.323250	
693	0.359307	161	0.006211	146	0.787671	0.806365	693	0.359307	0.365000	0.323281	
693	0.367965	168	0.011905	139	0.776978	0.806365	693	0.367965	0.365000	0.323312	
714	0.330532	138	0.007246	148	0.756757	0.806365	714	0.330532	0.349000	0.323331	
702	0.353276	152	0.039474	146	0.767123	0.806365	702	0.353276	0.366000	0.323363	
728	0.362637	134	0.014925	138	0.717391	0.806365	728	0.362637	0.365000	0.323394	
707	0.377652	146	0.013699	147	0.768707	0.806365	707	0.377652	0.382000	0.323437	
713	0.364656	150	0.026667	137	0.751825	0.806365	713	0.364656	0.367000	0.323469	
714	0.350140	132	0.007576	154	0.798701	0.806365	714	0.350140	0.374000	0.323507	
713	0.375877	132	0.022727	155	0.761290	0.806365	713	0.375877	0.389000	0.323555	
724	0.328729	128	0.015625	148	0.804054	0.806365	724	0.328729	0.359000	0.323581	
726	0.365014	137	0.036496	137	0.744526	0.806365	726	0.365014	0.372000	0.323617	
725	0.340690	138	0.021739	137	0.788321	0.806365	725	0.340690	0.358000	0.323643	
738	0.348238	117	0.008547	145	0.758621	0.806365	738	0.348238	0.368000	0.323675	
753	0.342629	113	0.000000	134	0.753731	0.806365	753	0.342629	0.359000	0.323701	
746	0.332440	122	0.000000	132	0.765152	0.806365	746	0.332440	0.349000	0.323720	
724	0.354972	125	0.040000	151	0.754967	0.806365	724	0.354972	0.376000	0.323758	
734	0.359673	122	0.008197	144	0.750000	0.806365	734	0.359673	0.373000	0.323795	
700	0.300000	153	0.000000	147	0.700680	0.806365	700	0.300000	0.313000	0.323787	
700	0.332857	134	0.000000	166	0.807229	0.806365	700	0.332857	0.367000	0.323818	
712	0.327247	156	0.006410	132	0.757576	0.806365	712	0.327247	0.334000	0.323826	
719	0.375522	124	0.008065	157	0.757962	0.806365	719	0.375522	0.390000	0.323874	
736	0.328804	132	0.000000	132	0.750000	0.806365	736	0.328804	0.341000	0.323887	
718	0.341226	144	0.013889	138	0.688406	0.806365	718	0.341226	0.342000	0.323900	
705	0.302128	134	0.029851	161	0.763975	0.806365	705	0.302128	0.340000	0.323912	
704	0.353693	125	0.016000	171	0.742690	0.806365	704	0.353693	0.378000	0.323952	
730	0.336986	118	0.050847	152	0.776316	0.806365	730	0.336986	0.370000	0.323985	
697	0.342898	151	0.019868	152	0.717105	0.806365	697	0.342898	0.351000	0.324005	
742	0.358491	135	0.000000	123	0.739837	0.806365	742	0.358491	0.357000	0.324029	
719	0.339360	152	0.000000	129	0.759690	0.806365	719	0.339360	0.342000	0.324042	
750	0.365333	120	0.000000	130	0.746154	0.806365	750	0.365333	0.371000	0.324076	
693	0.344877	144	0.013889	163	0.815951	0.806365	693	0.344877	0.374000	0.324113	
709	0.339915	136	0.000000	155	0.767742	0.806365	709	0.339915	0.360000	0.324139	
730	0.364384	142	0.000000	128	0.757812	0.806365	730	0.364384	0.363000	0.324167	
726	0.351240	143	0.000000	131	0.755725	0.806365	726	0.351240	0.354000	0.324189	
743	0.324361	135	0.051852	122	0.663934	0.806365	743	0.324361	0.329000	0.324192	
718	0.342618	133	0.022556	149	0.718121	0.806365	718	0.342618	0.356000	0.324215	
702	0.361823	150	0.000000	148	0.804054	0.806365	702	0.361823	0.373000	0.324250	
708	0.351695	144	0.000000	148	0.777027	0.806365	708	0.351695	0.364000	0.324279	
684	0.342105	154	0.000000	162	0.746914	0.806365	684	0.342105	0.355000	0.324302	
699	0.340486	150	0.020000	151	0.728477	0.806365	699	0.340486	0.351000	0.324321	
687	0.317322	157	0.019108	156	0.653846	0.806365	687	0.317322	0.323000	0.324320	
721	0.328710	136	0.014706	143	0.706294	0.806365	721	0.328710	0.340000	0.324331	
715	0.384615	139	0.064748	146	0.650685	0.806365	715	0.384615	0.379000	0.324371	
746	0.388740	102	0.029412	152	0.677632	0.806365	746	0.388740	0.396000	0.324422	
713	0.318373	145	0.048276	142	0.661972	0.806365	713	0.318373	0.328000	0.324425	
742	0.382749	123	0.024390	135	0.688889	0.806365	742	0.382749	0.380000	0.324465	
724	0.346685	137	0.029197	139	0.640288	0.806365	724	0.346685	0.344000	0.324479	
734	0.389646	118	0.000000	148	0.587838	0.806365	734	0.389646	0.373000	0.324514	
668	0.375749	141	0.035461	191	0.738220	0.806365	668	0.375749	0.397000	0.324566	
690	0.311594	117	0.076923	193	0.673575	0.806365	690	0.311594	0.354000	0.324587	
737	0.404342	120	0.025000	143	0.790210	0.806365	737	0.404342	0.414000	0.324651	
716	0.270950	136	0.066176	148	0.750000	1.003080	716	0.270950	0.314000	0.324643	
704	0.279830	143	0.000000	153	0.627451	1.003080	704	0.279830	0.293000	0.324621	
724	0.284530	112	0.053571	164	0.682927	1.003080	724	0.284530	0.324000	0.324620	
710	0.276056	127	0.031496	163	0.699387	1.003080	710	0.276056	0.314000	0.324613	
723	0.273859	145	0.041379	132	0.636364	1.003080	723	0.273859	0.288000	0.324587	
713	0.294530	131	0.038168	156	0.775641	1.003080	713	0.294530	0.336000	0.324595	
722	0.265928	135	0.022222	143	0.762238	1.003080	722	0.265928	0.304000	0.324580	
725	0.306207	137	0.014599	138	0.717391	1.003080	725	0.306207	0.323000	0.324579	
711	0.268636	135	0.029630	154	0.740260	1.003080	711	0.268636	0.309000	0.324568	
733	0.300136	117	0.068376	150	0.753333	1.003080	733	0.300136	0.341000	0.324580	
730	0.278082	126	0.000000	144	0.729167	1.003080	730	0.278082	0.308000	0.324568	
714	0.270308	138	0.007246	148	0.756757	1.003080	714	0.270308	0.306000	0.324555	
748	0.250000	114	0.017544	138	0.710145	1.003080	748	0.250000	0.287000	0.324528	
737	0.249661	122	0.032787	141	0.744681	1.003080	737	0.249661	0.293000	0.324505	
713	0.280505	137	0.000000	150	0.706667	1.003080	713	0.280505	0.306000	0.324492	
671	0.239940	166	0.018072	163	0.723926	1.003080	671	0.239940	0.282000	0.324462	
700	0.238571	133	0.022556	167	0.796407	1.003080	700	0.238571	0.303000	0.324447	
698	0.247851	129	0.015504	173	0.791908	1.003080	698	0.247851	0.312000	0.324438	
680	0.258824	155	0.032258	165	0.806061	1.003080	680	0.258824	0.314000	0.324431	
681	0.242291	152	0.026316	167	0.772455	1.003080	681	0.242291	0.298000	0.324412	
718	0.256267	160	0.000000	122	0.786885	1.003080	718	0.256267	0.280000	0.324381	
725	0.263448	146	0.041096	129	0.720930	1.003080	725	0.263448	0.290000	0.324356	
714	0.233894	127	0.055118	159	0.742138	1.003080	714	0.233894	0.292000	0.324334	
716	0.261173	112	0.017857	172	0.738372	1.003080	716	0.261173	0.316000	0.324328	
718	0.257660	160	0.018750	122	0.836066	1.003080	718	0.257660	0.290000	0.324304	
697	0.202296	160	0.031250	143	0.741259	1.003080	697	0.202296	0.252000	0.324253	
727	0.261348	132	0.015152	141	0.659574	1.003080	727	0.261348	0.285000	0.324225	
753	0.278884	118	0.016949	129	0.713178	1.003080	753	0.278884	0.304000	0.324211	
686	0.295918	139	0.028777	175	0.725714	1.003080	686	0.295918	0.334000	0.324218	
720	0.254167	127	0.000000	153	0.712418	1.003080	720	0.254167	0.292000	0.324195	
720	0.291667	134	0.014925	146	0.746575	1.003080	720	0.291667	0.321000	0.324193	
738	0.246612	114	0.017544	148	0.756757	1.003080	738	0.246612	0.296000	0.324173	
718	0.257660	127	0.031496	155	0.787097	1.003080	718	0.257660	0.311000	0.324164	
732	0.224044	132	0.000000	136	0.786765	1.003080	732	0.224044	0.271000	0.324127	
710	0.219718	149	0.013423	141	0.730496	1.003080	710	0.219718	0.261000	0.324082	
707	0.233380	129	0.000000	164	0.743902	1.003080	707	0.233380	0.287000	0.324056	
691	0.292330	131	0.015267	178	0.696629	1.003080	691	0.292330	0.328000	0.324059	
724	0.256906	117	0.017094	159	0.779874	1.003080	724	0.256906	0.312000	0.324051	
754	0.255968	116	0.025862	130	0.738462	1.003080	754	0.255968	0.292000	0.324028	
747	0.262383	133	0.007519	120	0.791667	1.003080	747	0.262383	0.292000	0.324006	
727	0.251719	130	0.000000	143	0.727273	1.003080	727	0.251719	0.287000	0.323980	
718	0.270195	121	0.024793	161	0.826087	1.003080	718	0.270195	0.330000	0.323984	
732	0.267760	127	0.007874	141	0.815603	1.003080	732	0.267760	0.312000	0.323976	
719	0.216968	128	0.000000	153	0.640523	1.003080	719	0.216968	0.254000	0.323927	
730	0.235616	132	0.045455	138	0.673913	1.003080	730	0.235616	0.271000	0.323891	
723	0.242047	140	0.021429	137	0.744526	1.003080	723	0.242047	0.280000	0.323860	
728	0.260989	146	0.013699	126	0.706349	1.003080	728	0.260989	0.281000	0.323830	
711	0.263010	147	0.020408	142	0.781690	1.003080	711	0.263010	0.301000	0.323815	
703	0.258890	168	0.000000	129	0.682171	1.003080	703	0.258890	0.270000	0.323777	
727	0.261348	128	0.007812	145	0.786207	1.003080	727	0.261348	0.305000	0.323764	
699	0.230329	156	0.006410	145	0.751724	1.003080	699	0.230329	0.271000	0.323728	
711	0.265823	147	0.000000	142	0.711268	1.003080	711	0.265823	0.290000	0.323704	
701	0.245364	144	0.000000	155	0.709677	1.003080	701	0.245364	0.282000	0.323676	
716	0.247207	134	0.014925	150	0.833333	1.003080	716	0.247207	0.304000	0.323662	
729	0.264746	123	0.000000	148	0.756757	1.003080	729	0.264746	0.305000	0.323649	
707	0.254597	134	0.000000	159	0.704403	1.003080	707	0.254597	0.292000	0.323627	
721	0.220527	144	0.013889	135	0.762963	1.003080	721	0.220527	0.264000	0.323586	
727	0.255846	131	0.015267	142	0.774648	1.003080	727	0.255846	0.298000	0.323569	
697	0.246772	129	0.023256	174	0.695402	1.003080	697	0.246772	0.296000	0.323550	
731	0.281806	135	0.000000	134	0.835821	1.003080	731	0.281806	0.318000	0.323546	
744	0.263441	121	0.024793	135	0.762963	1.003080	744	0.263441	0.302000	0.323531	
703	0.241821	157	0.038217	140	0.764286	1.003080	703	0.241821	0.283000	0.323503	
734	0.283379	130	0.038462	136	0.705882	1.003080	734	0.283379	0.309000	0.323493	
726	0.304408	139	0.014388	135	0.733333	1.003080	726	0.304408	0.322000	0.323492	
672	0.266369	176	0.022727	152	0.736842	1.003080	672	0.266369	0.295000	0.323473	
624	0.205128	164	0.000000	212	0.792453	1.003080	624	0.205128	0.296000	0.323454	
626	0.207668	163	0.000000	211	0.796209	1.003080	626	0.207668	0.298000	0.323436	
640	0.210938	147	0.000000	213	0.718310	1.003080	640	0.210938	0.288000	0.323412	
622	0.226688	176	0.011364	202	0.801980	1.003080	622	0.226688	0.305000	0.323400	
650	0.226154	168	0.011905	182	0.747253	1.003080	650	0.226154	0.285000	0.323373	
730	0.286301	127	0.015748	143	0.657343	1.003080	730	0.286301	0.305000	0.323361	
725	0.255172	123	0.032520	152	0.684211	1.003080	725	0.255172	0.293000	0.323340	
698	0.277937	139	0.057554	163	0.705521	1.003080	698	0.277937	0.317000	0.323336	
720	0.262500	137	0.043796	143	0.636364	1.003080	720	0.262500	0.286000	0.323310	
716	0.294693	144	0.069444	140	0.692857	1.003080	716	0.294693	0.318000	0.323307	
737	0.259159	121	0.024793	142	0.767606	1.003080	737	0.259159	0.303000	0.323293	
738	0.268293	120	0.041667	142	0.633803	1.003080	738	0.268293	0.293000	0.323272	
740	0.244595	123	0.008130	137	0.788321	1.003080	740	0.244595	0.290000	0.323250	
745	0.255034	119	0.008403	136	0.794118	1.003080	745	0.255034	0.299000	0.323233	
732	0.282787	117	0.000000	151	0.735099	1.003080	732	0.282787	0.318000	0.323230	
729	0.267490	138	0.000000	133	0.766917	1.003080	729	0.267490	0.297000	0.323212	
698	0.265043	165	0.024242	137	0.729927	1.003080	698	0.265043	0.289000	0.323189	
686	0.246356	151	0.006623	163	0.748466	1.003080	686	0.246356	0.292000	0.323168	
738	0.262873	124	0.016129	138	0.688406	1.003080	738	0.262873	0.291000	0.323146	
756	0.251323	120	0.025000	124	0.750000	1.003080	756	0.251323	0.286000	0.323121	
747	0.250335	121	0.016529	132	0.787879	1.003080	747	0.250335	0.293000	0.323100	
715	0.209790	128	0.007812	157	0.751592	1.003080	715	0.209790	0.269000	0.323064	
732	0.244536	134	0.037313	134	0.768657	1.003080	732	0.244536	0.287000	0.323040	
729	0.245542	147	0.006803	124	0.733871	1.003080	729	0.245542	0.271000	0.323005	
708	0.275424	152	0.000000	140	0.850000	1.003080	708	0.275424	0.314000	0.322998	
719	0.215577	152	0.013158	129	0.829457	1.003080	719	0.215577	0.264000	0.322959	
695	0.243165	154	0.000000	151	0.801325	1.003080	695	0.243165	0.290000	0.322937	
708	0.235876	155	0.000000	137	0.781022	1.003080	708	0.235876	0.274000	0.322904	
706	0.216714	154	0.012987	140	0.714286	1.003080	706	0.216714	0.255000	0.322858	
693	0.212121	151	0.006623	156	0.730769	1.003080	693	0.212121	0.262000	0.322817	
698	0.269341	151	0.039735	151	0.774834	1.003080	698	0.269341	0.311000	0.322809	
709	0.212976	135	0.014815	156	0.743590	1.003080	709	0.212976	0.269000	0.322773	
721	0.270458	138	0.043478	141	0.730496	1.003080	721	0.270458	0.304000	0.322761	
699	0.283262	138	0.014493	163	0.742331	1.003080	699	0.283262	0.321000	0.322759	
741	0.286100	120	0.041667	139	0.712230	1.003080	741	0.286100	0.316000	0.322755	
757	0.302510	114	0.043860	129	0.713178	1.003080	757	0.302510	0.326000	0.322757	
734	0.294278	139	0.035971	127	0.755906	1.003080	734	0.294278	0.317000	0.322753	
692	0.264451	163	0.024540	145	0.800000	1.003080	692	0.264451	0.303000	0.322740	
735	0.330612	142	0.063380	123	0.845528	1.003080	735	0.330612	0.356000	0.322762	
724	0.250000	147	0.006803	129	0.744186	1.003080	724	0.250000	0.278000	0.322732	
724	0.266575	152	0.013158	124	0.733871	1.003080	724	0.266575	0.286000	0.322708	
714	0.250700	149	0.020134	137	0.773723	1.003080	714	0.250700	0.288000	0.322685	
740	0.260811	125	0.024000	135	0.733333	1.003080	740	0.260811	0.295000	0.322666	
754	0.242706	122	0.040984	124	0.693548	1.003080	754	0.242706	0.274000	0.322634	
724	0.259669	132	0.007576	144	0.756944	1.003080	724	0.259669	0.298000	0.322617	
694	0.219020	140	0.014286	166	0.753012	1.003080	694	0.219020	0.279000	0.322588	
733	0.263302	125	0.016000	142	0.760563	1.003080	733	0.263302	0.303000	0.322575	
707	0.241867	133	0.015038	160	0.793750	1.003080	707	0.241867	0.300000	0.322561	
718	0.274373	156	0.025641	126	0.817460	1.003080	718	0.274373	0.304000	0.322548	
711	0.279887	157	0.025478	132	0.772727	1.003080	711	0.279887	0.305000	0.322537	
726	0.274105	139	0.028777	135	0.674074	1.003080	726	0.274105	0.294000	0.322518	
716	0.238827	129	0.015504	155	0.716129	1.003080	716	0.238827	0.284000	0.322492	
709	0.260931	155	0.006452	136	0.764706	1.003080	709	0.260931	0.290000	0.322471	
721	0.262136	141	0.007092	138	0.753623	1.003080	721	0.262136	0.294000	0.322452	
730	0.232877	139	0.014388	131	0.725191	1.003080	730	0.232877	0.267000	0.322415	
735	0.265306	134	0.000000	131	0.679389	1.003080	735	0.265306	0.284000	0.322390	
696	0.242816	152	0.006579	152	0.782895	1.003080	696	0.242816	0.289000	0.322368	
731	0.262654	145	0.013793	124	0.806452	1.003080	731	0.262654	0.294000	0.322349	
729	0.211248	129	0.007752	142	0.718310	1.003080	729	0.211248	0.257000	0.322306	
713	0.251052	128	0.054688	159	0.723270	1.003080	713	0.251052	0.301000	0.322292	
736	0.271739	127	0.000000	137	0.686131	1.003080	736	0.271739	0.294000	0.322273	
703	0.264580	124	0.032258	173	0.693642	1.003080	703	0.264580	0.310000	0.322265	
597	0.194305	170	0.000000	233	0.772532	1.003080	597	0.194305	0.296000	0.322248	
650	0.275385	149	0.000000	201	0.810945	0.757830	650	0.275385	0.342000	0.322261	
719	0.388039	132	0.022727	149	0.657718	0.757830	719	0.388039	0.380000	0.322299	
725	0.417931	134	0.082090	141	0.758865	0.757830	725	0.417931	0.421000	0.322364	
743	0.333782	127	0.023622	130	0.761538	0.846996	743	0.333782	0.350000	0.322382	
711	0.284107	162	0.012346	127	0.732283	0.846996	711	0.284107	0.297000	0.322365	
732	0.315574	119	0.016807	149	0.724832	0.846996	732	0.315574	0.341000	0.322377	
744	0.310484	125	0.016000	131	0.740458	0.846996	744	0.310484	0.330000	0.322382	
718	0.330084	139	0.028777	143	0.825175	0.846996	718	0.330084	0.359000	0.322406	
713	0.307153	131	0.030534	156	0.750000	0.846996	713	0.307153	0.340000	0.322418	
711	0.350211	132	0.015152	157	0.726115	0.846996	711	0.350211	0.365000	0.322446	
