Default schedule
Rate	71.43
Rev Jump	14.29
Prior Change	14.29
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Prior Change Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
720	0.288889	132	0.015152	148	0.743243	0.916188	720	0.288889	0.320000	0.324844	
729	0.288066	131	0.015267	140	0.750000	0.916188	729	0.288066	0.317000	0.324840	
729	0.310014	144	0.013889	127	0.763780	0.916188	729	0.310014	0.325000	0.324841	
727	0.283356	128	0.007812	145	0.648276	0.916188	727	0.283356	0.301000	0.324829	
711	0.295359	139	0.000000	150	0.766667	0.916188	711	0.295359	0.325000	0.324829	
725	0.310345	143	0.020979	132	0.765152	0.916188	725	0.310345	0.329000	0.324831	
718	0.282730	150	0.026667	132	0.750000	0.916188	718	0.282730	0.306000	0.324822	
741	0.261808	125	0.016000	134	0.813433	0.916188	741	0.261808	0.305000	0.324812	
734	0.303815	137	0.000000	129	0.806202	0.916188	734	0.303815	0.327000	0.324813	
728	0.293956	128	0.015625	144	0.784722	0.916188	728	0.293956	0.329000	0.324815	
704	0.295455	150	0.026667	146	0.808219	0.916188	704	0.295455	0.330000	0.324818	
739	0.308525	126	0.015873	135	0.770370	0.916188	739	0.308525	0.334000	0.324822	
743	0.302826	124	0.000000	133	0.812030	0.916188	743	0.302826	0.333000	0.324826	
742	0.295148	112	0.053571	146	0.753425	0.916188	742	0.295148	0.335000	0.324831	
719	0.332406	143	0.020979	138	0.789855	0.916188	719	0.332406	0.351000	0.324844	
739	0.316644	125	0.024000	136	0.772059	0.916188	739	0.316644	0.342000	0.324852	
729	0.277092	147	0.006803	124	0.766129	0.916188	729	0.277092	0.298000	0.324839	
729	0.296296	127	0.000000	144	0.756944	0.916188	729	0.296296	0.325000	0.324839	
743	0.283984	126	0.000000	131	0.725191	0.916188	743	0.283984	0.306000	0.324830	
722	0.270083	132	0.000000	146	0.719178	0.916188	722	0.270083	0.300000	0.324818	
736	0.292120	116	0.000000	148	0.709459	0.916188	736	0.292120	0.320000	0.324816	
741	0.299595	138	0.000000	121	0.719008	0.916188	741	0.299595	0.309000	0.324808	
728	0.274725	135	0.007407	137	0.773723	0.916188	728	0.274725	0.307000	0.324800	
711	0.284107	132	0.030303	157	0.636943	0.916188	711	0.284107	0.306000	0.324791	
705	0.353191	149	0.046980	146	0.760274	0.916188	705	0.353191	0.367000	0.324811	
743	0.345895	128	0.039062	129	0.767442	0.916188	743	0.345895	0.361000	0.324828	
722	0.369806	121	0.033058	157	0.840764	0.916188	722	0.369806	0.403000	0.324866	
705	0.354610	137	0.036496	158	0.803797	0.916188	705	0.354610	0.382000	0.324893	
717	0.341702	132	0.022727	151	0.735099	0.916188	717	0.341702	0.359000	0.324909	
722	0.311634	144	0.027778	134	0.783582	0.916188	722	0.311634	0.334000	0.324914	
698	0.266476	155	0.012903	147	0.782313	0.916188	698	0.266476	0.303000	0.324903	
712	0.235955	129	0.007752	159	0.773585	0.916188	712	0.235955	0.292000	0.324888	
719	0.297636	134	0.022388	147	0.741497	0.916188	719	0.297636	0.326000	0.324888	
679	0.301915	141	0.021277	180	0.722222	0.916188	679	0.301915	0.338000	0.324894	
711	0.303797	149	0.026846	140	0.692857	0.916188	711	0.303797	0.317000	0.324891	
715	0.283916	121	0.041322	164	0.762195	0.916188	715	0.283916	0.333000	0.324895	
698	0.305158	149	0.053691	153	0.686275	0.916188	698	0.305158	0.326000	0.324895	
723	0.311203	141	0.021277	136	0.808824	0.916188	723	0.311203	0.338000	0.324901	
729	0.229081	124	0.000000	147	0.741497	0.916188	729	0.229081	0.276000	0.324878	
719	0.275382	116	0.034483	165	0.721212	0.916188	719	0.275382	0.321000	0.324876	
719	0.296245	142	0.035211	139	0.654676	0.916188	719	0.296245	0.309000	0.324869	
738	0.331978	123	0.016260	139	0.812950	0.916188	738	0.331978	0.360000	0.324885	
716	0.322626	140	0.042857	144	0.708333	0.916188	716	0.322626	0.339000	0.324892	
736	0.308424	132	0.053030	132	0.750000	0.916188	736	0.308424	0.333000	0.324896	
731	0.339261	133	0.045113	136	0.801471	0.916188	731	0.339261	0.363000	0.324914	
717	0.269177	127	0.007874	156	0.724359	0.916188	717	0.269177	0.307000	0.324905	
727	0.309491	130	0.023077	143	0.748252	0.916188	727	0.309491	0.335000	0.324910	
726	0.257576	128	0.015625	146	0.760274	0.916188	726	0.257576	0.300000	0.324898	
714	0.310924	135	0.037037	151	0.682119	0.916188	714	0.310924	0.330000	0.324901	
737	0.280868	126	0.031746	137	0.700730	0.916188	737	0.280868	0.307000	0.324892	
712	0.307584	136	0.007353	152	0.717105	0.916188	712	0.307584	0.329000	0.324894	
742	0.324798	128	0.039062	130	0.746154	0.916188	742	0.324798	0.343000	0.324903	
733	0.371078	112	0.017857	155	0.754839	0.916188	733	0.371078	0.391000	0.324934	
718	0.288301	119	0.033613	163	0.791411	0.916188	718	0.288301	0.340000	0.324941	
711	0.299578	132	0.007576	157	0.757962	0.916188	711	0.299578	0.333000	0.324945	
736	0.288043	131	0.015267	133	0.721805	0.916188	736	0.288043	0.310000	0.324938	
742	0.295148	127	0.039370	131	0.786260	0.916188	742	0.295148	0.327000	0.324939	
715	0.320280	136	0.029412	149	0.731544	0.916188	715	0.320280	0.342000	0.324947	
719	0.278164	132	0.015152	149	0.718121	0.916188	719	0.278164	0.309000	0.324939	
709	0.307475	136	0.007353	155	0.722581	0.916188	709	0.307475	0.331000	0.324942	
737	0.325645	123	0.024390	140	0.735714	0.916188	737	0.325645	0.346000	0.324952	
716	0.286313	139	0.000000	145	0.737931	0.916188	716	0.286313	0.312000	0.324946	
735	0.310204	125	0.032000	140	0.807143	0.916188	735	0.310204	0.345000	0.324956	
723	0.302905	136	0.044118	141	0.737589	0.916188	723	0.302905	0.329000	0.324958	
724	0.301105	129	0.015504	147	0.680272	0.916188	724	0.301105	0.320000	0.324955	
693	0.303030	147	0.027211	160	0.706250	0.916188	693	0.303030	0.327000	0.324956	
705	0.329078	159	0.025157	136	0.823529	0.916188	705	0.329078	0.348000	0.324967	
667	0.287856	166	0.000000	167	0.724551	0.916188	667	0.287856	0.313000	0.324961	
625	0.236800	170	0.000000	205	0.717073	0.916188	625	0.236800	0.295000	0.324947	
653	0.243492	150	0.013333	197	0.791878	0.916188	653	0.243492	0.317000	0.324944	
620	0.238710	183	0.000000	197	0.802030	0.916188	620	0.238710	0.306000	0.324935	
616	0.228896	181	0.000000	203	0.807882	0.916188	616	0.228896	0.305000	0.324925	
654	0.237003	172	0.000000	174	0.764368	0.916188	654	0.237003	0.288000	0.324908	
637	0.229199	137	0.000000	226	0.730088	0.916188	637	0.229199	0.311000	0.324902	
627	0.204147	177	0.011299	196	0.770408	0.916188	627	0.204147	0.281000	0.324881	
624	0.197115	183	0.000000	193	0.761658	0.916188	624	0.197115	0.270000	0.324855	
673	0.343239	140	0.000000	187	0.780749	0.742773	673	0.343239	0.377000	0.324880	
658	0.326748	147	0.000000	195	0.769231	0.742773	658	0.326748	0.365000	0.324898	
644	0.277950	161	0.000000	195	0.805128	0.742773	644	0.277950	0.336000	0.324904	
648	0.299383	165	0.012121	187	0.737968	0.742773	648	0.299383	0.334000	0.324908	
659	0.305008	152	0.000000	189	0.767196	0.742773	659	0.305008	0.346000	0.324918	
637	0.328100	169	0.011834	194	0.798969	0.742773	637	0.328100	0.366000	0.324937	
646	0.317337	161	0.000000	193	0.730570	0.742773	646	0.317337	0.346000	0.324947	
706	0.349858	143	0.034965	151	0.741722	0.742773	706	0.349858	0.364000	0.324965	
690	0.357971	157	0.050955	153	0.692810	0.742773	690	0.357971	0.361000	0.324982	
699	0.379113	155	0.019355	146	0.698630	0.742773	699	0.379113	0.370000	0.325003	
713	0.420757	153	0.058824	134	0.649254	0.742773	713	0.420757	0.396000	0.325036	
732	0.327869	123	0.024390	145	0.682759	0.887879	732	0.327869	0.342000	0.325044	
726	0.312672	145	0.027586	129	0.651163	0.887879	726	0.312672	0.315000	0.325039	
726	0.342975	139	0.021583	135	0.814815	0.887879	726	0.342975	0.362000	0.325056	
741	0.288799	136	0.000000	123	0.788618	0.887879	741	0.288799	0.311000	0.325050	
719	0.311544	131	0.007634	150	0.780000	0.887879	719	0.311544	0.342000	0.325057	
735	0.288435	122	0.040984	143	0.783217	0.887879	735	0.288435	0.329000	0.325059	
719	0.269819	123	0.016260	158	0.734177	0.887879	719	0.269819	0.312000	0.325053	
723	0.297372	123	0.016260	154	0.733766	0.887879	723	0.297372	0.330000	0.325055	
692	0.313584	143	0.000000	165	0.715152	0.887879	692	0.313584	0.335000	0.325060	
709	0.296192	145	0.013793	146	0.691781	0.887879	709	0.296192	0.313000	0.325055	
719	0.340751	129	0.031008	152	0.723684	0.887879	719	0.340751	0.359000	0.325070	
740	0.304054	137	0.007299	123	0.691057	0.887879	740	0.304054	0.311000	0.325064	
705	0.286525	141	0.007092	154	0.805195	0.887879	705	0.286525	0.327000	0.325065	
711	0.291139	142	0.021127	147	0.782313	0.887879	711	0.291139	0.325000	0.325065	
716	0.310056	147	0.006803	137	0.729927	0.887879	716	0.310056	0.323000	0.325064	
715	0.310490	128	0.039062	157	0.745223	0.887879	715	0.310490	0.344000	0.325072	
722	0.325485	139	0.021583	139	0.755396	0.887879	722	0.325485	0.343000	0.325081	
725	0.255172	125	0.000000	150	0.800000	0.887879	725	0.255172	0.305000	0.325071	
729	0.300412	126	0.000000	145	0.772414	0.887879	729	0.300412	0.331000	0.325074	
710	0.325352	151	0.026490	139	0.791367	0.887879	710	0.325352	0.345000	0.325083	
702	0.296296	139	0.021583	159	0.729560	0.887879	702	0.296296	0.327000	0.325084	
730	0.293151	132	0.015152	138	0.797101	0.887879	730	0.293151	0.326000	0.325085	
740	0.300000	127	0.007874	133	0.706767	0.887879	740	0.300000	0.317000	0.325081	
732	0.323770	131	0.068702	137	0.802920	0.887879	732	0.323770	0.356000	0.325095	
714	0.316527	126	0.015873	160	0.593750	0.887879	714	0.316527	0.323000	0.325094	
708	0.313559	134	0.044776	158	0.734177	0.887879	708	0.313559	0.344000	0.325103	
749	0.327103	131	0.007634	120	0.775000	0.887879	749	0.327103	0.339000	0.325109	
712	0.287921	143	0.041958	145	0.744828	0.887879	712	0.287921	0.319000	0.325106	
722	0.306094	148	0.033784	130	0.723077	0.887879	722	0.306094	0.320000	0.325104	
695	0.292086	143	0.020979	162	0.722222	0.887879	695	0.292086	0.323000	0.325103	
705	0.266667	136	0.000000	159	0.754717	0.887879	705	0.266667	0.308000	0.325095	
729	0.281207	126	0.000000	145	0.793103	0.887879	729	0.281207	0.320000	0.325093	
715	0.295105	141	0.028369	144	0.715278	0.887879	715	0.295105	0.318000	0.325090	
708	0.322034	128	0.023438	164	0.701220	0.887879	708	0.322034	0.346000	0.325099	
722	0.292244	136	0.022059	142	0.788732	0.887879	722	0.292244	0.326000	0.325100	
701	0.338088	154	0.006494	145	0.765517	0.887879	701	0.338088	0.349000	0.325111	
735	0.276190	129	0.007752	136	0.801471	0.887879	735	0.276190	0.313000	0.325105	
745	0.271141	121	0.016529	134	0.776119	0.887879	745	0.271141	0.308000	0.325097	
711	0.344585	133	0.022556	156	0.737179	0.887879	711	0.344585	0.363000	0.325115	
729	0.349794	140	0.007143	131	0.778626	0.887879	729	0.349794	0.358000	0.325130	
724	0.321823	131	0.007634	145	0.703448	0.887879	724	0.321823	0.336000	0.325135	
738	0.319783	133	0.007519	129	0.697674	0.887879	738	0.319783	0.327000	0.325135	
741	0.309042	131	0.007634	128	0.687500	0.887879	741	0.309042	0.318000	0.325132	
717	0.312413	130	0.000000	153	0.712418	0.887879	717	0.312413	0.333000	0.325136	
699	0.300429	165	0.018182	136	0.742647	0.887879	699	0.300429	0.314000	0.325131	
706	0.257790	142	0.028169	152	0.717105	0.887879	706	0.257790	0.295000	0.325117	
733	0.296044	131	0.007634	136	0.757353	0.887879	733	0.296044	0.321000	0.325115	
741	0.296896	124	0.008065	135	0.748148	0.887879	741	0.296896	0.322000	0.325114	
732	0.321038	124	0.024194	144	0.791667	0.887879	732	0.321038	0.352000	0.325126	
701	0.329529	135	0.037037	164	0.689024	0.887879	701	0.329529	0.349000	0.325137	
732	0.308743	121	0.008264	147	0.727891	0.887879	732	0.308743	0.334000	0.325141	
704	0.296875	143	0.020979	153	0.738562	0.887879	704	0.296875	0.325000	0.325141	
704	0.352273	143	0.027972	153	0.705882	0.887879	704	0.352273	0.360000	0.325157	
708	0.305085	142	0.035211	150	0.680000	0.887879	708	0.305085	0.323000	0.325156	
714	0.327731	127	0.000000	159	0.641509	0.887879	714	0.327731	0.336000	0.325160	
724	0.302486	132	0.045455	144	0.694444	0.887879	724	0.302486	0.325000	0.325160	
722	0.306094	147	0.027211	131	0.625954	0.887879	722	0.306094	0.307000	0.325152	
705	0.319149	155	0.025806	140	0.728571	0.887879	705	0.319149	0.331000	0.325155	
664	0.296687	151	0.013245	185	0.778378	0.887879	664	0.296687	0.343000	0.325163	
650	0.241538	170	0.011765	180	0.766667	0.887879	650	0.241538	0.297000	0.325150	
707	0.291372	131	0.015267	162	0.716049	0.887879	707	0.291372	0.324000	0.325150	
726	0.316804	127	0.015748	147	0.721088	0.887879	726	0.316804	0.338000	0.325155	
701	0.345221	146	0.027397	153	0.725490	0.887879	701	0.345221	0.357000	0.325170	
728	0.331044	125	0.016000	147	0.666667	0.887879	728	0.331044	0.341000	0.325177	
707	0.340877	143	0.027972	150	0.680000	0.887879	707	0.340877	0.347000	0.325187	
738	0.322493	124	0.016129	138	0.717391	0.887879	738	0.322493	0.339000	0.325193	
737	0.282225	124	0.016129	139	0.784173	0.887879	737	0.282225	0.319000	0.325190	
685	0.331387	149	0.040268	166	0.656627	0.887879	685	0.331387	0.342000	0.325198	
719	0.328234	136	0.000000	145	0.703448	0.887879	719	0.328234	0.338000	0.325204	
733	0.354707	129	0.015504	138	0.695652	0.887879	733	0.354707	0.358000	0.325218	
729	0.334705	124	0.040323	147	0.700680	0.887879	729	0.334705	0.352000	0.325230	
713	0.326788	132	0.037879	155	0.748387	0.887879	713	0.326788	0.354000	0.325243	
704	0.315341	143	0.034965	153	0.692810	0.887879	704	0.315341	0.333000	0.325247	
695	0.307914	144	0.020833	161	0.714286	0.887879	695	0.307914	0.332000	0.325250	
750	0.345333	120	0.016667	130	0.684615	0.887879	750	0.345333	0.350000	0.325261	
709	0.321580	121	0.041322	170	0.788235	0.887879	709	0.321580	0.367000	0.325280	
728	0.328297	150	0.020000	122	0.729508	0.887879	728	0.328297	0.331000	0.325282	
721	0.316227	131	0.030534	148	0.783784	0.887879	721	0.316227	0.348000	0.325293	
710	0.321127	151	0.013245	139	0.748201	0.887879	710	0.321127	0.334000	0.325297	
729	0.300412	136	0.007353	135	0.725926	0.887879	729	0.300412	0.318000	0.325293	
711	0.272855	135	0.000000	154	0.792208	0.887879	711	0.272855	0.316000	0.325289	
705	0.300709	136	0.007353	159	0.742138	0.887879	705	0.300709	0.331000	0.325292	
751	0.299601	118	0.008475	131	0.694656	0.887879	751	0.299601	0.317000	0.325288	
716	0.301676	141	0.007092	143	0.685315	0.887879	716	0.301676	0.315000	0.325283	
756	0.276455	132	0.007576	112	0.696429	0.887879	756	0.276455	0.288000	0.325267	
710	0.300000	155	0.012903	135	0.777778	0.887879	710	0.300000	0.320000	0.325264	
735	0.341497	115	0.017391	150	0.753333	0.887879	735	0.341497	0.366000	0.325283	
711	0.300985	150	0.000000	139	0.784173	0.887879	711	0.300985	0.323000	0.325281	
741	0.333333	122	0.000000	137	0.744526	0.887879	741	0.333333	0.349000	0.325292	
704	0.316761	138	0.057971	158	0.753165	0.887879	704	0.316761	0.350000	0.325303	
756	0.279101	127	0.000000	117	0.811966	0.887879	756	0.279101	0.306000	0.325294	
718	0.299443	122	0.008197	160	0.756250	0.887879	718	0.299443	0.337000	0.325300	
720	0.318056	140	0.021429	140	0.778571	0.887879	720	0.318056	0.341000	0.325307	
718	0.300836	151	0.026490	131	0.725191	0.887879	718	0.300836	0.315000	0.325302	
697	0.304161	140	0.000000	163	0.766871	0.887879	697	0.304161	0.337000	0.325307	
712	0.282303	127	0.031496	161	0.739130	0.887879	712	0.282303	0.324000	0.325307	
734	0.344687	125	0.008000	141	0.765957	0.887879	734	0.344687	0.362000	0.325323	
745	0.330201	117	0.034188	138	0.731884	0.887879	745	0.330201	0.351000	0.325335	
704	0.294034	136	0.036765	160	0.725000	0.887879	704	0.294034	0.328000	0.325336	
708	0.316384	141	0.014184	151	0.761589	0.887879	708	0.316384	0.341000	0.325343	
739	0.316644	120	0.008333	141	0.787234	0.887879	739	0.316644	0.346000	0.325352	
727	0.284732	124	0.024194	149	0.805369	0.887879	727	0.284732	0.330000	0.325354	
722	0.300554	140	0.035714	138	0.753623	0.887879	722	0.300554	0.326000	0.325354	
750	0.333333	119	0.008403	131	0.755725	0.887879	750	0.333333	0.350000	0.325365	
746	0.335121	117	0.000000	137	0.751825	0.887879	746	0.335121	0.353000	0.325377	
726	0.322314	122	0.032787	152	0.802632	0.887879	726	0.322314	0.360000	0.325393	
740	0.295946	113	0.017699	147	0.775510	0.887879	740	0.295946	0.335000	0.325397	
761	0.324573	116	0.017241	123	0.666667	0.887879	761	0.324573	0.331000	0.325400	
714	0.312325	141	0.035461	145	0.737931	0.887879	714	0.312325	0.335000	0.325404	
746	0.324397	110	0.018182	144	0.708333	0.887879	746	0.324397	0.346000	0.325413	
722	0.318560	136	0.022059	142	0.746479	0.887879	722	0.318560	0.339000	0.325419	
728	0.318681	133	0.007519	139	0.755396	0.887879	728	0.318681	0.338000	0.325424	
718	0.314763	126	0.031746	156	0.801282	0.887879	718	0.314763	0.355000	0.325438	
719	0.311544	124	0.016129	157	0.719745	0.887879	719	0.311544	0.339000	0.325444	
728	0.342033	130	0.007692	142	0.781690	0.887879	728	0.342033	0.361000	0.325459	
733	0.342428	118	0.016949	149	0.751678	0.887879	733	0.342428	0.365000	0.325477	
727	0.273728	129	0.007752	144	0.743056	0.887879	727	0.273728	0.307000	0.325469	
714	0.308123	121	0.000000	165	0.793939	0.887879	714	0.308123	0.351000	0.325480	
716	0.321229	145	0.000000	139	0.776978	0.887879	716	0.321229	0.338000	0.325485	
744	0.338710	123	0.008130	133	0.759398	0.887879	744	0.338710	0.354000	0.325498	
733	0.281037	125	0.000000	142	0.739437	0.887879	733	0.281037	0.311000	0.325491	
714	0.312325	133	0.000000	153	0.777778	0.887879	714	0.312325	0.342000	0.325499	
719	0.287900	148	0.000000	133	0.706767	0.887879	719	0.287900	0.301000	0.325488	
722	0.279778	123	0.000000	155	0.748387	0.887879	722	0.279778	0.318000	0.325485	
717	0.270572	134	0.014925	149	0.711409	0.887879	717	0.270572	0.302000	0.325474	
745	0.322148	117	0.008547	138	0.731884	0.887879	745	0.322148	0.342000	0.325482	
723	0.282158	137	0.007299	140	0.835714	0.887879	723	0.282158	0.322000	0.325480	
722	0.306094	126	0.015873	152	0.802632	0.887879	722	0.306094	0.345000	0.325489	
718	0.345404	139	0.021583	143	0.734266	0.887879	718	0.345404	0.356000	0.325502	
733	0.301501	115	0.008696	152	0.769737	0.887879	733	0.301501	0.339000	0.325508	
730	0.297260	132	0.015152	138	0.782609	0.887879	730	0.297260	0.327000	0.325509	
710	0.332394	124	0.000000	166	0.759036	0.887879	710	0.332394	0.362000	0.325525	
732	0.293716	138	0.000000	130	0.769231	0.887879	732	0.293716	0.315000	0.325520	
709	0.307475	136	0.022059	155	0.780645	0.887879	709	0.307475	0.342000	0.325527	
732	0.289617	125	0.008000	143	0.776224	0.887879	732	0.289617	0.324000	0.325527	
724	0.338398	131	0.000000	145	0.689655	0.887879	724	0.338398	0.345000	0.325535	
695	0.279137	148	0.033784	157	0.777070	0.887879	695	0.279137	0.321000	0.325533	
698	0.302292	147	0.034014	155	0.793548	0.887879	698	0.302292	0.339000	0.325539	
717	0.306834	136	0.007353	147	0.775510	0.887879	717	0.306834	0.335000	0.325543	
742	0.316712	116	0.008621	142	0.774648	0.887879	742	0.316712	0.346000	0.325552	
722	0.263158	124	0.000000	154	0.707792	0.887879	722	0.263158	0.299000	0.325540	
714	0.301120	126	0.055556	160	0.743750	0.887879	714	0.301120	0.341000	0.325547	
739	0.316644	105	0.038095	156	0.846154	0.887879	739	0.316644	0.370000	0.325567	
734	0.352861	134	0.022388	132	0.719697	0.887879	734	0.352861	0.357000	0.325580	
713	0.288920	138	0.036232	149	0.771812	0.887879	713	0.288920	0.326000	0.325581	
764	0.294503	113	0.026549	123	0.780488	0.887879	764	0.294503	0.324000	0.325580	
715	0.302098	136	0.007353	149	0.738255	0.887879	715	0.302098	0.327000	0.325580	
733	0.305593	122	0.016393	145	0.668966	0.887879	733	0.305593	0.323000	0.325579	
710	0.311268	154	0.012987	136	0.757353	0.887879	710	0.311268	0.326000	0.325579	
716	0.247207	137	0.014599	147	0.693878	0.887879	716	0.247207	0.281000	0.325560	
723	0.325035	130	0.015385	147	0.734694	0.887879	723	0.325035	0.345000	0.325569	
713	0.311360	143	0.020979	144	0.736111	0.887879	713	0.311360	0.331000	0.325571	
709	0.283498	134	0.000000	157	0.726115	0.887879	709	0.283498	0.315000	0.325566	
733	0.272851	131	0.015267	136	0.683824	0.887879	733	0.272851	0.295000	0.325553	
740	0.344595	132	0.000000	128	0.765625	0.887879	740	0.344595	0.353000	0.325565	
728	0.236264	125	0.000000	147	0.768707	0.887879	728	0.236264	0.285000	0.325547	
697	0.308465	146	0.000000	157	0.783439	0.887879	697	0.308465	0.338000	0.325553	
721	0.316227	137	0.043796	142	0.697183	0.887879	721	0.316227	0.333000	0.325556	
700	0.305714	151	0.039735	149	0.704698	0.887879	700	0.305714	0.325000	0.325556	
652	0.240798	167	0.017964	181	0.734807	0.887879	652	0.240798	0.293000	0.325542	
653	0.267994	147	0.000000	200	0.775000	0.887879	653	0.267994	0.330000	0.325544	
632	0.238924	169	0.000000	199	0.723618	0.887879	632	0.238924	0.295000	0.325530	
640	0.209375	170	0.000000	190	0.805263	0.887879	640	0.209375	0.287000	0.325514	
613	0.215334	184	0.000000	203	0.758621	0.887879	613	0.215334	0.286000	0.325497	
630	0.260317	155	0.000000	215	0.772093	0.887879	630	0.260317	0.330000	0.325499	
639	0.244131	160	0.000000	201	0.736318	0.887879	639	0.244131	0.304000	0.325489	
638	0.217868	170	0.000000	192	0.744792	0.887879	638	0.217868	0.282000	0.325470	
645	0.241860	169	0.000000	186	0.704301	0.887879	645	0.241860	0.287000	0.325454	
641	0.241810	157	0.000000	202	0.772277	0.887879	641	0.241810	0.311000	0.325448	
647	0.245750	140	0.000000	213	0.779343	0.887879	647	0.245750	0.325000	0.325447	
637	0.221350	170	0.000000	193	0.746114	0.887879	637	0.221350	0.285000	0.325430	
639	0.239437	166	0.012048	195	0.728205	0.887879	639	0.239437	0.297000	0.325418	
652	0.190184	164	0.000000	184	0.793478	0.887879	652	0.190184	0.270000	0.325394	
645	0.347287	163	0.000000	192	0.744792	0.650693	645	0.347287	0.367000	0.325412	
638	0.368339	162	0.000000	200	0.765000	0.650693	638	0.368339	0.388000	0.325439	
666	0.376877	152	0.000000	182	0.829670	0.650693	666	0.376877	0.402000	0.325472	
644	0.371118	170	0.000000	186	0.768817	0.650693	644	0.371118	0.382000	0.325496	
661	0.405446	157	0.000000	182	0.703297	0.650693	661	0.405446	0.396000	0.325526	
608	0.136513	174	0.000000	218	0.766055	1.199529	608	0.136513	0.250000	0.325494	
630	0.201587	181	0.000000	189	0.772487	0.949290	630	0.201587	0.273000	0.325471	
629	0.217806	169	0.000000	202	0.782178	0.949290	629	0.217806	0.295000	0.325458	
636	0.209119	161	0.018634	203	0.788177	0.949290	636	0.209119	0.296000	0.325446	
739	0.301759	126	0.031746	135	0.681481	0.949290	739	0.301759	0.319000	0.325443	
726	0.301653	123	0.024390	151	0.708609	0.949290	726	0.301653	0.329000	0.325444	
699	0.276109	140	0.057143	161	0.683230	0.949290	699	0.276109	0.311000	0.325438	
745	0.302013	118	0.025424	137	0.642336	0.949290	745	0.302013	0.316000	0.325434	
696	0.235632	129	0.038760	175	0.674286	0.949290	696	0.235632	0.287000	0.325418	
722	0.301939	158	0.031646	120	0.658333	0.949290	722	0.301939	0.302000	0.325408	
720	0.302778	142	0.035211	138	0.673913	0.949290	720	0.302778	0.316000	0.325404	
709	0.280677	138	0.036232	153	0.673203	0.949290	709	0.280677	0.307000	0.325396	
709	0.289140	140	0.021429	151	0.629139	0.949290	709	0.289140	0.303000	0.325386	
691	0.293777	152	0.046053	157	0.668790	0.949290	691	0.293777	0.315000	0.325382	
735	0.281633	131	0.022901	134	0.649254	0.949290	735	0.281633	0.297000	0.325370	
724	0.314917	135	0.037037	141	0.744681	0.949290	724	0.314917	0.338000	0.325375	
715	0.269930	130	0.015385	155	0.735484	0.949290	715	0.269930	0.309000	0.325368	
723	0.240664	117	0.000000	160	0.743750	0.949290	723	0.240664	0.293000	0.325354	
735	0.246259	147	0.013605	118	0.711864	0.949290	735	0.246259	0.267000	0.325329	
735	0.247619	131	0.015267	134	0.679104	0.949290	735	0.247619	0.275000	0.325308	
725	0.275862	115	0.000000	160	0.781250	0.949290	725	0.275862	0.325000	0.325308	
747	0.262383	116	0.034483	137	0.700730	0.949290	747	0.262383	0.296000	0.325295	
693	0.294372	144	0.013889	163	0.736196	0.949290	693	0.294372	0.326000	0.325296	
722	0.235457	130	0.015385	148	0.817568	0.949290	722	0.235457	0.293000	0.325282	
727	0.269601	135	0.007407	138	0.666667	0.949290	727	0.269601	0.289000	0.325266	
721	0.257975	141	0.021277	138	0.702899	0.949290	721	0.257975	0.286000	0.325250	
732	0.265027	131	0.022901	137	0.781022	0.949290	732	0.265027	0.304000	0.325241	
726	0.301653	124	0.008065	150	0.806667	0.949290	726	0.301653	0.341000	0.325247	
710	0.321127	138	0.043478	152	0.710526	0.949290	710	0.321127	0.342000	0.325255	
705	0.299291	146	0.047945	149	0.677852	0.949290	705	0.299291	0.319000	0.325252	
751	0.292943	118	0.050847	131	0.702290	0.949290	751	0.292943	0.318000	0.325249	
709	0.287729	151	0.026490	140	0.685714	0.949290	709	0.287729	0.304000	0.325240	
734	0.298365	149	0.026846	117	0.743590	0.949290	734	0.298365	0.310000	0.325233	
724	0.324586	129	0.000000	147	0.700680	0.949290	724	0.324586	0.338000	0.325239	
731	0.317373	133	0.030075	136	0.683824	0.949290	731	0.317373	0.329000	0.325240	
716	0.305866	135	0.059259	149	0.651007	0.949290	716	0.305866	0.324000	0.325240	
734	0.329700	119	0.050420	147	0.673469	0.949290	734	0.329700	0.347000	0.325249	
719	0.293463	143	0.027972	138	0.673913	0.949290	719	0.293463	0.308000	0.325242	
715	0.377622	147	0.027211	138	0.818841	0.949290	715	0.377622	0.387000	0.325268	
732	0.344262	139	0.014388	129	0.728682	0.949290	732	0.344262	0.348000	0.325277	
701	0.330956	138	0.014493	161	0.770186	0.949290	701	0.330956	0.358000	0.325291	
704	0.292614	141	0.000000	155	0.722581	0.949290	704	0.292614	0.318000	0.325288	
735	0.295238	128	0.007812	137	0.802920	0.949290	735	0.295238	0.328000	0.325289	
719	0.271210	142	0.049296	139	0.719424	0.949290	719	0.271210	0.302000	0.325279	
695	0.290647	148	0.006757	157	0.783439	0.949290	695	0.290647	0.326000	0.325280	
717	0.280335	143	0.006993	140	0.814286	0.949290	717	0.280335	0.316000	0.325276	
709	0.260931	135	0.007407	156	0.705128	0.949290	709	0.260931	0.296000	0.325264	
716	0.272346	130	0.015385	154	0.727273	0.949290	716	0.272346	0.309000	0.325257	
704	0.255682	145	0.013793	151	0.735099	0.949290	704	0.255682	0.293000	0.325243	
709	0.235543	149	0.026846	142	0.683099	0.949290	709	0.235543	0.268000	0.325219	
