Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
198000	-461.399014	1	2	1	'1 0 1 1 1 1 1 Z 	D	0.648057	0.062922	0.648057	0.648057	0.648057	0.648057	0.648057	0.000000	0.247449	0.250023	0.249926	0.252601	0.251358	
199000	-461.427100	1	2	1	'1 0 1 1 1 1 1 Z 	D	0.658788	0.039644	0.658788	0.658788	0.658788	0.658788	0.658788	0.000000	0.247735	0.249980	0.250099	0.252185	0.361702	
200000	-463.138976	1	2	0	'1 0 1 1 1 1 1 0 	D	0.647120	0.007470	0.647120	0.647120	0.647120	0.647120	0.647120	0.007470	0.241460	0.249724	0.250736	0.258081	0.392192	
201000	-462.551204	1	2	1	'1 Z 1 1 1 1 1 0 	D	0.690586	0.000000	0.690586	0.690586	0.690586	0.690586	0.690586	0.030159	0.241186	0.249981	0.250118	0.258715	0.587853	
202000	-461.839977	1	2	0	'1 0 1 1 0 1 1 0 	D	0.673343	0.013471	0.673343	0.673343	0.013471	0.673343	0.673343	0.013471	0.250745	0.256061	0.232351	0.260843	0.162055	
203000	-462.810846	1	2	0	'1 0 1 1 1 1 1 0 	D	0.716378	0.011501	0.716378	0.716378	0.716378	0.716378	0.716378	0.011501	0.245452	0.249949	0.250125	0.254474	0.579982	
204000	-464.956984	1	2	2	'1 0 1 1 1 Z 1 Z 	D	0.897314	0.043306	0.897314	0.897314	0.897314	0.000000	0.897314	0.000000	0.251828	0.254878	0.235722	0.257572	0.419580	
205000	-464.345882	1	2	1	'1 Z 1 1 1 1 1 0 	D	0.486195	0.000000	0.486195	0.486195	0.486195	0.486195	0.486195	0.038296	0.211244	0.250650	0.247419	0.290687	0.193460	
206000	-462.589474	1	2	1	'1 Z 1 1 1 1 1 0 	D	0.569679	0.000000	0.569679	0.569679	0.569679	0.569679	0.569679	0.049196	0.229599	0.250237	0.249567	0.270597	0.491980	
207000	-463.425007	1	2	1	'1 0 1 1 Z 1 1 0 	D	0.768732	0.008004	0.768732	0.768732	0.000000	0.768732	0.768732	0.008004	0.249219	0.251735	0.244876	0.254170	0.816475	
208000	-463.332686	1	2	1	'1 0 1 1 1 1 1 Z 	D	0.623853	0.117389	0.623853	0.623853	0.623853	0.623853	0.623853	0.000000	0.246400	0.250060	0.249637	0.253902	0.290093	
209000	-463.962661	1	2	1	'1 Z 1 1 1 1 1 0 	D	0.619205	0.000000	0.619205	0.619205	0.619205	0.619205	0.619205	0.011737	0.232631	0.249246	0.251908	0.266215	0.268825	
210000	-462.561562	1	2	1	'1 Z 1 1 1 1 1 0 	D	0.694834	0.000000	0.694834	0.694834	0.694834	0.694834	0.694834	0.050366	0.242219	0.250050	0.250035	0.257696	0.566138	
211000	-462.686244	1	2	0	'1 0 1 1 1 1 1 0 	D	0.764216	0.024635	0.764216	0.764216	0.764216	0.764216	0.764216	0.024635	0.247280	0.249997	0.250002	0.252722	0.444945	
212000	-462.201713	1	2	1	'1 0 1 1 1 1 1 Z 	D	0.534556	0.044081	0.534556	0.534556	0.534556	0.534556	0.534556	0.000000	0.241637	0.250307	0.249528	0.258528	0.106170	
213000	-461.538266	1	2	1	'1 0 1 1 1 1 1 Z 	D	0.691398	0.052389	0.691398	0.691398	0.691398	0.691398	0.691398	0.000000	0.248385	0.249996	0.250012	0.251608	0.946047	
214000	-463.508782	1	2	2	'1 0 1 1 0 Z 1 Z 	D	0.683939	0.031718	0.683939	0.683939	0.031718	0.000000	0.683939	0.000000	0.284110	0.335189	0.000922	0.379778	0.703483	
215000	-462.970010	1	2	2	'1 0 1 1 1 Z 1 Z 	D	0.664264	0.057186	0.664264	0.664264	0.664264	0.000000	0.664264	0.000000	0.249606	0.275342	0.176144	0.298908	0.752882	
216000	-463.759049	1	2	1	'1 0 1 1 1 Z 1 0 	D	0.649548	0.032968	0.649548	0.649548	0.649548	0.000000	0.649548	0.032968	0.258971	0.272008	0.188140	0.280881	0.777109	
217000	-463.698235	1	2	1	'1 Z 1 1 0 1 1 0 	D	0.692833	0.000000	0.692833	0.692833	0.015219	0.692833	0.692833	0.015219	0.244552	0.251406	0.245897	0.258145	0.660651	
218000	-462.303219	1	2	1	'1 0 1 1 1 1 1 Z 	D	0.725208	0.080558	0.725208	0.725208	0.725208	0.725208	0.725208	0.000000	0.248828	0.249999	0.249969	0.251205	0.191141	
219000	-461.785279	1	2	1	'1 0 1 1 1 1 1 Z 	D	0.686836	0.034294	0.686836	0.686836	0.686836	0.686836	0.686836	0.000000	0.248300	0.249968	0.250122	0.251610	0.952154	
220000	-462.572591	1	2	1	'1 0 1 1 1 0 1 Z 	D	0.713093	0.020733	0.713093	0.713093	0.713093	0.020733	0.713093	0.000000	0.255287	0.262341	0.213541	0.268830	0.357826	
221000	-462.616179	1	2	0	'1 0 1 1 1 1 1 0 	D	0.683079	0.042752	0.683079	0.683079	0.683079	0.683079	0.683079	0.042752	0.245340	0.250030	0.249903	0.254727	0.381495	
222000	-461.886307	1	2	1	'1 0 1 1 1 1 1 Z 	D	0.724401	0.054320	0.724401	0.724401	0.724401	0.724401	0.724401	0.000000	0.248845	0.249994	0.250009	0.251152	0.737710	
223000	-462.725710	1	2	1	'1 Z 1 1 1 1 1 0 	D	0.555798	0.000000	0.555798	0.555798	0.555798	0.555798	0.555798	0.026161	0.224622	0.249777	0.250201	0.275400	0.569667	
224000	-462.360051	1	2	2	'1 0 1 1 1 Z 1 Z 	D	0.649536	0.020370	0.649536	0.649536	0.649536	0.000000	0.649536	0.000000	0.258104	0.271010	0.187930	0.282956	0.758724	
225000	-462.131069	1	2	0	'1 0 1 1 1 1 1 0 	D	0.696437	0.014704	0.696437	0.696437	0.696437	0.696437	0.696437	0.014704	0.244771	0.249962	0.250082	0.255185	0.519012	
226000	-463.287314	1	2	1	'1 0 1 1 1 1 1 Z 	D	0.552793	0.098042	0.552793	0.552793	0.552793	0.552793	0.552793	0.000000	0.242633	0.250338	0.248871	0.258158	0.128965	
227000	-461.371096	1	2	1	'1 0 1 1 1 1 1 Z 	D	0.661760	0.057410	0.661760	0.661760	0.661760	0.661760	0.661760	0.000000	0.247799	0.250009	0.249974	0.252218	0.668437	
228000	-462.540235	1	2	2	'1 0 1 1 1 Z 1 Z 	D	0.694856	0.047664	0.694856	0.694856	0.694856	0.000000	0.694856	0.000000	0.252688	0.270087	0.191379	0.285846	0.486519	
229000	-463.227722	1	2	0	'1 0 1 1 1 1 1 0 	D	0.506688	0.028569	0.506688	0.506688	0.506688	0.506688	0.506688	0.028569	0.228020	0.250755	0.247622	0.273603	0.208585	
230000	-461.992906	1	2	1	'1 0 1 1 1 1 1 Z 	D	0.545247	0.049599	0.545247	0.545247	0.545247	0.545247	0.545247	0.000000	0.242519	0.250279	0.249486	0.257716	0.305143	
231000	-464.239867	1	2	1	'1 0 1 1 0 Z 1 0 	D	0.585991	0.016601	0.585991	0.585991	0.016601	0.000000	0.585991	0.016601	0.312893	0.338140	0.000298	0.348669	0.558766	
