Options:
Model:                           Discrete: Dependent
Tree File Name:                  tutorial_tree.nex
Data File Name:                  tutorial_edited_traits_load.tsv
Log File Name:                   tutorial_bayestraits_output_log_dep_load.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1269315673
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      5000000
Burn in:                         1000000
MCMC ML Start:                   False
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Load Model:                      tutorial_bayestraits_output_model_dep.bin
Estimating values for taxa and Sites
	t100                
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Prior Information:
    Prior Categories:            100
    Priors
        q12 - Hyper Prior exp (0.00,1.00) 
        q13 - Hyper Prior exp (0.00,1.00) 
        q21 - Hyper Prior exp (0.00,1.00) 
        q24 - Hyper Prior exp (0.00,1.00) 
        q31 - Hyper Prior exp (0.00,1.00) 
        q34 - Hyper Prior exp (0.00,1.00) 
        q42 - Hyper Prior exp (0.00,1.00) 
        q43 - Hyper Prior exp (0.00,1.00) 
Tree Information
     Trees:                      1
     Taxa:                       500
     Sites:                      1
     States:                     4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Model No	q12	q13	q21	q24	q31	q34	q42	q43	Est t100 - 2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	q12 - Mean	q13 - Mean	q21 - Mean	q24 - Mean	q31 - Mean	q34 - Mean	q42 - Mean	q43 - Mean	
4271000	-470.191671	1	1200	0.497241	0.000000	0.497241	0.497241	0.497241	0.497241	0.497241	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.297648	0.102531	0.988049	0.714303	0.788480	0.745479	0.330720	0.357305	
4272000	-470.185283	1	1942	0.499374	0.000000	0.499374	0.499374	0.499374	0.499374	0.499374	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.550013	0.489125	0.716364	0.905361	0.686420	0.386256	0.577555	0.102941	
4273000	-467.054826	1	3365	0.595871	0.000000	0.595871	0.595871	0.380182	0.380182	0.595871	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.909450	0.344661	0.711827	0.282450	0.181502	0.033005	0.690835	0.829904	
4274000	-471.369752	1	251	0.446586	0.000000	0.597072	0.597072	0.597072	0.446586	0.597072	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.356418	0.427075	0.412855	0.450607	0.913718	0.364188	0.020982	0.307295	
4275000	-470.446921	1	624	0.471124	0.000000	0.471124	0.471124	0.471124	0.471124	0.471124	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.969105	0.158305	0.511618	0.430687	0.817828	0.753035	0.627499	0.808436	
4276000	-470.179998	1	2268	0.502180	0.000000	0.502180	0.502180	0.502180	0.502180	0.502180	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.412776	0.728356	0.957821	0.800601	0.626770	0.648079	0.610853	0.009085	
4277000	-477.832952	1	212	0.506684	0.000000	0.506684	0.506684	0.506684	0.506684	0.506684	0.000000	0	0.000001	0.000001	0.999997	0.000001	0.430071	0.340687	0.052513	0.640965	0.147865	0.731834	0.539700	0.299312	
4278000	-467.233699	1	3103	0.578396	0.000000	0.578396	0.578396	0.397331	0.397331	0.578396	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.893085	0.137779	0.047710	0.245099	0.244898	0.598441	0.444116	0.496619	
4279000	-470.213023	1	2111	0.517853	0.000000	0.517853	0.517853	0.517853	0.517853	0.517853	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.404493	0.994587	0.323451	0.872732	0.778270	0.690209	0.661203	0.487754	
4280000	-470.814971	1	3230	0.453793	0.000000	0.453793	0.453793	0.453793	0.453793	0.453793	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.703737	0.494621	0.619894	0.007967	0.647535	0.943854	0.744258	0.793552	
4281000	-470.463323	1	3318	0.470141	0.000000	0.470141	0.470141	0.470141	0.470141	0.470141	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.242485	0.169173	0.100160	0.836324	0.163943	0.250396	0.872433	0.827543	
4282000	-470.353735	1	1344	0.534272	0.000000	0.534272	0.534272	0.534272	0.534272	0.534272	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.263281	0.285164	0.635503	0.308498	0.283329	0.823868	0.505098	0.815278	
4283000	-470.212671	1	821	0.517787	0.000000	0.517787	0.517787	0.517787	0.517787	0.517787	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.782400	0.898943	0.111466	0.548884	0.216839	0.578086	0.352812	0.073915	
4284000	-471.214426	1	693	0.440607	0.000000	0.440607	0.440607	0.440607	0.440607	0.440607	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.242399	0.921692	0.310901	0.996820	0.265823	0.710538	0.390344	0.454452	
4285000	-470.222128	1	2124	0.491041	0.000000	0.491041	0.491041	0.491041	0.491041	0.491041	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.526978	0.107455	0.990261	0.971647	0.002921	0.557692	0.697153	0.755893	
4286000	-470.336788	1	2422	0.532785	0.000000	0.532785	0.532785	0.532785	0.532785	0.532785	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.035253	0.101291	0.686632	0.148834	0.386824	0.849879	0.845313	0.687129	
4287000	-467.019451	1	3520	0.609091	0.000000	0.609091	0.609091	0.350761	0.350761	0.609091	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.599746	0.050549	0.386162	0.262391	0.785280	0.062198	0.299032	0.038600	
4288000	-470.301572	1	3956	0.529432	0.000000	0.529432	0.529432	0.529432	0.529432	0.529432	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.481657	0.852805	0.204920	0.132652	0.474773	0.147111	0.592099	0.269322	
4289000	-470.406397	1	2184	0.473701	0.000000	0.473701	0.473701	0.473701	0.473701	0.473701	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.159606	0.421376	0.682381	0.201618	0.399305	0.528794	0.306193	0.005456	
4290000	-470.353307	1	1117	0.534235	0.000000	0.534235	0.534235	0.534235	0.534235	0.534235	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.036335	0.887864	0.783645	0.178510	0.160153	0.895260	0.593434	0.708237	
4291000	-470.738290	1	3306	0.558477	0.000000	0.558477	0.558477	0.558477	0.558477	0.558477	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.598657	0.510217	0.101178	0.958705	0.073356	0.691607	0.256883	0.837455	
4292000	-470.183490	1	3121	0.509996	0.000000	0.509996	0.509996	0.509996	0.509996	0.509996	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.044620	0.389487	0.128341	0.464101	0.294157	0.584244	0.805144	0.233886	
4293000	-470.040127	1	1527	0.534562	0.000000	0.559397	0.559397	0.534562	0.534562	0.559397	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.534854	0.198038	0.952470	0.750884	0.729356	0.280147	0.670559	0.222933	
4294000	-470.178414	1	2287	0.504059	0.000000	0.504059	0.504059	0.504059	0.504059	0.504059	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.474150	0.636454	0.102739	0.823048	0.030523	0.445768	0.309673	0.977940	
4295000	-470.184502	1	3724	0.510451	0.000000	0.510451	0.510451	0.510451	0.510451	0.510451	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.673759	0.880279	0.455969	0.055284	0.337356	0.179990	0.099071	0.149815	
4296000	-472.025232	1	2157	0.606420	0.000000	0.606420	0.606420	0.606420	0.606420	0.606420	0.000000	1	0.000002	0.000001	0.999995	0.000002	0.046768	0.283501	0.340223	0.655736	0.609894	0.160397	0.125251	0.867046	
4297000	-470.182001	1	2173	0.500884	0.000000	0.500884	0.500884	0.500884	0.500884	0.500884	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.804455	0.126008	0.768790	0.095572	0.299776	0.428669	0.791943	0.241876	
4298000	-467.019451	1	3520	0.609091	0.000000	0.609091	0.609091	0.350761	0.350761	0.609091	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.424769	0.896113	0.016587	0.289460	0.862846	0.620888	0.938183	0.590847	
4299000	-467.707125	1	2851	0.536908	0.000000	0.536908	0.536908	0.326627	0.326627	0.536908	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.290284	0.814279	0.373635	0.946859	0.802078	0.555843	0.163642	0.746155	
4300000	-470.198993	1	1203	0.495367	0.000000	0.495367	0.495367	0.495367	0.495367	0.495367	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.344409	0.757974	0.335198	0.380715	0.633106	0.699837	0.016816	0.854960	
4301000	-470.257382	1	3523	0.524487	0.000000	0.524487	0.524487	0.524487	0.524487	0.524487	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.190693	0.662985	0.241326	0.938420	0.404430	0.612623	0.340924	0.182517	
4302000	-470.496009	1	185	0.468268	0.000000	0.468268	0.468268	0.468268	0.468268	0.468268	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.749723	0.827221	0.274094	0.298608	0.680331	0.279895	0.763811	0.480180	
4303000	-470.178371	1	1599	0.504166	0.000000	0.504166	0.504166	0.504166	0.504166	0.504166	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.862531	0.049302	0.507172	0.316232	0.781525	0.787356	0.066492	0.638281	
4304000	-467.019451	1	3520	0.609091	0.000000	0.609091	0.609091	0.350761	0.350761	0.609091	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.496042	0.591532	0.338505	0.845002	0.293008	0.821844	0.881331	0.572818	
4305000	-467.094939	1	3464	0.588572	0.000000	0.588572	0.588572	0.342298	0.342298	0.588572	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.013014	0.341917	0.699185	0.622679	0.116708	0.299493	0.677791	0.458002	
4306000	-470.178544	1	1194	0.506297	0.000000	0.506297	0.506297	0.506297	0.506297	0.506297	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.029204	0.009226	0.610644	0.972891	0.746637	0.587793	0.819143	0.775692	
4307000	-470.462073	1	3811	0.542510	0.000000	0.542510	0.542510	0.542510	0.542510	0.542510	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.818671	0.459194	0.098372	0.570431	0.296976	0.831173	0.307104	0.655374	
4308000	-470.365337	1	1518	0.535251	0.000000	0.535251	0.535251	0.535251	0.535251	0.535251	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.250501	0.436436	0.279899	0.182883	0.392609	0.536257	0.536080	0.334870	
4309000	-470.404713	1	2880	0.538379	0.000000	0.538379	0.538379	0.538379	0.538379	0.538379	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.026308	0.125398	0.463550	0.344145	0.288185	0.972692	0.641975	0.388537	
4310000	-470.214286	1	270	0.518086	0.000000	0.518086	0.518086	0.518086	0.518086	0.518086	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.125798	0.726053	0.094640	0.629113	0.306451	0.450810	0.883023	0.518184	
4311000	-470.579594	1	3976	0.549913	0.000000	0.549913	0.549913	0.549913	0.549913	0.549913	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.085023	0.885992	0.722387	0.498974	0.894632	0.428669	0.635325	0.316690	
4312000	-470.180795	1	1213	0.501605	0.000000	0.501605	0.501605	0.501605	0.501605	0.501605	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.183757	0.990965	0.435012	0.754496	0.501877	0.900344	0.353091	0.539240	
4313000	-470.637098	1	3477	0.461187	0.000000	0.461187	0.461187	0.461187	0.461187	0.461187	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.765721	0.191832	0.655530	0.296476	0.232717	0.479187	0.135978	0.470189	
4314000	-470.511292	1	3519	0.467428	0.000000	0.467428	0.467428	0.467428	0.467428	0.467428	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.997025	0.186690	0.841168	0.742463	0.970196	0.555757	0.517311	0.946538	
4315000	-470.249943	1	3035	0.487219	0.000000	0.487219	0.487219	0.487219	0.487219	0.487219	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.440615	0.736522	0.918361	0.499281	0.670116	0.905769	0.069442	0.255640	
4316000	-470.451837	1	2714	0.470826	0.000000	0.470826	0.470826	0.470826	0.470826	0.470826	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.036092	0.351240	0.201900	0.983718	0.790542	0.888735	0.287204	0.635996	
4317000	-470.215314	1	3820	0.518273	0.000000	0.518273	0.518273	0.518273	0.518273	0.518273	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.464395	0.884692	0.208961	0.098094	0.753686	0.800695	0.772330	0.921989	
4318000	-470.569208	1	307	0.464420	0.000000	0.464420	0.464420	0.464420	0.464420	0.464420	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.464771	0.717337	0.924911	0.098908	0.781526	0.170974	0.250892	0.125860	
4319000	-470.577116	1	1700	0.549768	0.000000	0.549768	0.549768	0.549768	0.549768	0.549768	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.180266	0.501453	0.857185	0.077402	0.380767	0.880202	0.635372	0.888104	
4320000	-470.299359	1	2308	0.529207	0.000000	0.529207	0.529207	0.529207	0.529207	0.529207	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.562920	0.643115	0.240801	0.470727	0.603122	0.464838	0.818188	0.856687	
4321000	-470.261364	1	3620	0.485880	0.000000	0.485880	0.485880	0.485880	0.485880	0.485880	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.825864	0.443215	0.962021	0.681736	0.863468	0.867437	0.431444	0.267169	
4322000	-470.249430	1	563	0.487282	0.000000	0.487282	0.487282	0.487282	0.487282	0.487282	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.082701	0.626911	0.119006	0.029435	0.527390	0.756781	0.313822	0.816850	
4323000	-470.252119	1	1643	0.486956	0.000000	0.486956	0.486956	0.486956	0.486956	0.486956	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.415974	0.663969	0.609172	0.457401	0.320730	0.031058	0.842880	0.006708	
4324000	-470.182417	1	2517	0.500663	0.000000	0.500663	0.500663	0.500663	0.500663	0.500663	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.063636	0.235063	0.095701	0.729881	0.953233	0.935898	0.663112	0.930092	
4325000	-470.178749	1	2630	0.506630	0.000000	0.506630	0.506630	0.506630	0.506630	0.506630	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.672087	0.607018	0.328164	0.724518	0.923678	0.646162	0.427619	0.557581	
4326000	-467.591533	1	2054	0.536462	0.000000	0.536462	0.536462	0.341050	0.341050	0.536462	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.723114	0.461110	0.118983	0.555218	0.968877	0.625837	0.854545	0.927856	
4327000	-470.219316	1	3041	0.518978	0.000000	0.518978	0.518978	0.518978	0.518978	0.518978	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.728885	0.109307	0.160889	0.902826	0.396295	0.312696	0.645036	0.081780	
4328000	-470.377922	1	616	0.475661	0.000000	0.475661	0.475661	0.475661	0.475661	0.475661	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.383371	0.461477	0.826882	0.704646	0.709238	0.021426	0.849135	0.190688	
4329000	-470.742154	1	3408	0.558671	0.000000	0.558671	0.558671	0.558671	0.558671	0.558671	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.665115	0.167417	0.972586	0.720989	0.200595	0.953083	0.561908	0.872536	
4330000	-470.185509	1	2099	0.499284	0.000000	0.499284	0.499284	0.499284	0.499284	0.499284	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.383481	0.744144	0.760013	0.787395	0.280998	0.660767	0.099446	0.461070	
4331000	-472.164914	1	2871	0.610570	0.000000	0.610570	0.610570	0.610570	0.610570	0.610570	0.000000	1	0.000002	0.000002	0.999995	0.000002	0.620038	0.372531	0.189313	0.379163	0.369916	0.117450	0.381243	0.007583	
4332000	-470.180632	1	2472	0.508395	0.000000	0.508395	0.508395	0.508395	0.508395	0.508395	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.035369	0.019454	0.301644	0.337473	0.346835	0.408953	0.295188	0.051618	
4333000	-470.213023	1	2111	0.517853	0.000000	0.517853	0.517853	0.517853	0.517853	0.517853	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.378532	0.616025	0.756694	0.234876	0.811949	0.405275	0.407117	0.398364	
4334000	-468.418731	1	663	0.379924	0.000000	0.379924	0.641264	0.379924	0.379924	0.641264	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.842167	0.883269	0.310958	0.015724	0.749961	0.834406	0.942708	0.700314	
4335000	-470.193877	1	679	0.496631	0.000000	0.496631	0.496631	0.496631	0.496631	0.496631	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.649141	0.246862	0.248972	0.944044	0.491410	0.021162	0.058693	0.453484	
4336000	-470.828107	1	40	0.453296	0.000000	0.453296	0.453296	0.453296	0.453296	0.453296	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.569660	0.304413	0.990659	0.326439	0.308234	0.893685	0.943657	0.873044	
4337000	-470.364333	1	1881	0.476649	0.000000	0.476649	0.476649	0.476649	0.476649	0.476649	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.129947	0.833397	0.594987	0.489020	0.004551	0.698693	0.647592	0.800103	
4338000	-470.178252	1	3136	0.505518	0.000000	0.505518	0.505518	0.505518	0.505518	0.505518	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.777457	0.525355	0.581124	0.686922	0.650810	0.739072	0.586729	0.457270	
4339000	-470.388293	1	3008	0.474931	0.000000	0.474931	0.474931	0.474931	0.474931	0.474931	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.823302	0.584617	0.316749	0.251955	0.126298	0.224182	0.510957	0.590332	
4340000	-471.778371	1	1759	0.598761	0.000000	0.598761	0.598761	0.598761	0.598761	0.598761	0.000000	1	0.000001	0.000001	0.999995	0.000002	0.378169	0.265113	0.265742	0.640837	0.699258	0.126421	0.054177	0.873313	
4341000	-471.065108	1	44	0.445131	0.000000	0.445131	0.445131	0.445131	0.445131	0.445131	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.907467	0.613108	0.436185	0.138089	0.648447	0.703617	0.123091	0.790344	
4342000	-470.271681	1	1636	0.484749	0.000000	0.484749	0.484749	0.484749	0.484749	0.484749	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.126304	0.181993	0.761645	0.056043	0.340060	0.067218	0.505477	0.282226	
4343000	-470.341026	1	2594	0.478436	0.000000	0.478436	0.478436	0.478436	0.478436	0.478436	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.238210	0.381008	0.794846	0.514948	0.924548	0.908309	0.565073	0.717898	
4344000	-470.397228	1	1670	0.537805	0.000000	0.537805	0.537805	0.537805	0.537805	0.537805	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.942632	0.433645	0.424529	0.787922	0.790017	0.960677	0.977526	0.007448	
4345000	-471.047237	1	2862	0.572477	0.000000	0.572477	0.572477	0.572477	0.572477	0.572477	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.044237	0.102459	0.833018	0.721393	0.317153	0.635706	0.294832	0.577907	
4346000	-467.724818	1	1351	0.426429	0.000000	0.426429	0.740784	0.426429	0.426429	0.740784	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.038673	0.604062	0.359887	0.397632	0.015865	0.490107	0.013714	0.059141	
4347000	-470.211295	1	3870	0.517527	0.000000	0.517527	0.517527	0.517527	0.517527	0.517527	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.303575	0.408915	0.350495	0.388991	0.341705	0.427423	0.906635	0.632259	
4348000	-470.223015	1	845	0.519601	0.000000	0.519601	0.519601	0.519601	0.519601	0.519601	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.558640	0.962351	0.206461	0.215817	0.519980	0.102871	0.816235	0.538477	
4349000	-470.219781	1	3453	0.519058	0.000000	0.519058	0.519058	0.519058	0.519058	0.519058	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.746902	0.900019	0.692612	0.321614	0.032111	0.603096	0.087232	0.722470	
4350000	-470.240511	1	2246	0.488412	0.000000	0.488412	0.488412	0.488412	0.488412	0.488412	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.680124	0.228626	0.507305	0.129656	0.845812	0.955644	0.543009	0.913418	
4351000	-470.547239	1	3862	0.465530	0.000000	0.465530	0.465530	0.465530	0.465530	0.465530	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.076774	0.407626	0.877186	0.282197	0.437551	0.142912	0.249157	0.440233	
4352000	-470.987626	1	1735	0.569972	0.000000	0.569972	0.569972	0.569972	0.569972	0.569972	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.733416	0.732507	0.467201	0.773279	0.535543	0.282339	0.664076	0.055051	
4353000	-470.279979	1	1589	0.527145	0.000000	0.527145	0.527145	0.527145	0.527145	0.527145	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.528943	0.143308	0.873066	0.815866	0.562407	0.017150	0.286436	0.282352	
4354000	-470.252119	1	1643	0.486956	0.000000	0.486956	0.486956	0.486956	0.486956	0.486956	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.367476	0.697882	0.234893	0.634521	0.672260	0.522323	0.561868	0.135398	
4355000	-470.285319	1	1126	0.483351	0.000000	0.483351	0.483351	0.483351	0.483351	0.483351	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.605318	0.340116	0.796123	0.370139	0.125635	0.719063	0.757039	0.559951	
4356000	-470.842807	1	1675	0.452745	0.000000	0.452745	0.452745	0.452745	0.452745	0.452745	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.113733	0.804361	0.202029	0.822671	0.103001	0.913244	0.152067	0.989214	
4357000	-470.240152	1	355	0.522203	0.000000	0.522203	0.522203	0.522203	0.522203	0.522203	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.028036	0.124019	0.527190	0.632320	0.219504	0.345096	0.883843	0.259695	
4358000	-470.195828	1	2661	0.496127	0.000000	0.496127	0.496127	0.496127	0.496127	0.496127	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.230355	0.668010	0.042874	0.008473	0.510868	0.571675	0.887467	0.939157	
4359000	-470.233065	1	519	0.521176	0.000000	0.521176	0.521176	0.521176	0.521176	0.521176	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.093250	0.038830	0.663380	0.292483	0.805957	0.299027	0.887115	0.416107	
4360000	-470.178406	1	936	0.504080	0.000000	0.504080	0.504080	0.504080	0.504080	0.504080	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.718528	0.065195	0.080086	0.797447	0.437042	0.276789	0.673778	0.553278	
4361000	-470.304114	1	1834	0.529688	0.000000	0.529688	0.529688	0.529688	0.529688	0.529688	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.197425	0.068842	0.169460	0.008080	0.404299	0.650840	0.651831	0.870800	
4362000	-470.624803	1	3858	0.461752	0.000000	0.461752	0.461752	0.461752	0.461752	0.461752	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.670444	0.787651	0.832902	0.561670	0.218275	0.325020	0.913309	0.844982	
4363000	-468.017188	1	18	0.608121	0.000000	0.608121	0.608121	0.268124	0.608121	0.608121	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.771099	0.065420	0.035054	0.763105	0.405851	0.381229	0.765227	0.489542	
4364000	-470.879516	1	828	0.565214	0.000000	0.565214	0.565214	0.565214	0.565214	0.565214	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.117438	0.002524	0.253893	0.418920	0.957549	0.869535	0.814361	0.161363	
4365000	-470.367058	1	1217	0.476448	0.000000	0.476448	0.476448	0.476448	0.476448	0.476448	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.470210	0.762665	0.892627	0.212855	0.417015	0.100753	0.589704	0.067306	
4366000	-467.126940	1	228	0.648197	0.000000	0.648197	0.648197	0.367472	0.367472	0.648197	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.728405	0.969101	0.027721	0.590636	0.968342	0.513337	0.221102	0.782250	
4367000	-471.208156	1	1996	0.440790	0.000000	0.440790	0.440790	0.440790	0.440790	0.440790	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.270034	0.391926	0.326559	0.887078	0.101142	0.670884	0.616796	0.757280	
4368000	-470.182339	1	3468	0.509421	0.000000	0.509421	0.509421	0.509421	0.509421	0.509421	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.402660	0.795331	0.674159	0.086852	0.512807	0.639345	0.633597	0.143834	
4369000	-470.191646	1	3773	0.497248	0.000000	0.497248	0.497248	0.497248	0.497248	0.497248	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.326471	0.357165	0.625572	0.277866	0.306290	0.739703	0.414920	0.178428	
4370000	-470.178945	1	3174	0.503201	0.000000	0.503201	0.503201	0.503201	0.503201	0.503201	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.341597	0.348478	0.225261	0.575087	0.406825	0.383993	0.648044	0.118827	
4371000	-470.188804	1	1987	0.512071	0.000000	0.512071	0.512071	0.512071	0.512071	0.512071	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.400333	0.873483	0.409989	0.816134	0.882101	0.777240	0.831402	0.798364	
4372000	-467.126940	1	228	0.648197	0.000000	0.648197	0.648197	0.367472	0.367472	0.648197	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.771749	0.366585	0.517135	0.055250	0.796874	0.097392	0.780334	0.441248	
4373000	-470.873140	1	3213	0.451630	0.000000	0.451630	0.451630	0.451630	0.451630	0.451630	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.789622	0.636327	0.264189	0.993782	0.463502	0.333494	0.231194	0.805951	
4374000	-470.431276	1	81	0.472093	0.000000	0.472093	0.472093	0.472093	0.472093	0.472093	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.687740	0.629987	0.924177	0.466629	0.950296	0.263733	0.362933	0.172588	
