Iteration	Lh	Tree No	Model No	alpha1	beta1	alpha2	beta2	Est t100 - 2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	alpha1 - Mean	beta1 - Mean	alpha2 - Mean	beta2 - Mean	
1173000	-511.915066	1	1928	0.291595	0.551418	0.551418	0.291595	0	0.248645	0.249627	0.250370	0.251358	0.884299	0.524153	0.523842	0.333004	
1174000	-511.361274	1	784	0.249809	0.473033	0.473033	0.249809	0	0.245969	0.250003	0.249964	0.254064	0.502431	0.931467	0.843304	0.247843	
1175000	-511.316871	1	3680	0.257834	0.486183	0.486183	0.257834	0	0.246677	0.250074	0.249904	0.253345	0.712091	0.937362	0.315772	0.739411	
1176000	-511.703621	1	394	0.256137	0.522962	0.522962	0.256137	0	0.247453	0.246101	0.253917	0.252529	0.490138	0.209975	0.930075	0.091557	
1177000	-511.746670	1	443	0.246743	0.509568	0.509568	0.246743	0	0.246826	0.244830	0.255204	0.253140	0.842045	0.320144	0.095118	0.037760	
1178000	-511.437101	1	812	0.246829	0.485588	0.485588	0.246829	0	0.246201	0.247350	0.252635	0.253814	0.846893	0.035504	0.766955	0.605646	
1179000	-511.810171	1	985	0.238683	0.432293	0.432293	0.238683	0	0.243782	0.255532	0.244452	0.256234	0.665993	0.246312	0.528908	0.699674	
1180000	-511.872733	1	1283	0.240703	0.429130	0.429130	0.240703	0	0.243772	0.257237	0.242790	0.256201	0.523892	0.916120	0.967347	0.519880	
1181000	-511.348625	1	1015	0.265363	0.501670	0.501670	0.265363	0	0.247296	0.249777	0.250209	0.252719	0.784246	0.661107	0.931796	0.521691	
1182000	-511.671093	1	1674	0.250940	0.443243	0.443243	0.250940	0	0.244993	0.256451	0.243582	0.254974	0.603845	0.381865	0.673376	0.751729	
1183000	-511.600319	1	164	0.282376	0.527708	0.527708	0.282376	0	0.248180	0.250065	0.249928	0.251826	0.748066	0.244787	0.727543	0.039016	
1184000	-512.091699	1	3249	0.301728	0.542450	0.542450	0.301728	0	0.248684	0.250983	0.249015	0.251317	0.003541	0.027784	0.482569	0.531461	
1185000	-512.079582	1	219	0.285603	0.564468	0.564468	0.285603	0	0.248704	0.248464	0.251537	0.251295	0.218202	0.368785	0.286025	0.222976	
1186000	-511.375368	1	1597	0.248280	0.475826	0.475826	0.248280	0	0.245982	0.249138	0.250831	0.254049	0.502809	0.653394	0.634619	0.269570	
1187000	-511.568965	1	2034	0.281622	0.506010	0.506010	0.281622	0	0.247807	0.251845	0.248152	0.252196	0.629889	0.125884	0.945767	0.081902	
1188000	-511.887782	1	848	0.228713	0.466302	0.466302	0.228713	0	0.244483	0.243688	0.256331	0.255498	0.085398	0.699044	0.730732	0.002275	
1189000	-511.433585	1	3290	0.273307	0.513458	0.513458	0.273307	0	0.247746	0.249972	0.250018	0.252264	0.682624	0.251328	0.985498	0.613239	
1190000	-511.639604	1	303	0.239164	0.443639	0.443639	0.239164	0	0.244316	0.252593	0.247355	0.255735	0.325650	0.777379	0.830134	0.726028	
1191000	-511.891302	1	3645	0.295313	0.528826	0.528826	0.295313	0	0.248424	0.251347	0.248652	0.251577	0.536285	0.373502	0.084067	0.213384	
1192000	-513.063206	1	3640	0.263979	0.497243	0.497243	0.263979	1	0.247155	0.249999	0.249984	0.252862	0.588177	0.061645	0.584929	0.951352	
1193000	-511.381608	1	3706	0.270524	0.503230	0.503230	0.270524	0	0.247477	0.250516	0.249472	0.252535	0.532919	0.364031	0.111257	0.427954	
1194000	-511.393192	1	3703	0.251078	0.490798	0.490798	0.251078	0	0.246531	0.247859	0.252126	0.253484	0.249172	0.897200	0.142565	0.403301	
1195000	-513.159373	1	2008	0.276853	0.512984	0.512984	0.276853	1	0.247821	0.250535	0.249456	0.252188	0.738532	0.126659	0.643146	0.246625	
1196000	-511.736562	1	2153	0.231670	0.460680	0.460680	0.231670	0	0.244485	0.245945	0.254026	0.255544	0.793952	0.885727	0.345681	0.695615	
1197000	-513.235400	1	3007	0.322733	0.528320	0.528320	0.322733	0	0.248790	0.253205	0.246813	0.251193	0.280931	0.556065	0.916192	0.079595	
1198000	-511.638333	1	1223	0.280128	0.491025	0.491025	0.280128	0	0.247480	0.253367	0.246643	0.252510	0.995858	0.298212	0.389404	0.061820	
1199000	-511.797474	1	456	0.271895	0.544173	0.544173	0.271895	0	0.248214	0.247660	0.252344	0.251781	0.972758	0.334797	0.710915	0.824854	
1200000	-511.559238	1	3501	0.278041	0.527985	0.527985	0.278041	0	0.248097	0.249494	0.250499	0.251909	0.828751	0.212147	0.560549	0.146464	
1201000	-511.356254	1	2196	0.268016	0.496947	0.496947	0.268016	0	0.247273	0.250775	0.249211	0.252741	0.098461	0.916430	0.199201	0.528816	
1202000	-511.425788	1	3264	0.244918	0.475352	0.475352	0.244918	0	0.245803	0.248222	0.251748	0.254227	0.880284	0.036842	0.554547	0.783124	
1203000	-511.671892	1	126	0.241429	0.440187	0.440187	0.241429	0	0.244317	0.254292	0.245680	0.255711	0.909146	0.137073	0.693779	0.679624	
1204000	-511.445870	1	2047	0.265820	0.474871	0.474871	0.265820	0	0.246669	0.253396	0.246605	0.253331	0.473277	0.664235	0.629675	0.577386	
1205000	-511.629766	1	1936	0.242967	0.494105	0.494105	0.242967	0	0.246259	0.245201	0.254817	0.253722	0.979642	0.571403	0.442232	0.636591	
1206000	-513.449382	1	595	0.235189	0.463682	0.463682	0.235189	1	0.244840	0.246813	0.253154	0.255193	0.506700	0.203657	0.682269	0.251425	
1207000	-511.343048	1	2202	0.265118	0.500071	0.500071	0.265118	0	0.247254	0.249902	0.250083	0.252761	0.635438	0.763674	0.905504	0.545608	
1208000	-512.550396	1	1324	0.227415	0.500145	0.500145	0.227415	0	0.245568	0.239072	0.261133	0.254227	0.222492	0.549800	0.946670	0.136681	
1209000	-511.414534	1	1452	0.247349	0.462869	0.462869	0.247349	0	0.245521	0.251078	0.248884	0.254517	0.493122	0.492598	0.257454	0.368301	
1210000	-511.349267	1	1582	0.261565	0.479371	0.479371	0.261565	0	0.246636	0.251846	0.248138	0.253379	0.653955	0.848202	0.493332	0.947282	
1211000	-511.485683	1	3186	0.241939	0.474642	0.474642	0.241939	0	0.245624	0.247392	0.252583	0.254401	0.350885	0.413764	0.032194	0.751979	
1212000	-511.596904	1	2748	0.236904	0.453109	0.453109	0.236904	0	0.244552	0.249547	0.250393	0.255508	0.541672	0.877177	0.454392	0.704017	
1213000	-511.853288	1	3423	0.245140	0.511868	0.511868	0.245140	0	0.246816	0.244208	0.255840	0.253136	0.500462	0.405844	0.236621	0.439849	
1214000	-512.141135	1	2627	0.292762	0.491717	0.491717	0.292762	0	0.247788	0.254737	0.245298	0.252177	0.000239	0.555434	0.050614	0.682249	
1215000	-511.595450	1	2178	0.251443	0.447765	0.447765	0.251443	0	0.245193	0.255468	0.244546	0.254793	0.468309	0.584390	0.911125	0.852204	
1216000	-511.964442	1	398	0.291009	0.497716	0.497716	0.291009	0	0.247862	0.253831	0.246189	0.252118	0.283184	0.828271	0.602257	0.625222	
1217000	-511.439304	1	1092	0.266270	0.515697	0.515697	0.266270	0	0.247606	0.248625	0.251368	0.252402	0.717841	0.466328	0.462041	0.102380	
1218000	-511.643766	1	2012	0.248125	0.443081	0.443081	0.248125	0	0.244835	0.255686	0.244325	0.255154	0.417820	0.943155	0.838450	0.899705	
1219000	-511.584906	1	120	0.282617	0.508289	0.508289	0.282617	0	0.247870	0.251742	0.248255	0.252133	0.030767	0.199434	0.593546	0.035251	
1220000	-511.748401	1	3227	0.290103	0.529011	0.529011	0.290103	0	0.248340	0.250832	0.249164	0.251664	0.614213	0.974461	0.498184	0.709028	
1221000	-511.500385	1	507	0.269336	0.476716	0.476716	0.269336	0	0.246836	0.253744	0.246264	0.253156	0.146075	0.336135	0.426898	0.818317	
1222000	-511.460705	1	771	0.269259	0.519070	0.519070	0.269259	0	0.247747	0.248860	0.251133	0.252261	0.716389	0.386482	0.197551	0.739082	
1223000	-511.362052	1	1259	0.254248	0.469852	0.469852	0.254248	0	0.246073	0.251697	0.248278	0.253952	0.281082	0.564273	0.401672	0.894433	
1224000	-511.410443	1	3625	0.258354	0.505565	0.505565	0.258354	0	0.247159	0.247988	0.252004	0.252849	0.847224	0.579682	0.877349	0.950936	
1225000	-511.346551	1	1919	0.266687	0.498411	0.498411	0.266687	0	0.247265	0.250372	0.249613	0.252749	0.349631	0.511604	0.695192	0.352076	
1226000	-511.912662	1	1108	0.291638	0.551135	0.551135	0.291638	0	0.248643	0.249645	0.250352	0.251361	0.856452	0.832687	0.532197	0.167294	
1227000	-511.735413	1	351	0.233158	0.443155	0.443155	0.233158	0	0.243873	0.250370	0.249555	0.256202	0.289223	0.195536	0.538060	0.061571	
1228000	-511.469150	1	964	0.244221	0.457571	0.457571	0.244221	0	0.245167	0.251158	0.248798	0.254877	0.679361	0.609872	0.942260	0.692501	
1229000	-511.497680	1	612	0.240513	0.466571	0.466571	0.240513	0	0.245274	0.248233	0.251728	0.254765	0.609765	0.070868	0.027163	0.559102	
1230000	-511.665261	1	3058	0.249413	0.510048	0.510048	0.249413	0	0.246943	0.245493	0.254530	0.253035	0.817962	0.477173	0.725060	0.889967	
1231000	-511.417428	1	1244	0.245206	0.467494	0.467494	0.245206	0	0.245565	0.249593	0.250367	0.254475	0.509031	0.792111	0.323827	0.751610	
1232000	-511.916226	1	3268	0.255142	0.531568	0.531568	0.255142	0	0.247590	0.245357	0.254674	0.252378	0.756989	0.139446	0.779969	0.742604	
1233000	-512.642513	1	1188	0.306984	0.589137	0.589137	0.306984	0	0.249164	0.249400	0.250599	0.250837	0.626419	0.406082	0.186038	0.510040	
1234000	-511.493202	1	3995	0.261503	0.516558	0.516558	0.261503	0	0.247488	0.247670	0.252328	0.252514	0.056204	0.285518	0.738421	0.607532	
1235000	-512.149737	1	3003	0.300034	0.515409	0.515409	0.300034	0	0.248316	0.252845	0.247165	0.251673	0.126114	0.727566	0.060125	0.638937	
1236000	-511.712884	1	431	0.247204	0.438921	0.438921	0.247204	0	0.244613	0.256510	0.243517	0.255361	0.115260	0.290705	0.428155	0.131860	
1237000	-511.683680	1	3891	0.254850	0.445769	0.445769	0.254850	0	0.245288	0.256848	0.243201	0.254663	0.922895	0.780102	0.994298	0.054396	
1238000	-511.555724	1	657	0.254073	0.511171	0.511171	0.254073	0	0.247138	0.246532	0.253476	0.252854	0.525062	0.851064	0.341489	0.500573	
1239000	-511.875330	1	3670	0.267199	0.544207	0.544207	0.267199	0	0.248115	0.246940	0.253071	0.251873	0.548019	0.410428	0.078906	0.657204	
1240000	-511.511415	1	1187	0.256422	0.457148	0.457148	0.256422	0	0.245764	0.254643	0.245364	0.254228	0.967968	0.626323	0.391918	0.488599	
1241000	-513.558787	1	511	0.234588	0.480967	0.480967	0.234588	1	0.245405	0.243921	0.256111	0.254563	0.167283	0.023952	0.241094	0.729021	
1242000	-512.032697	1	2000	0.295956	0.556548	0.556548	0.295956	0	0.248761	0.249771	0.250226	0.251242	0.980405	0.214261	0.205449	0.553721	
1243000	-511.976784	1	2086	0.287484	0.486969	0.486969	0.287484	0	0.247576	0.254807	0.245227	0.252389	0.706262	0.431115	0.626927	0.330105	
1244000	-511.543502	1	2658	0.243037	0.449788	0.449788	0.243037	0	0.244807	0.252460	0.247498	0.255235	0.950224	0.617278	0.914614	0.479739	
1245000	-511.329499	1	39	0.260956	0.495999	0.495999	0.260956	0	0.247029	0.249536	0.250446	0.252988	0.102070	0.724096	0.533446	0.659022	
1246000	-511.506169	1	1527	0.255398	0.509708	0.509708	0.255398	0	0.247151	0.246960	0.253043	0.252846	0.213244	0.074796	0.289975	0.197240	
1247000	-512.185552	1	3027	0.304496	0.541824	0.541824	0.304496	0	0.248714	0.251227	0.248773	0.251286	0.385240	0.902883	0.483919	0.161633	
1248000	-512.986048	1	3536	0.307678	0.606120	0.606120	0.307678	0	0.249283	0.249046	0.250955	0.250717	0.553387	0.200280	0.622155	0.392921	
1249000	-513.854370	1	1490	0.290292	0.576127	0.576127	0.290292	1	0.248882	0.248521	0.251481	0.251116	0.367502	0.550196	0.536759	0.446496	
1250000	-511.472510	1	25	0.259105	0.462826	0.462826	0.259105	0	0.246064	0.254129	0.245874	0.253933	0.459478	0.306030	0.042662	0.012863	
1251000	-511.984060	1	2044	0.260874	0.542042	0.542042	0.260874	0	0.247932	0.245956	0.254068	0.252044	0.203384	0.337788	0.398129	0.896130	
1252000	-511.398744	1	2940	0.256832	0.466972	0.466972	0.256832	0	0.246096	0.252832	0.247154	0.253918	0.328361	0.811783	0.640048	0.540454	
1253000	-511.385924	1	3396	0.247404	0.475079	0.475079	0.247404	0	0.245918	0.249002	0.250966	0.254114	0.034946	0.574396	0.796572	0.898568	
1254000	-511.723592	1	2065	0.252866	0.442113	0.442113	0.252866	0	0.245049	0.257265	0.242792	0.254895	0.408760	0.995742	0.970663	0.204335	
1255000	-511.955825	1	174	0.226416	0.437449	0.437449	0.226416	0	0.243061	0.248799	0.251106	0.257034	0.642266	0.058524	0.104926	0.963936	
1256000	-512.111053	1	3232	0.229971	0.420105	0.420105	0.229971	0	0.242492	0.255892	0.244065	0.257552	0.170275	0.699564	0.278968	0.794508	
1257000	-511.730116	1	1436	0.231775	0.450794	0.450794	0.231775	0	0.244095	0.247992	0.251945	0.255967	0.482536	0.314956	0.412781	0.640719	
1258000	-512.239034	1	2190	0.239687	0.517226	0.517226	0.239687	0	0.246713	0.242239	0.257862	0.253186	0.208802	0.718394	0.851626	0.902397	
1259000	-512.220313	1	3456	0.239294	0.515694	0.515694	0.239294	0	0.246657	0.242217	0.257884	0.253242	0.497930	0.736378	0.996139	0.169313	
1260000	-511.561817	1	329	0.260556	0.520399	0.520399	0.260556	0	0.247536	0.247190	0.252813	0.252460	0.960871	0.067277	0.450932	0.536970	
1261000	-511.524176	1	696	0.279781	0.518268	0.518268	0.279781	0	0.247978	0.250471	0.249521	0.252030	0.781684	0.834025	0.703789	0.052853	
1262000	-511.735155	1	1370	0.289683	0.522910	0.522910	0.289683	0	0.248246	0.251250	0.248747	0.251757	0.617214	0.176761	0.077951	0.292985	
1263000	-511.613499	1	78	0.243659	0.494611	0.494611	0.243659	0	0.246306	0.245357	0.254660	0.253678	0.387846	0.016461	0.012272	0.672041	
1264000	-511.614674	1	3557	0.243491	0.443853	0.443853	0.243491	0	0.244598	0.254040	0.245934	0.255428	0.094504	0.565491	0.247591	0.344146	
1265000	-511.387357	1	226	0.264662	0.508746	0.508746	0.264662	0	0.247423	0.248945	0.251044	0.252588	0.478753	0.706260	0.692200	0.193868	
1266000	-512.783922	1	1481	0.269365	0.427293	0.427293	0.269365	0	0.245212	0.265109	0.235294	0.254385	0.407596	0.120396	0.851290	0.029894	
1267000	-511.831365	1	748	0.282004	0.481874	0.481874	0.282004	0	0.247331	0.254869	0.245164	0.252636	0.562917	0.979758	0.197584	0.522649	
1268000	-511.347901	1	1211	0.251053	0.476928	0.476928	0.251053	0	0.246143	0.249730	0.250240	0.253887	0.593104	0.495265	0.239290	0.408168	
1269000	-512.082281	1	362	0.225827	0.426637	0.426637	0.225827	0	0.242467	0.251685	0.248206	0.257642	0.595172	0.257118	0.122286	0.250126	
1270000	-511.815200	1	3220	0.269072	0.542972	0.542972	0.269072	0	0.248137	0.247297	0.252711	0.251855	0.212325	0.708958	0.923166	0.016776	
1271000	-511.441696	1	686	0.275099	0.510167	0.510167	0.275099	0	0.247729	0.250541	0.249449	0.252280	0.995670	0.648608	0.094735	0.520972	
1272000	-511.325791	1	71	0.260818	0.494713	0.494713	0.260818	0	0.246994	0.249656	0.250326	0.253024	0.842994	0.541076	0.935360	0.349919	
1273000	-513.156155	1	2531	0.255275	0.470523	0.470523	0.255275	1	0.246136	0.251838	0.248139	0.253887	0.525396	0.540157	0.817104	0.011265	
1274000	-513.142142	1	3455	0.261382	0.512370	0.512370	0.261382	1	0.247399	0.247994	0.252000	0.252607	0.151014	0.628619	0.578423	0.814167	
1275000	-513.213891	1	3264	0.244918	0.475352	0.475352	0.244918	1	0.245801	0.248224	0.251747	0.254228	0.158459	0.897434	0.678811	0.266979	
1276000	-511.350886	1	1253	0.254916	0.472067	0.472067	0.254916	0	0.246168	0.251489	0.248486	0.253857	0.426647	0.361826	0.031691	0.265021	
1277000	-512.278594	1	2563	0.285396	0.573830	0.573830	0.285396	0	0.248799	0.248122	0.251882	0.251197	0.014450	0.231082	0.767656	0.425741	
1278000	-511.430801	1	3774	0.248117	0.459960	0.459960	0.248117	0	0.245461	0.251865	0.248100	0.254573	0.428107	0.887213	0.118128	0.487031	
1279000	-512.680235	1	2971	0.211496	0.437342	0.437342	0.211496	0	0.241445	0.240189	0.259859	0.258507	0.275284	0.478656	0.416740	0.384799	
1280000	-511.653758	1	2278	0.248440	0.507555	0.507555	0.248440	0	0.246846	0.245451	0.254570	0.253132	0.944252	0.705204	0.466581	0.363530	
1281000	-511.716652	1	1975	0.275127	0.473462	0.473462	0.275127	0	0.246936	0.255217	0.244818	0.253029	0.334172	0.022160	0.336378	0.684858	
1282000	-511.482210	1	859	0.245669	0.454794	0.454794	0.245669	0	0.245147	0.252193	0.247769	0.254891	0.373710	0.155467	0.127297	0.954378	
1283000	-511.518734	1	436	0.262028	0.519032	0.519032	0.262028	0	0.247552	0.247579	0.252421	0.252448	0.467775	0.784681	0.364547	0.775636	
1284000	-511.379667	1	34	0.250882	0.466677	0.466677	0.250882	0	0.245821	0.251377	0.248592	0.254211	0.797436	0.015336	0.960488	0.643310	
1285000	-513.027539	1	446	0.206599	0.419369	0.419369	0.206599	0	0.239725	0.241923	0.257993	0.260359	0.764052	0.807154	0.126534	0.825048	
1286000	-511.379849	1	3275	0.266076	0.508078	0.508078	0.266076	0	0.247451	0.249267	0.250721	0.252561	0.806363	0.058505	0.875794	0.751228	
1287000	-513.629125	1	3219	0.200212	0.441382	0.441382	0.200212	0	0.239947	0.230655	0.269926	0.259472	0.376425	0.069536	0.331257	0.868676	
1288000	-511.354685	1	177	0.261244	0.501628	0.501628	0.261244	0	0.247167	0.248982	0.251003	0.252847	0.567322	0.823100	0.389769	0.317983	
1289000	-512.170465	1	2583	0.253695	0.425944	0.425944	0.253695	0	0.244404	0.262232	0.238002	0.255362	0.351157	0.640011	0.304973	0.820254	
1290000	-512.077606	1	2807	0.287516	0.481673	0.481673	0.287516	0	0.247466	0.255560	0.244489	0.252485	0.579958	0.367324	0.342009	0.501955	
1291000	-511.407806	1	800	0.270459	0.490257	0.490257	0.270459	0	0.247197	0.252008	0.247984	0.252811	0.885027	0.221681	0.929824	0.293375	
1292000	-513.186028	1	2527	0.247099	0.471341	0.471341	0.247099	1	0.245785	0.249511	0.250453	0.254251	0.400034	0.454283	0.113615	0.504350	
1293000	-513.272934	1	1369	0.250621	0.505251	0.505251	0.250621	1	0.246875	0.246219	0.253790	0.253116	0.302546	0.088629	0.832414	0.168517	
1294000	-511.387223	1	1072	0.266331	0.482635	0.482635	0.266331	0	0.246886	0.252310	0.247681	0.253122	0.316361	0.192169	0.167368	0.829199	
1295000	-513.126395	1	1571	0.274053	0.510197	0.510197	0.274053	1	0.247703	0.250384	0.249606	0.252308	0.835438	0.736707	0.760765	0.691151	
1296000	-511.976784	1	2086	0.287484	0.486969	0.486969	0.287484	0	0.247576	0.254807	0.245227	0.252389	0.069185	0.128015	0.923528	0.357843	
1297000	-511.759514	1	2463	0.245338	0.507473	0.507473	0.245338	0	0.246717	0.244617	0.255420	0.253246	0.972082	0.303862	0.906452	0.820443	
1298000	-511.546232	1	3725	0.247901	0.449214	0.449214	0.247901	0	0.245061	0.254117	0.245868	0.254954	0.761465	0.403591	0.819962	0.460458	
1299000	-511.654186	1	1997	0.245588	0.501824	0.501824	0.245588	0	0.246585	0.245192	0.254832	0.253391	0.866927	0.678647	0.496692	0.984885	
1300000	-511.915619	1	1007	0.227560	0.438155	0.438155	0.227560	0	0.243195	0.249162	0.250745	0.256898	0.526971	0.899507	0.232353	0.181759	
1301000	-511.918264	1	72	0.294152	0.513914	0.513914	0.294152	0	0.248192	0.252463	0.247543	0.251802	0.735584	0.781949	0.561866	0.059583	
1302000	-511.800068	1	3773	0.256978	0.442550	0.442550	0.256978	0	0.245269	0.258185	0.241903	0.254643	0.912762	0.788276	0.541965	0.795119	
1303000	-511.402404	1	1817	0.247517	0.465045	0.465045	0.247517	0	0.245603	0.250723	0.249239	0.254435	0.720612	0.096719	0.062093	0.661002	
1304000	-514.253904	1	726	0.227631	0.412693	0.412693	0.227631	1	0.241861	0.257566	0.242416	0.258157	0.047203	0.158713	0.528882	0.639045	
1305000	-511.640587	1	1835	0.282581	0.498785	0.498785	0.282581	0	0.247695	0.252747	0.247258	0.252301	0.883613	0.312205	0.272866	0.707659	
1306000	-512.334340	1	778	0.254103	0.421414	0.421414	0.254103	0	0.244212	0.263874	0.236439	0.255475	0.042845	0.626467	0.901288	0.610348	
1307000	-511.521968	1	1246	0.253453	0.507807	0.507807	0.253453	0	0.247041	0.246678	0.253326	0.252955	0.885993	0.234454	0.482932	0.841613	
1308000	-512.100682	1	2793	0.230187	0.420483	0.420483	0.230187	0	0.242531	0.255857	0.244100	0.257512	0.447246	0.774605	0.543178	0.314692	
1309000	-511.874329	1	134	0.273693	0.462738	0.462738	0.273693	0	0.246603	0.256918	0.243154	0.253325	0.714731	0.869453	0.342384	0.229122	
1310000	-511.328408	1	2568	0.254887	0.486028	0.486028	0.254887	0	0.246559	0.249409	0.250568	0.253464	0.305461	0.270800	0.169625	0.003948	
1311000	-511.902165	1	671	0.262876	0.540929	0.540929	0.262876	0	0.247963	0.246372	0.253647	0.252019	0.990847	0.691183	0.528677	0.274517	
1312000	-511.934494	1	53	0.240208	0.426258	0.426258	0.240208	0	0.243599	0.257981	0.242065	0.256355	0.270814	0.727812	0.526369	0.229451	
1313000	-511.566756	1	3324	0.276893	0.529499	0.529499	0.276893	0	0.248097	0.249234	0.250760	0.251909	0.250998	0.765193	0.149406	0.369237	
1314000	-511.529762	1	2672	0.260327	0.517954	0.517954	0.260327	0	0.247481	0.247329	0.252672	0.252517	0.221495	0.659502	0.434632	0.338849	
1315000	-511.472312	1	3400	0.253330	0.457430	0.457430	0.253330	0	0.245632	0.253811	0.246179	0.254378	0.928476	0.119464	0.168859	0.183775	
1316000	-512.220280	1	3533	0.274952	0.451483	0.451483	0.274952	0	0.246310	0.259474	0.240677	0.253540	0.674140	0.582669	0.887563	0.377737	
1317000	-511.796830	1	2032	0.278821	0.476626	0.476626	0.278821	0	0.247122	0.255243	0.244795	0.252839	0.644551	0.887272	0.006179	0.620291	
1318000	-513.790113	1	3129	0.233975	0.495612	0.495612	0.233975	1	0.245830	0.242036	0.258058	0.254076	0.162714	0.981961	0.256305	0.777166	
1319000	-511.725386	1	3683	0.242032	0.436855	0.436855	0.242032	0	0.244211	0.255410	0.244581	0.255797	0.250006	0.469583	0.437556	0.236516	
1320000	-512.218667	1	749	0.303144	0.522895	0.522895	0.303144	0	0.248468	0.252453	0.247554	0.251525	0.497342	0.172311	0.302765	0.944927	
1321000	-511.424402	1	1250	0.268250	0.514693	0.514693	0.268250	0	0.247640	0.249052	0.250939	0.252370	0.555982	0.902405	0.960186	0.420530	
1322000	-511.472594	1	996	0.277289	0.509374	0.509374	0.277289	0	0.247767	0.250931	0.249061	0.252241	0.769723	0.367712	0.344769	0.108428	
1323000	-513.226896	1	3894	0.244611	0.469080	0.469080	0.244611	1	0.245584	0.249138	0.250824	0.254454	0.339852	0.322970	0.200908	0.180832	
1324000	-511.730116	1	1436	0.231775	0.450794	0.450794	0.231775	0	0.244095	0.247992	0.251945	0.255967	0.700045	0.135577	0.336208	0.245483	
1325000	-511.914140	1	3842	0.294654	0.517170	0.517170	0.294654	0	0.248250	0.252219	0.247785	0.251746	0.494026	0.527544	0.275959	0.088752	
