Options:
Model:                           Discrete: Dependent
Tree File Name:                  tutorial_tree.nex
Data File Name:                  tutorial_edited_traits_save.tsv
Log File Name:                   tutorial_bayestraits_output_log_dep_save.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1390687965
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      5000000
Burn in:                         1000000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Save Model:                      tutorial_bayestraits_output_model_dep.bin
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,1.00) 
Tree Information
     Trees:                      1
     Taxa:                       500
     Sites:                      1
     States:                     4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
1827000	-466.046700	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.525939	0.000000	0.525939	0.525939	0.525939	0.525939	0.525939	0.000000	0.000001	0.000001	0.999997	0.000001	0.823970	
1828000	-466.807353	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.565214	0.000000	0.565214	0.565214	0.565214	0.565214	0.565214	0.000000	0.000001	0.000001	0.999996	0.000002	0.220624	
1829000	-466.047619	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.526012	0.000000	0.526012	0.526012	0.526012	0.526012	0.526012	0.000000	0.000001	0.000001	0.999997	0.000001	0.898145	
1830000	-466.089790	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.464119	0.000000	0.464119	0.464119	0.464119	0.464119	0.464119	0.000000	0.000001	0.000001	0.999997	0.000001	0.182452	
1831000	-465.922399	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.478089	0.000000	0.478089	0.478089	0.478089	0.478089	0.478089	0.000000	0.000001	0.000001	0.999997	0.000001	0.463045	
1832000	-465.851122	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.497057	0.000000	0.497057	0.497057	0.497057	0.497057	0.497057	0.000000	0.000001	0.000001	0.999997	0.000001	0.638197	
1833000	-465.854230	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.491610	0.000000	0.491610	0.491610	0.491610	0.491610	0.491610	0.000000	0.000001	0.000001	0.999997	0.000001	0.787561	
1834000	-466.801079	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.434845	0.000000	0.434845	0.434845	0.434845	0.434845	0.434845	0.000000	0.000001	0.000001	0.999997	0.000001	0.513779	
1835000	-468.404142	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.614544	0.000000	0.614544	0.614544	0.614544	0.614544	0.614544	0.000000	0.000002	0.000002	0.999995	0.000002	0.478946	
1836000	-467.484382	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.588553	0.000000	0.588553	0.588553	0.588553	0.588553	0.588553	0.000000	0.000001	0.000001	0.999996	0.000002	0.966009	
1837000	-466.167102	1	2	2	'1 Z 1 0 1 1 1 Z 	D	0.527766	0.000000	0.527766	0.692037	0.527766	0.527766	0.527766	0.000000	0.000001	0.000001	0.999996	0.000001	0.734350	
1838000	-465.966794	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.473436	0.000000	0.473436	0.473436	0.473436	0.473436	0.473436	0.000000	0.000001	0.000001	0.999997	0.000001	0.802124	
1839000	-465.851080	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.494177	0.000000	0.494177	0.494177	0.494177	0.494177	0.494177	0.000000	0.000001	0.000001	0.999997	0.000001	0.702251	
1840000	-466.085434	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.528899	0.000000	0.528899	0.528899	0.528899	0.528899	0.528899	0.000000	0.000001	0.000001	0.999996	0.000001	0.713505	
1841000	-469.312888	1	1	3	'0 Z 0 0 Z 0 0 Z 	D	0.723859	0.000000	0.723859	0.723859	0.000000	0.723859	0.723859	0.000000	0.000001	0.000001	0.999998	0.000001	0.175316	
1842000	-467.157952	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.577945	0.000000	0.577945	0.577945	0.577945	0.577945	0.577945	0.000000	0.000001	0.000001	0.999996	0.000002	0.408703	
1843000	-466.467853	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.446024	0.000000	0.446024	0.446024	0.446024	0.446024	0.446024	0.000000	0.000001	0.000001	0.999997	0.000001	0.533172	
1844000	-466.403640	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.448542	0.000000	0.448542	0.448542	0.448542	0.448542	0.448542	0.000000	0.000001	0.000001	0.999997	0.000001	0.635556	
1845000	-465.974918	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.519601	0.000000	0.519601	0.519601	0.519601	0.519601	0.519601	0.000000	0.000001	0.000001	0.999997	0.000001	0.469678	
1846000	-465.950434	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.475020	0.000000	0.475020	0.475020	0.475020	0.475020	0.475020	0.000000	0.000001	0.000001	0.999997	0.000001	0.970968	
1847000	-465.881285	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.484078	0.000000	0.484078	0.484078	0.484078	0.484078	0.484078	0.000000	0.000001	0.000001	0.999997	0.000001	0.484834	
1848000	-466.360318	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.545464	0.000000	0.545464	0.545464	0.545464	0.545464	0.545464	0.000000	0.000001	0.000001	0.999996	0.000001	0.799456	
1849000	-466.200045	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.457810	0.000000	0.457810	0.457810	0.457810	0.457810	0.457810	0.000000	0.000001	0.000001	0.999997	0.000001	0.178836	
1850000	-466.581700	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.441892	0.000000	0.441892	0.441892	0.441892	0.441892	0.441892	0.000000	0.000001	0.000001	0.999997	0.000001	0.337305	
1851000	-465.879278	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.484456	0.000000	0.484456	0.484456	0.484456	0.484456	0.484456	0.000000	0.000001	0.000001	0.999997	0.000001	0.902561	
1852000	-466.092713	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.463934	0.000000	0.463934	0.463934	0.463934	0.463934	0.463934	0.000000	0.000001	0.000001	0.999997	0.000001	0.970208	
1853000	-466.097314	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.529761	0.000000	0.529761	0.529761	0.529761	0.529761	0.529761	0.000000	0.000001	0.000001	0.999996	0.000001	0.253695	
1854000	-465.855585	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.490925	0.000000	0.490925	0.490925	0.490925	0.490925	0.490925	0.000000	0.000001	0.000001	0.999997	0.000001	0.797989	
1855000	-466.073549	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.528017	0.000000	0.528017	0.528017	0.528017	0.528017	0.528017	0.000000	0.000001	0.000001	0.999996	0.000001	0.703107	
1856000	-466.290426	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.541753	0.000000	0.541753	0.541753	0.541753	0.541753	0.541753	0.000000	0.000001	0.000001	0.999996	0.000001	0.722867	
1857000	-465.930419	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.514733	0.000000	0.514733	0.514733	0.514733	0.514733	0.514733	0.000000	0.000001	0.000001	0.999997	0.000001	0.771709	
1858000	-466.010473	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.522910	0.000000	0.522910	0.522910	0.522910	0.522910	0.522910	0.000000	0.000001	0.000001	0.999997	0.000001	0.876068	
1859000	-466.099733	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.529934	0.000000	0.529934	0.529934	0.529934	0.529934	0.529934	0.000000	0.000001	0.000001	0.999996	0.000001	0.737143	
1860000	-465.906956	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.480053	0.000000	0.480053	0.480053	0.480053	0.480053	0.480053	0.000000	0.000001	0.000001	0.999997	0.000001	0.197427	
1861000	-465.883461	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.483681	0.000000	0.483681	0.483681	0.483681	0.483681	0.483681	0.000000	0.000001	0.000001	0.999997	0.000001	0.420220	
1862000	-466.085458	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.464396	0.000000	0.464396	0.464396	0.464396	0.464396	0.464396	0.000000	0.000001	0.000001	0.999997	0.000001	0.580123	
1863000	-466.108737	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.530571	0.000000	0.530571	0.530571	0.530571	0.530571	0.530571	0.000000	0.000001	0.000001	0.999996	0.000001	0.593032	
1864000	-465.860143	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.502111	0.000000	0.502111	0.502111	0.502111	0.502111	0.502111	0.000000	0.000001	0.000001	0.999997	0.000001	0.530828	
1865000	-466.285505	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.453635	0.000000	0.453635	0.453635	0.453635	0.453635	0.453635	0.000000	0.000001	0.000001	0.999997	0.000001	0.255658	
1866000	-466.236074	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.538678	0.000000	0.538678	0.538678	0.538678	0.538678	0.538678	0.000000	0.000001	0.000001	0.999996	0.000001	0.242342	
1867000	-465.858077	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.489878	0.000000	0.489878	0.489878	0.489878	0.489878	0.489878	0.000000	0.000001	0.000001	0.999997	0.000001	0.879994	
1868000	-465.851040	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.496929	0.000000	0.496929	0.496929	0.496929	0.496929	0.496929	0.000000	0.000001	0.000001	0.999997	0.000001	0.164717	
1869000	-465.850849	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.496563	0.000000	0.496563	0.496563	0.496563	0.496563	0.496563	0.000000	0.000001	0.000001	0.999997	0.000001	0.237617	
1870000	-465.850637	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.495738	0.000000	0.495738	0.495738	0.495738	0.495738	0.495738	0.000000	0.000001	0.000001	0.999997	0.000001	0.800117	
1871000	-466.519045	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.444118	0.000000	0.444118	0.444118	0.444118	0.444118	0.444118	0.000000	0.000001	0.000001	0.999997	0.000001	0.403466	
1872000	-465.994525	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.470997	0.000000	0.470997	0.470997	0.470997	0.470997	0.470997	0.000000	0.000001	0.000001	0.999997	0.000001	0.862010	
1873000	-465.895381	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.481716	0.000000	0.481716	0.481716	0.481716	0.481716	0.481716	0.000000	0.000001	0.000001	0.999997	0.000001	0.724186	
1874000	-465.892266	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.482201	0.000000	0.482201	0.482201	0.482201	0.482201	0.482201	0.000000	0.000001	0.000001	0.999997	0.000001	0.437226	
1875000	-466.086476	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.528976	0.000000	0.528976	0.528976	0.528976	0.528976	0.528976	0.000000	0.000001	0.000001	0.999996	0.000001	0.528232	
1876000	-465.991550	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.471246	0.000000	0.471246	0.471246	0.471246	0.471246	0.471246	0.000000	0.000001	0.000001	0.999997	0.000001	0.573104	
1877000	-469.496651	1	1	3	'0 Z 0 0 Z 0 0 Z 	D	0.743818	0.000000	0.743818	0.743818	0.000000	0.743818	0.743818	0.000000	0.000001	0.000001	0.999998	0.000001	0.273551	
1878000	-465.867669	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.504340	0.000000	0.504340	0.504340	0.504340	0.504340	0.504340	0.000000	0.000001	0.000001	0.999997	0.000001	0.269309	
1879000	-466.087906	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.464240	0.000000	0.464240	0.464240	0.464240	0.464240	0.464240	0.000000	0.000001	0.000001	0.999997	0.000001	0.287537	
1880000	-465.942175	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.516124	0.000000	0.516124	0.516124	0.516124	0.516124	0.516124	0.000000	0.000001	0.000001	0.999997	0.000001	0.766076	
1881000	-465.853847	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.491826	0.000000	0.491826	0.491826	0.491826	0.491826	0.491826	0.000000	0.000001	0.000001	0.999997	0.000001	0.869115	
1882000	-465.853400	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.492096	0.000000	0.492096	0.492096	0.492096	0.492096	0.492096	0.000000	0.000001	0.000001	0.999997	0.000001	0.533687	
1883000	-467.299597	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.582669	0.000000	0.582669	0.582669	0.582669	0.582669	0.582669	0.000000	0.000001	0.000001	0.999996	0.000002	0.540523	
1884000	-466.259972	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.454832	0.000000	0.454832	0.454832	0.454832	0.454832	0.454832	0.000000	0.000001	0.000001	0.999997	0.000001	0.297117	
1885000	-465.866049	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.487395	0.000000	0.487395	0.487395	0.487395	0.487395	0.487395	0.000000	0.000001	0.000001	0.999997	0.000001	0.447700	
1886000	-466.607797	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.440997	0.000000	0.440997	0.440997	0.440997	0.440997	0.440997	0.000000	0.000001	0.000001	0.999997	0.000001	0.373641	
1887000	-467.236373	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.580586	0.000000	0.580586	0.580586	0.580586	0.580586	0.580586	0.000000	0.000001	0.000001	0.999996	0.000002	0.424256	
1888000	-467.785168	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.411239	0.000000	0.411239	0.411239	0.411239	0.411239	0.411239	0.000000	0.000001	0.000001	0.999998	0.000001	0.289421	
1889000	-465.899985	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.481031	0.000000	0.481031	0.481031	0.481031	0.481031	0.481031	0.000000	0.000001	0.000001	0.999997	0.000001	0.589346	
1890000	-465.869769	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.504869	0.000000	0.504869	0.504869	0.504869	0.504869	0.504869	0.000000	0.000001	0.000001	0.999997	0.000001	0.194113	
1891000	-465.869559	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.504817	0.000000	0.504817	0.504817	0.504817	0.504817	0.504817	0.000000	0.000001	0.000001	0.999997	0.000001	0.467929	
1892000	-465.899473	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.510503	0.000000	0.510503	0.510503	0.510503	0.510503	0.510503	0.000000	0.000001	0.000001	0.999997	0.000001	0.729276	
1893000	-465.856719	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.490422	0.000000	0.490422	0.490422	0.490422	0.490422	0.490422	0.000000	0.000001	0.000001	0.999997	0.000001	0.471606	
1894000	-466.595556	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.441415	0.000000	0.441415	0.441415	0.441415	0.441415	0.441415	0.000000	0.000001	0.000001	0.999997	0.000001	0.435721	
1895000	-466.283958	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.541396	0.000000	0.541396	0.541396	0.541396	0.541396	0.541396	0.000000	0.000001	0.000001	0.999996	0.000001	0.352461	
1896000	-465.890863	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.509105	0.000000	0.509105	0.509105	0.509105	0.509105	0.509105	0.000000	0.000001	0.000001	0.999997	0.000001	0.248708	
1897000	-465.976170	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.472580	0.000000	0.472580	0.472580	0.472580	0.472580	0.472580	0.000000	0.000001	0.000001	0.999997	0.000001	0.908252	
1898000	-466.191755	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.536020	0.000000	0.536020	0.536020	0.536020	0.536020	0.536020	0.000000	0.000001	0.000001	0.999996	0.000001	0.794737	
1899000	-465.948201	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.475247	0.000000	0.475247	0.475247	0.475247	0.475247	0.475247	0.000000	0.000001	0.000001	0.999997	0.000001	0.738178	
1900000	-465.945487	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.516500	0.000000	0.516500	0.516500	0.516500	0.516500	0.516500	0.000000	0.000001	0.000001	0.999997	0.000001	0.712107	
1901000	-465.911745	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.479417	0.000000	0.479417	0.479417	0.479417	0.479417	0.479417	0.000000	0.000001	0.000001	0.999997	0.000001	0.438397	
1902000	-467.648314	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.414014	0.000000	0.414014	0.414014	0.414014	0.414014	0.414014	0.000000	0.000001	0.000001	0.999998	0.000001	0.372936	
1903000	-467.039450	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.428164	0.000000	0.428164	0.428164	0.428164	0.428164	0.428164	0.000000	0.000001	0.000001	0.999997	0.000001	0.592247	
1904000	-466.333587	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.451480	0.000000	0.451480	0.451480	0.451480	0.451480	0.451480	0.000000	0.000001	0.000001	0.999997	0.000001	0.382090	
1905000	-465.980175	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.520116	0.000000	0.520116	0.520116	0.520116	0.520116	0.520116	0.000000	0.000001	0.000001	0.999997	0.000001	0.347737	
1906000	-465.868572	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.486756	0.000000	0.486756	0.486756	0.486756	0.486756	0.486756	0.000000	0.000001	0.000001	0.999997	0.000001	0.961905	
1907000	-467.181387	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.424546	0.000000	0.424546	0.424546	0.424546	0.424546	0.424546	0.000000	0.000001	0.000001	0.999997	0.000001	0.197181	
1908000	-467.079071	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.575222	0.000000	0.575222	0.575222	0.575222	0.575222	0.575222	0.000000	0.000001	0.000001	0.999996	0.000002	0.950282	
1909000	-466.252148	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.455206	0.000000	0.455206	0.455206	0.455206	0.455206	0.455206	0.000000	0.000001	0.000001	0.999997	0.000001	0.276035	
1910000	-466.125717	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.461919	0.000000	0.461919	0.461919	0.461919	0.461919	0.461919	0.000000	0.000001	0.000001	0.999997	0.000001	0.555155	
1911000	-465.877303	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.484842	0.000000	0.484842	0.484842	0.484842	0.484842	0.484842	0.000000	0.000001	0.000001	0.999997	0.000001	0.569650	
1912000	-466.586820	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.441715	0.000000	0.441715	0.441715	0.441715	0.441715	0.441715	0.000000	0.000001	0.000001	0.999997	0.000001	0.507689	
1913000	-466.013363	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.523162	0.000000	0.523162	0.523162	0.523162	0.523162	0.523162	0.000000	0.000001	0.000001	0.999997	0.000001	0.618383	
1914000	-466.031645	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.468093	0.000000	0.468093	0.468093	0.468093	0.468093	0.468093	0.000000	0.000001	0.000001	0.999997	0.000001	0.472486	
1915000	-465.856276	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.490612	0.000000	0.490612	0.490612	0.490612	0.490612	0.490612	0.000000	0.000001	0.000001	0.999997	0.000001	0.417468	
1916000	-465.855651	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.490894	0.000000	0.490894	0.490894	0.490894	0.490894	0.490894	0.000000	0.000001	0.000001	0.999997	0.000001	0.785807	
1917000	-469.164305	1	1	3	'0 Z 0 0 Z 0 0 Z 	D	0.678043	0.000000	0.678043	0.678043	0.000000	0.678043	0.678043	0.000000	0.000001	0.000001	0.999998	0.000001	0.327766	
1918000	-465.995924	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.470881	0.000000	0.470881	0.470881	0.470881	0.470881	0.470881	0.000000	0.000001	0.000001	0.999997	0.000001	0.705813	
1919000	-466.578793	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.441993	0.000000	0.441993	0.441993	0.441993	0.441993	0.441993	0.000000	0.000001	0.000001	0.999997	0.000001	0.378907	
1920000	-466.890511	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.568393	0.000000	0.568393	0.568393	0.568393	0.568393	0.568393	0.000000	0.000001	0.000001	0.999996	0.000002	0.250369	
1921000	-466.053317	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.466542	0.000000	0.466542	0.466542	0.466542	0.466542	0.466542	0.000000	0.000001	0.000001	0.999997	0.000001	0.250569	
1922000	-466.862526	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.433039	0.000000	0.433039	0.433039	0.433039	0.433039	0.433039	0.000000	0.000001	0.000001	0.999997	0.000001	0.102793	
1923000	-465.876046	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.506299	0.000000	0.506299	0.506299	0.506299	0.506299	0.506299	0.000000	0.000001	0.000001	0.999997	0.000001	0.736794	
1924000	-465.881873	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.507479	0.000000	0.507479	0.507479	0.507479	0.507479	0.507479	0.000000	0.000001	0.000001	0.999997	0.000001	0.911915	
1925000	-466.588088	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.556200	0.000000	0.556200	0.556200	0.556200	0.556200	0.556200	0.000000	0.000001	0.000001	0.999996	0.000001	0.560099	
1926000	-465.860359	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.489068	0.000000	0.489068	0.489068	0.489068	0.489068	0.489068	0.000000	0.000001	0.000001	0.999997	0.000001	0.222313	
1927000	-465.851863	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.493254	0.000000	0.493254	0.493254	0.493254	0.493254	0.493254	0.000000	0.000001	0.000001	0.999997	0.000001	0.301031	
1928000	-466.483447	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.551484	0.000000	0.551484	0.551484	0.551484	0.551484	0.551484	0.000000	0.000001	0.000001	0.999996	0.000001	0.919700	
1929000	-465.902679	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.480645	0.000000	0.480645	0.480645	0.480645	0.480645	0.480645	0.000000	0.000001	0.000001	0.999997	0.000001	0.622295	
1930000	-465.894219	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.481895	0.000000	0.481895	0.481895	0.481895	0.481895	0.481895	0.000000	0.000001	0.000001	0.999997	0.000001	0.993901	
1931000	-465.875911	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.506271	0.000000	0.506271	0.506271	0.506271	0.506271	0.506271	0.000000	0.000001	0.000001	0.999997	0.000001	0.246337	
1932000	-466.382259	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.546581	0.000000	0.546581	0.546581	0.546581	0.546581	0.546581	0.000000	0.000001	0.000001	0.999996	0.000001	0.888626	
1933000	-465.911129	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.479497	0.000000	0.479497	0.479497	0.479497	0.479497	0.479497	0.000000	0.000001	0.000001	0.999997	0.000001	0.810640	
1934000	-465.950821	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.474981	0.000000	0.474981	0.474981	0.474981	0.474981	0.474981	0.000000	0.000001	0.000001	0.999997	0.000001	0.607871	
1935000	-465.861431	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.502542	0.000000	0.502542	0.502542	0.502542	0.502542	0.502542	0.000000	0.000001	0.000001	0.999997	0.000001	0.276367	
1936000	-465.866681	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.504080	0.000000	0.504080	0.504080	0.504080	0.504080	0.504080	0.000000	0.000001	0.000001	0.999997	0.000001	0.279996	
1937000	-465.936008	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.515406	0.000000	0.515406	0.515406	0.515406	0.515406	0.515406	0.000000	0.000001	0.000001	0.999997	0.000001	0.645767	
1938000	-466.098876	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.529872	0.000000	0.529872	0.529872	0.529872	0.529872	0.529872	0.000000	0.000001	0.000001	0.999996	0.000001	0.468986	
1939000	-467.630347	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.593009	0.000000	0.593009	0.593009	0.593009	0.593009	0.593009	0.000000	0.000001	0.000001	0.999995	0.000002	0.842459	
1940000	-466.925592	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.569701	0.000000	0.569701	0.569701	0.569701	0.569701	0.569701	0.000000	0.000001	0.000001	0.999996	0.000002	0.491597	
1941000	-465.852366	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.492821	0.000000	0.492821	0.492821	0.492821	0.492821	0.492821	0.000000	0.000001	0.000001	0.999997	0.000001	0.848544	
1942000	-466.919758	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.431413	0.000000	0.431413	0.431413	0.431413	0.431413	0.431413	0.000000	0.000001	0.000001	0.999997	0.000001	0.281462	
1943000	-466.382582	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.449403	0.000000	0.449403	0.449403	0.449403	0.449403	0.449403	0.000000	0.000001	0.000001	0.999997	0.000001	0.172513	
1944000	-467.713538	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.412677	0.000000	0.412677	0.412677	0.412677	0.412677	0.412677	0.000000	0.000001	0.000001	0.999998	0.000001	0.785064	
1945000	-465.997519	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.521749	0.000000	0.521749	0.521749	0.521749	0.521749	0.521749	0.000000	0.000001	0.000001	0.999997	0.000001	0.428157	
1946000	-466.191077	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.458279	0.000000	0.458279	0.458279	0.458279	0.458279	0.458279	0.000000	0.000001	0.000001	0.999997	0.000001	0.401979	
1947000	-465.865165	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.487631	0.000000	0.487631	0.487631	0.487631	0.487631	0.487631	0.000000	0.000001	0.000001	0.999997	0.000001	0.865804	
1948000	-466.057452	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.466257	0.000000	0.466257	0.466257	0.466257	0.466257	0.466257	0.000000	0.000001	0.000001	0.999997	0.000001	0.705017	
1949000	-465.864237	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.487887	0.000000	0.487887	0.487887	0.487887	0.487887	0.487887	0.000000	0.000001	0.000001	0.999997	0.000001	0.682453	
1950000	-466.064359	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.465786	0.000000	0.465786	0.465786	0.465786	0.465786	0.465786	0.000000	0.000001	0.000001	0.999997	0.000001	0.559892	
1951000	-465.852013	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.498060	0.000000	0.498060	0.498060	0.498060	0.498060	0.498060	0.000000	0.000001	0.000001	0.999997	0.000001	0.219430	
1952000	-465.858173	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.501391	0.000000	0.501391	0.501391	0.501391	0.501391	0.501391	0.000000	0.000001	0.000001	0.999997	0.000001	0.482583	
1953000	-468.239583	1	1	2	'0 Z 0 0 0 0 0 Z 	D	0.402782	0.000000	0.402782	0.402782	0.402782	0.402782	0.402782	0.000000	0.000001	0.000001	0.999998	0.000001	0.117441	
