Options:
Model:                           Discrete: Dependent
Tree File Name:                  BirdTreeCleaned.tre
Data File Name:                  DataCleaned.txt
Log File Name:                   birds_nest_coparent_depRJ_KNOWN.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2077959526
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      3500000
Burn in:                         500000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   birds_nest_coparent_depRJ_KNOWN.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Save Model:                      birds_nest_coparent_depRJ_KNOWN.bin
Scale Tree:                      0.010244
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,2.00) 
Tree Information
     Trees:                      1
     Taxa:                       399
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
599000	-311.315113	1	2	0	'1 0 1 0 1 1 0 1 	D	1.097781	0.311556	1.097781	0.311556	1.097781	1.097781	0.311556	1.097781	0.246274	0.442442	0.145558	0.165726	0.893821	
600000	-311.591126	1	2	0	'1 0 1 0 1 1 0 1 	D	1.065734	0.356559	1.065734	0.356559	1.065734	1.065734	0.356559	1.065734	0.257411	0.455581	0.132651	0.154358	0.907611	
601000	-313.815424	1	2	0	'1 0 1 0 1 1 0 1 	D	1.293357	0.151551	1.293357	0.151551	1.293357	1.293357	0.151551	1.293357	0.167159	0.324108	0.238143	0.270590	1.251541	
602000	-324.013104	1	1	2	'0 Z 0 0 0 0 Z 0 	D	1.435839	0.000000	1.435839	1.435839	1.435839	1.435839	0.000000	1.435839	0.333439	0.637059	0.028422	0.001080	1.595431	
603000	-306.627961	1	2	0	'1 1 1 1 0 0 1 1 	D	0.601661	0.601661	0.601661	0.601661	2.020088	2.020088	0.601661	0.601661	0.255528	0.265928	0.351166	0.127377	1.145846	
604000	-305.939988	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.571253	0.571253	0.571253	0.571253	1.829812	1.829812	0.000000	0.571253	0.447515	0.519263	0.033051	0.000171	1.740846	
605000	-308.151507	1	2	0	'1 1 1 1 0 0 1 1 	D	0.394897	0.394897	0.394897	0.394897	2.556182	2.556182	0.394897	0.394897	0.210993	0.149237	0.552283	0.087488	1.182538	
606000	-305.522744	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.587168	0.587168	0.587168	0.587168	2.338756	2.338756	0.000000	0.587168	0.441620	0.514902	0.043217	0.000261	1.325577	
607000	-305.515250	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.555895	0.555895	0.555895	0.555895	1.996365	1.996365	0.000000	0.555895	0.450142	0.511158	0.038500	0.000200	1.583817	
608000	-306.650606	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.678487	0.678487	0.678487	0.678487	1.796015	1.796015	0.000000	0.678487	0.425767	0.546742	0.027311	0.000180	0.727425	
609000	-310.135564	1	2	0	'0 0 0 0 0 1 0 0 	D	0.574611	0.574611	0.574611	0.574611	0.574611	3.674911	0.574611	0.574611	0.626918	0.232570	0.116948	0.023564	1.840406	
610000	-309.312071	1	2	0	'0 0 0 0 0 1 0 0 	D	0.560313	0.560313	0.560313	0.560313	0.560313	2.770795	0.560313	0.560313	0.574180	0.257398	0.137318	0.031104	1.369904	
611000	-310.646358	1	2	0	'0 0 0 0 0 1 0 0 	D	0.468739	0.468739	0.468739	0.468739	0.468739	2.630295	0.468739	0.468739	0.641837	0.198976	0.139013	0.020174	1.931868	
612000	-305.224518	1	2	0	'0 0 0 0 1 1 0 1 	D	0.307023	0.307023	0.307023	0.307023	1.972591	1.972591	0.307023	1.972591	0.144914	0.126786	0.354542	0.373758	0.609987	
613000	-305.470576	1	2	0	'0 0 0 0 1 1 0 1 	D	0.333133	0.333133	0.333133	0.333133	2.096613	2.096613	0.333133	2.096613	0.148376	0.137109	0.342527	0.371988	1.197458	
614000	-305.976975	1	2	0	'0 0 0 0 1 1 0 0 	D	0.534474	0.534474	0.534474	0.534474	1.953206	1.953206	0.534474	0.534474	0.257665	0.247081	0.379861	0.115393	0.942508	
615000	-306.156079	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.562413	0.562413	0.562413	0.562413	1.781203	1.781203	0.000000	0.562413	0.449661	0.517818	0.032359	0.000162	1.493106	
616000	-306.995390	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.456534	0.456534	0.456534	0.456534	1.824828	1.824828	0.000000	0.456534	0.474377	0.478588	0.046861	0.000175	1.140210	
617000	-306.116835	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.580907	0.580907	0.580907	0.580907	2.554657	2.554657	0.000000	0.580907	0.441706	0.510652	0.047351	0.000291	1.981570	
618000	-308.831100	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.867536	0.867536	0.867536	0.867536	2.332602	2.332602	0.000000	0.867536	0.394372	0.571099	0.034148	0.000381	1.695509	
619000	-306.192938	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.488786	0.488786	0.488786	0.488786	1.922888	1.922888	0.000000	0.488786	0.465952	0.489507	0.044353	0.000188	1.088143	
620000	-305.442398	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.556223	0.556223	0.556223	0.556223	2.051480	2.051480	0.000000	0.556223	0.449778	0.510217	0.039795	0.000210	1.009627	
621000	-306.331539	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.517914	0.517914	0.517914	0.517914	1.788953	1.788953	0.000000	0.517914	0.459870	0.503468	0.036500	0.000163	0.919315	
622000	-308.109562	1	2	0	'1 1 1 1 0 0 1 1 	D	0.338416	0.338416	0.338416	0.338416	1.905567	1.905567	0.338416	0.338416	0.227334	0.144781	0.550115	0.077769	1.460420	
623000	-306.314200	1	2	0	'1 1 1 1 0 0 1 1 	D	0.557222	0.557222	0.557222	0.557222	1.850573	1.850573	0.557222	0.557222	0.263989	0.264621	0.352247	0.119142	0.327466	
624000	-306.069074	1	2	0	'1 1 1 1 0 0 1 1 	D	0.482704	0.482704	0.482704	0.482704	1.805176	1.805176	0.482704	0.482704	0.262923	0.237053	0.393741	0.106283	1.014302	
625000	-306.077069	1	2	0	'0 0 0 0 1 1 0 0 	D	0.432734	0.432734	0.432734	0.432734	1.979674	1.979674	0.432734	0.432734	0.245857	0.197685	0.459503	0.096955	1.988613	
626000	-306.136716	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.499135	0.499135	0.499135	0.499135	2.366146	2.366146	0.000000	0.499135	0.460418	0.485887	0.053439	0.000255	1.814335	
627000	-306.561190	1	2	0	'0 0 0 0 1 1 0 0 	D	0.445952	0.445952	0.445952	0.445952	2.349077	2.349077	0.445952	0.445952	0.229728	0.183216	0.488620	0.098435	0.728741	
628000	-305.959211	1	2	0	'0 0 0 0 1 1 0 0 	D	0.536066	0.536066	0.536066	0.536066	2.002997	2.002997	0.536066	0.536066	0.255136	0.243840	0.385311	0.115714	1.966230	
629000	-305.453550	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.545807	0.545807	0.545807	0.545807	2.177823	2.177823	0.000000	0.545807	0.451343	0.504788	0.043639	0.000230	1.062767	
630000	-305.765911	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.634922	0.634922	0.634922	0.634922	2.410047	2.410047	0.000000	0.634922	0.431707	0.526556	0.041453	0.000284	1.603494	
631000	-307.479838	1	2	0	'0 0 0 0 1 1 0 0 	D	0.629967	0.629967	0.629967	0.629967	1.781903	1.781903	0.629967	0.629967	0.267059	0.295723	0.306116	0.131101	1.739980	
632000	-306.805277	1	2	0	'1 1 1 1 0 0 1 1 	D	0.612920	0.612920	0.612920	0.612920	2.114086	2.114086	0.612920	0.612920	0.251243	0.262489	0.356643	0.129625	1.370505	
633000	-306.143097	1	2	0	'1 1 1 1 0 0 1 1 	D	0.449445	0.449445	0.449445	0.449445	1.820482	1.820482	0.449445	0.449445	0.258212	0.219005	0.422363	0.100419	0.663608	
634000	-307.781693	1	2	0	'1 1 1 1 0 0 1 1 	D	0.444760	0.444760	0.444760	0.444760	1.491552	1.491552	0.444760	0.444760	0.282694	0.251455	0.366134	0.099717	1.939329	
635000	-305.845480	1	2	0	'0 0 0 0 1 1 0 0 	D	0.473062	0.473062	0.473062	0.473062	2.075674	2.075674	0.473062	0.473062	0.246365	0.211455	0.437914	0.104266	1.548440	
636000	-306.616022	1	2	0	'0 0 0 0 1 1 0 0 	D	0.429374	0.429374	0.429374	0.429374	1.718492	1.718492	0.429374	0.429374	0.262328	0.217348	0.423290	0.097034	0.596530	
637000	-306.771818	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.518804	0.518804	0.518804	0.518804	1.699979	1.699979	0.000000	0.518804	0.460068	0.506167	0.033618	0.000146	1.014456	
638000	-306.358870	1	2	0	'0 0 0 0 1 1 0 0 	D	0.413267	0.413267	0.413267	0.413267	2.092838	2.092838	0.413267	0.413267	0.235921	0.179799	0.491466	0.092814	0.565473	
639000	-305.659795	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.622428	0.622428	0.622428	0.622428	2.383251	2.383251	0.000000	0.622428	0.434276	0.523763	0.041685	0.000276	1.525932	
640000	-307.358084	1	2	0	'0 0 0 0 1 1 0 0 	D	0.384657	0.384657	0.384657	0.384657	1.700002	1.700002	0.384657	0.384657	0.254981	0.191907	0.464286	0.088826	1.587926	
641000	-305.411540	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.557436	0.557436	0.557436	0.557436	2.196514	2.196514	0.000000	0.557436	0.448702	0.508152	0.042912	0.000234	1.941142	
642000	-306.278461	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.671088	0.671088	0.671088	0.671088	2.522564	2.522564	0.000000	0.671088	0.424383	0.533724	0.041577	0.000316	0.843319	
643000	-307.121752	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.431818	0.431818	0.431818	0.431818	2.211730	2.211730	0.000000	0.431818	0.476463	0.458194	0.065100	0.000243	1.773315	
644000	-305.462949	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.618617	0.618617	0.618617	0.618617	2.265059	2.265059	0.000000	0.618617	0.435621	0.524353	0.039770	0.000256	1.057030	
645000	-311.462946	1	2	2	'0 Z 0 0 1 1 Z 0 	D	0.782954	0.000000	0.782954	0.782954	1.881225	1.881225	0.000000	0.782954	0.214379	0.715310	0.069153	0.001158	1.438469	
646000	-306.097737	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.495637	0.495637	0.495637	0.495637	1.926908	1.926908	0.000000	0.495637	0.464312	0.492054	0.043446	0.000188	0.536581	
647000	-306.528286	1	2	0	'0 0 0 0 1 1 0 0 	D	0.399286	0.399286	0.399286	0.399286	1.989738	1.989738	0.399286	0.399286	0.238739	0.178232	0.492616	0.090414	0.771584	
648000	-305.600907	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.545564	0.545564	0.545564	0.545564	1.970501	1.970501	0.000000	0.545564	0.452575	0.508442	0.038788	0.000195	1.689959	
649000	-306.882668	1	2	0	'0 0 0 0 1 1 0 0 	D	0.381991	0.381991	0.381991	0.381991	2.047230	2.047230	0.381991	0.381991	0.231303	0.164410	0.517655	0.086632	1.382669	
650000	-306.759346	1	2	0	'0 0 0 0 1 1 0 0 	D	0.401612	0.401612	0.401612	0.401612	1.786779	1.786779	0.401612	0.401612	0.252332	0.194799	0.461171	0.091698	1.876596	
651000	-307.823810	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.430162	0.430162	0.430162	0.430162	1.759750	1.759750	0.000000	0.430162	0.481301	0.468132	0.050399	0.000169	1.301527	
652000	-308.191675	1	2	0	'0 0 0 0 1 1 0 0 	D	0.611630	0.611630	0.611630	0.611630	1.574270	1.574270	0.611630	0.611630	0.280187	0.312811	0.280817	0.126184	0.933757	
653000	-305.966427	1	2	0	'0 0 0 0 1 1 0 0 	D	0.486189	0.486189	0.486189	0.486189	1.848923	1.848923	0.486189	0.486189	0.260492	0.234825	0.397797	0.106886	1.381194	
654000	-306.342195	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.680108	0.680108	0.680108	0.680108	1.874240	1.874240	0.000000	0.680108	0.425287	0.545493	0.029024	0.000196	1.614578	
655000	-306.465573	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.583558	0.583558	0.583558	0.583558	1.719453	1.719453	0.000000	0.583558	0.445179	0.525353	0.029316	0.000152	1.505570	
656000	-307.391516	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.562813	0.562813	0.562813	0.562813	2.822682	2.822682	0.000000	0.562813	0.443923	0.503081	0.052676	0.000321	1.346183	
657000	-305.417910	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.613450	0.613450	0.613450	0.613450	2.087375	2.087375	0.000000	0.613450	0.437502	0.525768	0.036506	0.000223	1.039873	
658000	-305.775878	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.511349	0.511349	0.511349	0.511349	2.244500	2.244500	0.000000	0.511349	0.458550	0.492034	0.049177	0.000238	0.977852	
659000	-311.451374	1	2	2	'0 Z 0 0 1 1 Z 0 	D	0.698888	0.000000	0.698888	0.698888	1.874881	1.874881	0.000000	0.698888	0.195683	0.719015	0.084096	0.001205	0.748684	
660000	-305.522364	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.532782	0.532782	0.532782	0.532782	2.140355	2.140355	0.000000	0.532782	0.454447	0.501131	0.044199	0.000223	1.274385	
661000	-307.041116	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.509211	0.509211	0.509211	0.509211	1.668298	1.668298	0.000000	0.509211	0.462508	0.503797	0.033553	0.000141	1.412647	
662000	-310.470509	1	2	0	'0 1 1 1 0 0 1 0 	D	1.161549	0.281414	0.281414	0.281414	1.161549	1.161549	0.281414	1.161549	0.410098	0.123186	0.242677	0.224039	1.161107	
663000	-305.903609	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.685642	0.685642	0.685642	0.685642	2.101002	2.101002	0.000000	0.685642	0.423554	0.542604	0.033599	0.000243	1.557567	
664000	-307.036328	1	2	0	'1 1 1 1 0 0 1 1 	D	0.470258	0.470258	0.470258	0.470258	2.510750	2.510750	0.470258	0.470258	0.227073	0.187265	0.482949	0.102713	1.663675	
665000	-306.171309	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.521023	0.521023	0.521023	0.521023	2.468570	2.468570	0.000000	0.521023	0.454917	0.492691	0.052122	0.000270	1.871788	
666000	-306.739326	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.474674	0.474674	0.474674	0.474674	2.450453	2.450453	0.000000	0.474674	0.465190	0.475214	0.059329	0.000267	1.869098	
667000	-306.012071	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.487097	0.487097	0.487097	0.487097	2.175931	2.175931	0.000000	0.487097	0.464499	0.483862	0.051409	0.000229	0.368096	
668000	-306.786223	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.735855	0.735855	0.735855	0.735855	2.465918	2.465918	0.000000	0.735855	0.413402	0.547736	0.038527	0.000335	0.730705	
669000	-307.131277	1	2	0	'1 1 1 1 0 0 1 1 	D	0.570238	0.570238	0.570238	0.570238	1.659380	1.659380	0.570238	0.570238	0.275632	0.288616	0.315362	0.120390	0.670010	
670000	-306.499899	1	2	0	'1 1 1 1 0 0 1 1 	D	0.402942	0.402942	0.402942	0.402942	2.072644	2.072644	0.402942	0.402942	0.234831	0.175199	0.499145	0.090825	0.999176	
671000	-309.648922	1	2	0	'1 1 1 1 0 0 1 1 	D	0.629235	0.629235	0.629235	0.629235	2.839340	2.839340	0.629235	0.629235	0.227547	0.229275	0.410420	0.132758	1.480064	
672000	-306.562059	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.715915	0.715915	0.715915	0.715915	1.936440	1.936440	0.000000	0.715915	0.418681	0.551729	0.029372	0.000218	0.915001	
673000	-306.054432	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.569955	0.569955	0.569955	0.569955	1.802054	1.802054	0.000000	0.569955	0.447906	0.519528	0.032400	0.000166	1.593913	
674000	-306.319683	1	2	0	'0 0 0 0 1 1 0 0 	D	0.446499	0.446499	0.446499	0.446499	2.269878	2.269878	0.446499	0.446499	0.233278	0.187366	0.480589	0.098767	0.912950	
675000	-305.362763	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.569462	0.569462	0.569462	0.569462	2.149428	2.149428	0.000000	0.569462	0.446378	0.512533	0.040861	0.000227	1.407819	
676000	-306.070761	1	2	0	'0 0 0 0 1 1 0 0 	D	0.433552	0.433552	0.433552	0.433552	1.973766	1.973766	0.433552	0.433552	0.246337	0.198538	0.457997	0.097127	1.652285	
677000	-305.860696	1	2	0	'0 0 0 0 1 1 0 0 	D	0.477453	0.477453	0.477453	0.477453	2.106608	2.106608	0.477453	0.477453	0.245305	0.211492	0.438181	0.105023	1.505485	
678000	-310.412030	1	2	0	'0 0 0 0 0 1 0 0 	D	0.619910	0.619910	0.619910	0.619910	0.619910	3.809302	0.619910	0.619910	0.597626	0.256388	0.117667	0.028319	1.243772	
679000	-306.551319	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.680051	0.680051	0.680051	0.680051	1.821541	1.821541	0.000000	0.680051	0.425422	0.546547	0.027846	0.000186	1.139902	
680000	-307.021574	1	2	0	'0 0 0 0 1 1 0 0 	D	0.618025	0.618025	0.618025	0.618025	2.230292	2.230292	0.618025	0.618025	0.246447	0.256209	0.366582	0.130762	1.938912	
681000	-305.400976	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.563857	0.563857	0.563857	0.563857	2.212803	2.212803	0.000000	0.563857	0.447227	0.509865	0.042671	0.000237	1.490118	
682000	-305.496003	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.543215	0.543215	0.543215	0.543215	2.221382	2.221382	0.000000	0.543215	0.451648	0.503284	0.044832	0.000236	1.382882	
683000	-305.629497	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.545788	0.545788	0.545788	0.545788	1.955771	1.955771	0.000000	0.545788	0.452602	0.508815	0.038390	0.000192	1.020552	
684000	-307.996373	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.738687	0.738687	0.738687	0.738687	1.696419	1.696419	0.000000	0.738687	0.415162	0.560955	0.023710	0.000172	1.875847	
685000	-305.831799	1	2	0	'0 0 0 0 1 1 0 0 	D	0.497037	0.497037	0.497037	0.497037	2.087608	2.087608	0.497037	0.497037	0.248250	0.221557	0.421537	0.108655	1.541295	
686000	-311.438942	1	2	0	'0 0 0 0 0 1 0 0 	D	0.552229	0.552229	0.552229	0.552229	0.552229	1.956224	0.552229	0.552229	0.480947	0.339377	0.133765	0.045910	1.146090	
687000	-310.152558	1	2	0	'1 1 1 1 1 0 1 1 	D	0.523738	0.523738	0.523738	0.523738	0.523738	3.500576	0.523738	0.523738	0.659013	0.204199	0.117847	0.018941	1.875003	
688000	-310.369387	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.767129	0.767129	0.767129	0.767129	0.767129	2.640541	0.000000	0.767129	0.483473	0.507776	0.008674	0.000076	1.637811	
689000	-309.320722	1	2	0	'1 1 1 1 1 0 1 1 	D	0.654327	0.654327	0.654327	0.654327	0.654327	2.976945	0.654327	0.654327	0.518341	0.301144	0.137397	0.043117	0.638823	
690000	-311.946465	1	2	1	'1 0 0 0 1 1 Z 0 	D	1.288525	0.632813	0.632813	0.632813	1.288525	1.288525	0.000000	0.632813	0.548124	0.426257	0.025475	0.000144	0.429735	
691000	-309.672261	1	2	0	'1 1 1 1 1 0 1 1 	D	0.521502	0.521502	0.521502	0.521502	0.521502	2.728986	0.521502	0.521502	0.603828	0.232759	0.137409	0.026004	1.077139	
692000	-309.833221	1	2	0	'1 1 1 1 1 0 1 1 	D	0.682475	0.682475	0.682475	0.682475	0.682475	2.530416	0.682475	0.682475	0.461104	0.343580	0.139314	0.056002	1.487383	
693000	-309.376080	1	2	0	'1 1 1 1 1 0 1 1 	D	0.555611	0.555611	0.555611	0.555611	0.555611	3.136250	0.555611	0.555611	0.608288	0.235443	0.130243	0.026026	1.670895	
694000	-309.301259	1	2	0	'1 1 1 1 1 0 1 1 	D	0.557864	0.557864	0.557864	0.557864	0.557864	2.819407	0.557864	0.557864	0.580705	0.252644	0.136579	0.030072	0.889201	
695000	-312.365448	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.949114	0.949114	0.949114	0.949114	0.949114	2.820163	0.000000	0.949114	0.429437	0.561991	0.008461	0.000111	1.370211	
696000	-309.494942	1	2	0	'1 1 1 1 1 0 1 1 	D	0.564136	0.564136	0.564136	0.564136	0.564136	2.573348	0.564136	0.564136	0.551205	0.274843	0.139215	0.034737	1.402981	
697000	-311.507654	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.880624	0.880624	0.880624	0.880624	0.880624	3.355309	0.000000	0.880624	0.472557	0.519365	0.007985	0.000093	0.983446	
698000	-310.810804	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.688085	0.688085	0.688085	0.688085	0.688085	2.340864	0.000000	0.688085	0.500324	0.490570	0.009044	0.000063	1.413451	
699000	-306.265558	1	2	0	'1 1 1 1 0 0 1 0 	D	0.242990	0.242990	0.242990	0.242990	1.740046	1.740046	0.242990	1.740046	0.127494	0.096753	0.389557	0.386195	1.456212	
700000	-305.199393	1	2	0	'1 1 1 1 0 0 1 0 	D	0.282537	0.282537	0.282537	0.282537	1.768549	1.768549	0.282537	1.768549	0.148306	0.122482	0.365086	0.364126	1.676983	
701000	-306.005904	1	2	0	'1 1 1 1 0 0 1 0 	D	0.268847	0.268847	0.268847	0.268847	1.994305	1.994305	0.268847	1.994305	0.124078	0.100903	0.375710	0.399309	1.428463	
702000	-305.752669	1	2	0	'1 1 1 1 0 0 1 0 	D	0.261367	0.261367	0.261367	0.261367	1.629294	1.629294	0.261367	1.629294	0.148873	0.117164	0.375329	0.358633	0.641540	
703000	-306.479590	1	2	0	'1 1 1 1 0 0 1 0 	D	0.241814	0.241814	0.241814	0.241814	1.576468	1.576468	0.241814	1.576468	0.141631	0.106686	0.387572	0.364111	1.163943	
704000	-305.323999	1	2	0	'1 1 1 1 0 0 1 0 	D	0.327923	0.327923	0.327923	0.327923	2.055014	2.055014	0.327923	2.055014	0.148843	0.135913	0.344602	0.370642	1.140622	
705000	-305.416125	1	2	0	'1 1 1 1 0 0 1 0 	D	0.348611	0.348611	0.348611	0.348611	2.100293	2.100293	0.348611	2.100293	0.154570	0.146617	0.334792	0.364021	0.808072	
706000	-305.274617	1	2	0	'1 1 1 1 0 0 1 0 	D	0.333539	0.333539	0.333539	0.333539	2.052387	2.052387	0.333539	2.052387	0.151461	0.139619	0.341649	0.367271	0.526414	
707000	-305.462064	1	2	0	'1 1 1 1 0 0 1 0 	D	0.287845	0.287845	0.287845	0.287845	1.953961	1.953961	0.287845	1.953961	0.136709	0.115209	0.364943	0.383139	1.102793	
708000	-305.489281	1	2	0	'1 1 1 1 0 0 1 0 	D	0.318817	0.318817	0.318817	0.318817	2.075292	2.075292	0.318817	2.075292	0.143463	0.129107	0.349603	0.377827	1.812562	
709000	-304.853263	1	2	0	'1 1 1 1 0 0 1 0 	D	0.328550	0.328550	0.328550	0.328550	1.920739	1.920739	0.328550	1.920739	0.158776	0.143892	0.341686	0.355647	0.764202	
710000	-305.372977	1	2	0	'1 1 1 1 0 0 1 0 	D	0.303028	0.303028	0.303028	0.303028	2.000016	2.000016	0.303028	2.000016	0.141085	0.122742	0.357090	0.379084	1.123100	
711000	-305.044562	1	2	0	'1 1 1 1 0 0 1 0 	D	0.342152	0.342152	0.342152	0.342152	2.005033	2.005033	0.342152	2.005033	0.158418	0.147696	0.336283	0.357603	0.995689	
712000	-305.577625	1	2	0	'1 1 1 1 0 0 1 0 	D	0.266509	0.266509	0.266509	0.266509	1.659469	1.659469	0.266509	1.659469	0.149052	0.118678	0.372697	0.359573	1.342433	
713000	-306.490345	1	2	0	'1 1 1 1 0 0 1 0 	D	0.315170	0.315170	0.315170	0.315170	2.259249	2.259249	0.315170	2.259249	0.131133	0.118920	0.352747	0.397200	1.186359	
714000	-307.465158	1	2	0	'1 1 1 1 0 0 1 0 	D	0.259876	0.259876	0.259876	0.259876	2.246979	2.246979	0.259876	2.246979	0.105695	0.085938	0.379219	0.429148	1.844004	
715000	-307.623000	1	2	0	'1 1 1 1 0 0 1 0 	D	0.215357	0.215357	0.215357	0.215357	1.886897	1.886897	0.215357	1.886897	0.099976	0.071505	0.405543	0.422976	1.485446	
716000	-304.994976	1	2	0	'1 1 1 1 0 0 1 0 	D	0.292720	0.292720	0.292720	0.292720	1.703338	1.703338	0.292720	1.703338	0.159783	0.134238	0.356842	0.349137	1.437868	
717000	-305.988601	1	2	0	'1 1 1 1 0 0 1 0 	D	0.251392	0.251392	0.251392	0.251392	1.690772	1.690772	0.251392	1.690772	0.136918	0.105674	0.383467	0.373941	1.296425	
718000	-305.390998	1	2	0	'1 1 1 1 0 0 1 0 	D	0.300246	0.300246	0.300246	0.300246	1.993970	1.993970	0.300246	1.993970	0.140147	0.121246	0.358533	0.380075	1.888604	
719000	-302.690510	1	3	1	'1 1 1 1 2 0 Z 2 	D	0.540773	0.540773	0.540773	0.540773	1.595855	3.085038	0.000000	1.595855	0.444902	0.534719	0.019530	0.000850	1.357644	
720000	-311.224184	1	2	0	'1 1 1 1 1 0 1 1 	D	0.443772	0.443772	0.443772	0.443772	0.443772	2.656628	0.443772	0.443772	0.666612	0.177689	0.138757	0.016942	1.783545	
721000	-303.432812	1	3	0	'2 1 1 1 2 0 1 2 	D	1.083750	0.296794	0.296794	0.296794	1.083750	2.849540	0.296794	1.083750	0.441158	0.121078	0.323530	0.114234	1.265577	
722000	-309.637357	1	2	0	'1 0 0 0 1 1 0 1 	D	1.546747	0.305423	0.305423	0.305423	1.546747	1.546747	0.305423	1.546747	0.329908	0.101576	0.267019	0.301497	0.989912	
723000	-309.943316	1	2	0	'1 0 0 0 1 1 0 1 	D	1.605793	0.295713	0.295713	0.295713	1.605793	1.605793	0.295713	1.605793	0.311997	0.091660	0.275733	0.320610	0.240652	
724000	-306.254894	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.589054	0.589054	0.589054	0.589054	2.595434	2.595434	0.000000	0.589054	0.439817	0.512544	0.047340	0.000299	1.493504	
725000	-306.143320	1	2	0	'1 1 1 1 0 0 1 1 	D	0.430194	0.430194	0.430194	0.430194	1.916263	1.916263	0.430194	0.430194	0.249209	0.200911	0.453219	0.096662	1.384985	
726000	-310.211137	1	2	0	'1 1 1 1 0 0 1 1 	D	0.406952	0.406952	0.406952	0.406952	1.288647	1.288647	0.406952	0.406952	0.298022	0.258269	0.350319	0.093389	0.642726	
727000	-306.034999	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.680440	0.680440	0.680440	0.680440	1.980969	1.980969	0.000000	0.680440	0.424919	0.543541	0.031321	0.000218	0.688918	
728000	-305.777259	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.511586	0.511586	0.511586	0.511586	2.008667	2.008667	0.000000	0.511586	0.460072	0.496192	0.043535	0.000201	1.022108	
