Options:
Model:                           Discrete: Dependent
Tree File Name:                  BirdTreeCleaned.tre
Data File Name:                  DataCleaned.txt
Log File Name:                   birds_nest_coparent_depRJ.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2140403048
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      3500000
Burn in:                         500000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   birds_nest_coparent_depRJ.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Save Model:                      birds_nest_coparent_depRJ.bin
Scale Tree:                      0.010244
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,2.00) 
Tree Information
     Trees:                      1
     Taxa:                       399
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
2968000	-307.465435	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.417570	0.417570	0.417570	0.417570	2.174681	2.174681	0.000000	0.417570	0.479791	0.451082	0.068885	0.000242	1.845889	
2969000	-305.484610	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.540156	0.540156	0.540156	0.540156	2.093598	2.093598	0.000000	0.540156	0.453090	0.504369	0.042326	0.000216	1.590293	
2970000	-306.141297	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.619637	0.619637	0.619637	0.619637	1.806778	1.806778	0.000000	0.619637	0.437290	0.532808	0.029730	0.000172	0.493015	
2971000	-306.083714	1	2	0	'1 1 1 1 0 0 1 1 	D	0.460555	0.460555	0.460555	0.460555	1.820649	1.820649	0.460555	0.460555	0.259615	0.224746	0.413241	0.102397	0.905799	
2972000	-305.359946	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.600211	0.600211	0.600211	0.600211	2.142758	2.142758	0.000000	0.600211	0.439951	0.521344	0.038475	0.000231	1.715800	
2973000	-306.260908	1	2	0	'1 1 1 1 0 0 1 1 	D	0.559194	0.559194	0.559194	0.559194	2.189020	2.189020	0.559194	0.559194	0.247328	0.239611	0.393111	0.119951	1.733291	
2974000	-306.745416	1	2	0	'1 1 1 1 0 0 1 1 	D	0.387699	0.387699	0.387699	0.387699	1.997917	1.997917	0.387699	0.387699	0.235568	0.170829	0.505574	0.088029	0.655452	
2975000	-305.830205	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.501955	0.501955	0.501955	0.501955	2.054371	2.054371	0.000000	0.501955	0.461982	0.491760	0.046049	0.000209	1.115170	
2976000	-312.556671	1	2	1	'0 0 0 0 0 1 Z 0 	D	0.955723	0.955723	0.955723	0.955723	0.955723	2.717302	0.000000	0.955723	0.424104	0.567287	0.008497	0.000112	1.640728	
2977000	-309.408797	1	2	0	'0 0 0 0 0 1 0 0 	D	0.661664	0.661664	0.661664	0.661664	0.661664	2.772896	0.661664	0.661664	0.496436	0.316664	0.139221	0.047679	1.995774	
2978000	-306.311420	1	2	0	'0 0 0 0 1 1 0 0 	D	0.459059	0.459059	0.459059	0.459059	1.744072	1.744072	0.459059	0.459059	0.264565	0.230997	0.402232	0.102207	1.391010	
2979000	-305.693009	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.512361	0.512361	0.512361	0.512361	2.133445	2.133445	0.000000	0.512361	0.459075	0.494153	0.046551	0.000222	1.751204	
2980000	-311.061309	1	2	0	'0 0 0 0 0 1 0 0 	D	0.770934	0.770934	0.770934	0.770934	0.770934	3.474521	0.770934	0.770934	0.474680	0.331963	0.137260	0.056097	1.382462	
2981000	-311.972675	1	2	1	'0 0 0 0 0 1 Z 0 	D	0.928126	0.928126	0.928126	0.928126	0.928126	2.989513	0.000000	0.928126	0.441550	0.550001	0.008342	0.000106	0.931653	
2982000	-309.160341	1	2	0	'0 0 0 0 0 1 0 0 	D	0.603234	0.603234	0.603234	0.603234	0.603234	2.871635	0.603234	0.603234	0.548177	0.278518	0.136982	0.036324	1.947808	
2983000	-312.438857	1	2	1	'0 0 0 0 0 1 Z 0 	D	0.524973	0.524973	0.524973	0.524973	0.524973	3.436261	0.000000	0.524973	0.728679	0.261432	0.009852	0.000037	1.392180	
2984000	-310.827068	1	2	1	'0 0 0 0 0 1 Z 0 	D	0.806707	0.806707	0.806707	0.806707	0.806707	2.504057	0.000000	0.806707	0.458813	0.532821	0.008287	0.000079	0.916614	
2985000	-306.015331	1	2	0	'1 1 1 1 0 0 1 1 	D	0.508182	0.508182	0.508182	0.508182	1.842229	1.842229	0.508182	0.508182	0.262559	0.245401	0.381335	0.110705	1.118359	
2986000	-305.714536	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.567952	0.567952	0.567952	0.567952	2.411866	2.411866	0.000000	0.567952	0.445212	0.508432	0.046088	0.000268	0.660974	
2987000	-306.050867	1	2	0	'1 1 1 1 0 0 1 1 	D	0.449087	0.449087	0.449087	0.449087	1.867605	1.867605	0.449087	0.449087	0.255140	0.214848	0.429744	0.100267	1.494238	
2988000	-305.815885	1	2	0	'1 1 1 1 0 0 1 1 	D	0.483093	0.483093	0.483093	0.483093	1.970317	1.970317	0.483093	0.483093	0.253102	0.223578	0.417064	0.106255	1.050247	
2989000	-306.096886	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.524976	0.524976	0.524976	0.524976	1.834399	1.834399	0.000000	0.524976	0.457985	0.504731	0.037113	0.000171	1.052000	
2990000	-305.525091	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.592485	0.592485	0.592485	0.592485	1.973891	1.973891	0.000000	0.592485	0.442344	0.522223	0.035233	0.000200	1.868479	
2991000	-311.560887	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.823298	0.823298	0.823298	0.823298	0.823298	2.250507	0.000000	0.823298	0.439746	0.552348	0.007831	0.000075	1.151370	
2992000	-309.628630	1	2	0	'1 1 1 1 1 0 1 1 	D	0.644496	0.644496	0.644496	0.644496	0.644496	3.394852	0.644496	0.644496	0.554829	0.279156	0.129973	0.036042	1.781641	
2993000	-322.072489	1	1	0	'0 0 0 0 0 0 0 0 	I	0.765117	0.765117	0.765117	0.765117	0.765117	0.765117	0.765117	0.765117	0.326052	0.489600	0.073692	0.110656	1.959465	
2994000	-306.462213	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.504144	0.504144	0.504144	0.504144	1.787480	1.787480	0.000000	0.504144	0.463148	0.498659	0.038031	0.000163	0.968785	
2995000	-305.360762	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.570528	0.570528	0.570528	0.570528	2.149957	2.149957	0.000000	0.570528	0.446147	0.512840	0.040785	0.000228	0.708079	
2996000	-306.922123	1	2	0	'0 0 0 0 1 1 0 0 	D	0.437524	0.437524	0.437524	0.437524	1.633150	1.633150	0.437524	0.437524	0.269997	0.230673	0.400740	0.098590	1.724116	
2997000	-309.927080	1	2	0	'0 0 0 0 1 1 0 0 	D	0.308380	0.308380	0.308380	0.308380	1.663566	1.663566	0.308380	0.308380	0.234309	0.139951	0.553352	0.072388	0.821269	
2998000	-308.582836	1	2	0	'0 0 0 0 1 1 0 0 	D	0.442171	0.442171	0.442171	0.442171	1.401919	1.401919	0.442171	0.442171	0.290675	0.262163	0.348115	0.099047	0.744222	
2999000	-306.714608	1	2	0	'1 1 1 1 0 0 1 1 	D	0.462439	0.462439	0.462439	0.462439	1.645169	1.645169	0.462439	0.462439	0.272076	0.242826	0.382312	0.102786	0.850648	
3000000	-307.906083	1	2	0	'1 1 1 1 0 0 1 1 	D	0.346400	0.346400	0.346400	0.346400	2.113258	2.113258	0.346400	0.346400	0.217535	0.138781	0.565154	0.078530	1.067982	
3001000	-307.417307	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.793365	0.793365	0.793365	0.793365	2.112515	2.112515	0.000000	0.793365	0.405579	0.562863	0.031272	0.000286	1.075413	
3002000	-305.796266	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.516236	0.516236	0.516236	0.516236	1.969612	1.969612	0.000000	0.516236	0.459247	0.498652	0.041906	0.000195	1.034238	
3003000	-309.224780	1	2	0	'1 1 1 1 0 0 1 1 	D	0.382691	0.382691	0.382691	0.382691	1.418670	1.418670	0.382691	0.382691	0.279592	0.222739	0.408019	0.089650	0.538524	
3004000	-306.787285	1	2	0	'1 1 1 1 0 0 1 1 	D	0.544726	0.544726	0.544726	0.544726	1.677798	1.677798	0.544726	0.544726	0.274335	0.276832	0.332466	0.116367	0.504451	
3005000	-306.083331	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.481892	0.481892	0.481892	0.481892	2.166945	2.166945	0.000000	0.481892	0.465747	0.481908	0.052116	0.000228	0.948534	
3006000	-311.437019	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.879973	0.879973	0.879973	0.879973	0.879973	2.641138	0.000000	0.879973	0.441405	0.550215	0.008287	0.000094	1.494473	
3007000	-304.958007	1	2	0	'1 1 1 1 0 0 1 0 	D	0.327083	0.327083	0.327083	0.327083	1.952990	1.952990	0.327083	1.952990	0.155666	0.140990	0.343215	0.360129	0.733281	
3008000	-306.458174	1	2	0	'1 1 1 1 0 0 1 0 	D	0.238542	0.238542	0.238542	0.238542	1.657265	1.657265	0.238542	1.657265	0.131745	0.098698	0.391477	0.378081	1.196261	
3009000	-306.788964	1	2	0	'1 1 1 1 0 0 1 0 	D	0.355401	0.355401	0.355401	0.355401	2.345182	2.345182	0.355401	2.345182	0.143052	0.139906	0.334474	0.382568	1.997016	
3010000	-309.414030	1	2	0	'0 0 0 0 0 1 0 0 	D	0.567169	0.567169	0.567169	0.567169	0.567169	2.622252	0.567169	0.567169	0.553828	0.272848	0.138910	0.034413	1.100158	
3011000	-310.112542	1	2	1	'0 0 0 0 0 1 Z 0 	D	0.709338	0.709338	0.709338	0.709338	0.709338	2.775717	0.000000	0.709338	0.524136	0.466429	0.009364	0.000071	1.598522	
3012000	-309.348675	1	2	0	'1 1 1 1 1 0 1 1 	D	0.655086	0.655086	0.655086	0.655086	0.655086	3.053991	0.655086	0.655086	0.523670	0.297733	0.136486	0.042111	1.655774	
3013000	-311.561573	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.857876	0.857876	0.857876	0.857876	0.857876	2.397055	0.000000	0.857876	0.436750	0.555103	0.008062	0.000084	1.188080	
3014000	-309.398106	1	2	0	'1 1 1 1 1 0 1 1 	D	0.659435	0.659435	0.659435	0.659435	0.659435	3.098258	0.659435	0.659435	0.523795	0.297923	0.136081	0.042201	1.206364	
3015000	-309.767259	1	2	0	'1 1 1 1 1 0 1 1 	D	0.522340	0.522340	0.522340	0.522340	0.522340	2.627529	0.522340	0.522340	0.593084	0.240612	0.138819	0.027485	0.393340	
3016000	-309.593632	1	2	0	'1 1 1 1 1 0 1 1 	D	0.644663	0.644663	0.644663	0.644663	0.644663	3.370539	0.644663	0.644663	0.553168	0.279994	0.130490	0.036349	1.695014	
3017000	-314.564013	1	2	0	'1 1 1 1 1 0 1 1 	D	0.355556	0.355556	0.355556	0.355556	0.355556	2.925726	0.355556	0.355556	0.752269	0.106968	0.133000	0.007763	1.936828	
3018000	-311.820951	1	2	0	'0 0 1 0 1 1 0 1 	D	0.199024	0.199024	1.163093	0.199024	1.163093	1.163093	0.199024	1.163093	0.069061	0.483500	0.223504	0.223935	1.263548	
3019000	-305.449591	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.601845	0.601845	0.601845	0.601845	2.287351	2.287351	0.000000	0.601845	0.438885	0.519629	0.041230	0.000255	1.856616	
3020000	-306.474296	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.486550	0.486550	0.486550	0.486550	2.427012	2.427012	0.000000	0.486550	0.462759	0.480303	0.056674	0.000264	1.276568	
3021000	-306.065684	1	2	0	'0 0 0 0 1 1 0 0 	D	0.459666	0.459666	0.459666	0.459666	2.198609	2.198609	0.459666	0.459666	0.238562	0.197575	0.462379	0.101484	1.150836	
3022000	-305.904581	1	2	0	'0 0 0 0 1 1 0 0 	D	0.525314	0.525314	0.525314	0.525314	2.069892	2.069892	0.525314	0.525314	0.251225	0.234673	0.400300	0.113801	1.487756	
3023000	-306.472014	1	2	0	'0 0 0 0 1 1 0 0 	D	0.449623	0.449623	0.449623	0.449623	2.330754	2.330754	0.449623	0.449623	0.231106	0.185855	0.483837	0.099202	1.479813	
3024000	-305.398080	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.610193	0.610193	0.610193	0.610193	2.215161	2.215161	0.000000	0.610193	0.437558	0.522885	0.039312	0.000245	0.617083	
3025000	-305.926791	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.681289	0.681289	0.681289	0.681289	2.043854	2.043854	0.000000	0.681289	0.424554	0.542617	0.032598	0.000231	1.789636	
3026000	-306.311549	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.604741	0.604741	0.604741	0.604741	2.611315	2.611315	0.000000	0.604741	0.436580	0.516654	0.046460	0.000306	1.975707	
3027000	-305.652635	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.516548	0.516548	0.516548	0.516548	2.125448	2.125448	0.000000	0.516548	0.458182	0.495788	0.045810	0.000220	0.510260	
3028000	-306.699267	1	2	0	'0 0 0 0 1 1 0 0 	D	0.602804	0.602804	0.602804	0.602804	2.153737	2.153737	0.602804	0.602804	0.249582	0.256590	0.365960	0.127869	1.324079	
3029000	-307.559221	1	2	0	'0 0 0 0 1 1 0 0 	D	0.572280	0.572280	0.572280	0.572280	2.566517	2.566517	0.572280	0.572280	0.233847	0.223798	0.420215	0.122139	0.551960	
3030000	-306.171100	1	2	0	'0 0 0 0 1 1 0 0 	D	0.424932	0.424932	0.424932	0.424932	1.954038	1.954038	0.424932	0.424932	0.246005	0.195251	0.463194	0.095551	1.462003	
3031000	-306.101171	1	2	0	'0 0 0 0 1 1 0 0 	D	0.441203	0.441203	0.441203	0.441203	2.143118	2.143118	0.441203	0.441203	0.238446	0.191658	0.471794	0.098102	1.492723	
3032000	-305.946497	1	2	0	'0 0 0 0 1 1 0 0 	D	0.458121	0.458121	0.458121	0.458121	1.903421	1.903421	0.458121	0.458121	0.254139	0.216614	0.427409	0.101838	1.336325	
3033000	-306.620748	1	2	0	'0 0 0 0 1 1 0 0 	D	0.407307	0.407307	0.407307	0.407307	1.806061	1.806061	0.407307	0.407307	0.252153	0.196596	0.458543	0.092708	1.428586	
3034000	-311.392735	1	2	0	'0 1 0 1 0 0 1 0 	D	1.268324	0.315680	1.268324	0.315680	1.268324	1.268324	0.315680	1.268324	0.223962	0.428100	0.157545	0.190393	1.443185	
3035000	-305.305649	1	3	0	'0 1 0 1 2 2 1 2 	D	0.820406	0.295314	0.820406	0.295314	1.508608	1.508608	0.295314	1.508608	0.208648	0.314592	0.228609	0.248152	1.254157	
3036000	-323.026644	1	1	0	'0 0 0 0 0 0 0 0 	I	0.646949	0.646949	0.646949	0.646949	0.646949	0.646949	0.646949	0.646949	0.355243	0.486823	0.066628	0.091306	1.138343	
3037000	-311.850502	1	2	1	'1 0 0 0 1 1 Z 1 	D	1.150383	0.370831	0.370831	0.370831	1.150383	1.150383	0.000000	1.150383	0.678772	0.297431	0.023281	0.000516	0.965890	
3038000	-307.110511	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.565263	0.565263	0.565263	0.565263	1.618814	1.618814	0.000000	0.565263	0.449492	0.522836	0.027540	0.000132	1.487853	
3039000	-305.865065	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.685092	0.685092	0.685092	0.685092	2.164316	2.164316	0.000000	0.685092	0.423413	0.541484	0.034847	0.000256	1.815683	
3040000	-306.064314	1	2	0	'0 0 0 0 1 1 0 0 	D	0.514412	0.514412	0.514412	0.514412	1.830672	1.830672	0.514412	0.514412	0.263625	0.249145	0.375464	0.111766	1.752696	
3041000	-306.297867	1	2	0	'0 0 0 0 1 1 0 0 	D	0.423682	0.423682	0.423682	0.423682	1.856490	1.856490	0.423682	0.423682	0.251858	0.201948	0.450574	0.095621	0.910016	
3042000	-305.719226	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.539323	0.539323	0.539323	0.539323	1.929880	1.929880	0.000000	0.539323	0.454195	0.507288	0.038328	0.000188	1.355291	
3043000	-310.296591	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.725701	0.725701	0.725701	0.725701	3.220009	3.220009	0.000000	0.725701	0.411824	0.539098	0.048621	0.000458	1.102174	
3044000	-309.986205	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.407534	0.407534	0.407534	0.407534	1.521521	1.521521	0.000000	0.407534	0.489187	0.466043	0.044641	0.000129	1.064164	
3045000	-310.095801	1	2	1	'0 0 0 0 0 1 Z 0 	D	0.734552	0.734552	0.734552	0.734552	0.734552	2.862518	0.000000	0.734552	0.515549	0.475316	0.009061	0.000074	1.319964	
3046000	-310.002436	1	2	0	'0 0 0 0 0 1 0 0 	D	0.673368	0.673368	0.673368	0.673368	0.673368	3.515613	0.673368	0.673368	0.540822	0.290411	0.129615	0.039152	1.489345	
3047000	-309.854956	1	2	0	'0 0 0 0 0 1 0 0 	D	0.577376	0.577376	0.577376	0.577376	0.577376	3.550397	0.577376	0.577376	0.617462	0.236755	0.120820	0.024963	1.384412	
3048000	-310.241265	1	2	1	'0 0 0 0 0 1 Z 0 	D	0.718878	0.718878	0.718878	0.718878	0.718878	2.633558	0.000000	0.718878	0.507482	0.483286	0.009162	0.000071	0.881271	
3049000	-310.621303	1	2	0	'1 1 1 1 1 0 1 1 	D	0.766859	0.766859	0.766859	0.766859	0.766859	2.776061	0.766859	0.766859	0.433342	0.358403	0.141515	0.066740	1.510515	
3050000	-309.804846	1	2	0	'1 1 1 1 1 0 1 1 	D	0.536354	0.536354	0.536354	0.536354	0.536354	2.506875	0.536354	0.536354	0.567638	0.261141	0.139770	0.031451	1.461890	
3051000	-311.891146	1	2	0	'1 1 1 1 1 0 1 1 	D	0.424568	0.424568	0.424568	0.424568	0.424568	3.288051	0.424568	0.424568	0.725882	0.143715	0.119463	0.010940	1.992777	
3052000	-310.655266	1	2	0	'1 1 1 1 1 0 1 1 	D	0.711389	0.711389	0.711389	0.711389	0.711389	2.285086	0.711389	0.711389	0.422150	0.374634	0.136482	0.066734	1.706724	
3053000	-309.348249	1	2	0	'1 1 1 1 1 0 1 1 	D	0.573402	0.573402	0.573402	0.573402	0.573402	2.656261	0.573402	0.573402	0.552140	0.274318	0.138684	0.034858	1.870373	
3054000	-312.600496	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.508659	0.508659	0.508659	0.508659	0.508659	2.795944	0.000000	0.508659	0.698800	0.287656	0.013495	0.000048	1.171111	
3055000	-310.488195	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.702837	0.702837	0.702837	0.702837	0.702837	3.471687	0.000000	0.702837	0.576788	0.414716	0.008435	0.000062	1.897787	
3056000	-311.058447	1	2	1	'1 0 0 0 1 1 Z 1 	D	1.681226	0.625176	0.625176	0.625176	1.681226	1.681226	0.000000	1.681226	0.543624	0.412639	0.041687	0.002050	1.856553	
3057000	-306.952825	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.501052	0.501052	0.501052	0.501052	1.696103	1.696103	0.000000	0.501052	0.464364	0.500097	0.035393	0.000146	1.215881	
3058000	-306.178596	1	2	0	'0 0 0 0 1 1 0 0 	D	0.505314	0.505314	0.505314	0.505314	1.776533	1.776533	0.505314	0.505314	0.266454	0.250163	0.373245	0.110137	1.392476	
3059000	-306.698253	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.495607	0.495607	0.495607	0.495607	1.755749	1.755749	0.000000	0.495607	0.465375	0.496397	0.038070	0.000158	1.337209	
3060000	-306.463626	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.479822	0.479822	0.479822	0.479822	2.384721	2.384721	0.000000	0.479822	0.464552	0.478049	0.057140	0.000259	1.848636	
3061000	-306.246510	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.711686	0.711686	0.711686	0.711686	2.057919	2.057919	0.000000	0.711686	0.419062	0.548741	0.031954	0.000243	0.953085	
3062000	-308.377301	1	2	0	'0 0 0 0 1 1 0 0 	D	0.444741	0.444741	0.444741	0.444741	1.421730	1.421730	0.444741	0.444741	0.289059	0.260811	0.350617	0.099513	0.931713	
3063000	-305.703505	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.614612	0.614612	0.614612	0.614612	1.924154	1.924154	0.000000	0.614612	0.437938	0.529074	0.032795	0.000194	1.381342	
3064000	-306.482091	1	2	0	'0 0 0 0 1 1 0 0 	D	0.572943	0.572943	0.572943	0.572943	1.848554	1.848554	0.572943	0.572943	0.264277	0.270582	0.343318	0.121823	0.946884	
3065000	-305.450233	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.548472	0.548472	0.548472	0.548472	2.079262	2.079262	0.000000	0.548472	0.451331	0.507294	0.041162	0.000214	1.914094	
3066000	-307.940835	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.576065	0.576065	0.576065	0.576065	1.518422	1.518422	0.000000	0.576065	0.447187	0.528673	0.024025	0.000114	1.192006	
3067000	-306.267980	1	2	0	'1 1 1 1 0 0 1 1 	D	0.435376	0.435376	0.435376	0.435376	1.813236	1.813236	0.435376	0.435376	0.256648	0.212062	0.433393	0.097896	1.886977	
3068000	-307.118159	1	2	0	'0 0 0 0 1 1 0 0 	D	0.579398	0.579398	0.579398	0.579398	2.441938	2.441938	0.579398	0.579398	0.238208	0.232104	0.406067	0.123621	1.832589	
3069000	-305.663411	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.585513	0.585513	0.585513	0.585513	1.913146	1.913146	0.000000	0.585513	0.444084	0.521506	0.034222	0.000188	1.920226	
3070000	-306.383907	1	2	0	'0 0 0 0 1 1 0 0 	D	0.463071	0.463071	0.463071	0.463071	2.330552	2.330552	0.463071	0.463071	0.233146	0.192205	0.472847	0.101802	0.785098	
3071000	-307.175959	1	2	0	'0 0 0 0 1 1 0 0 	D	0.444397	0.444397	0.444397	0.444397	2.502029	2.502029	0.444397	0.444397	0.223362	0.175832	0.503126	0.097680	1.174389	
3072000	-307.108917	1	2	0	'0 0 0 0 1 1 0 0 	D	0.568588	0.568588	0.568588	0.568588	1.660095	1.660095	0.568588	0.568588	0.275596	0.287928	0.316348	0.120128	1.006690	
3073000	-307.852882	1	2	0	'0 0 0 0 1 1 0 0 	D	0.347397	0.347397	0.347397	0.347397	1.873597	1.873597	0.347397	0.347397	0.232300	0.153040	0.534632	0.080028	1.007800	
3074000	-305.640720	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.653987	0.653987	0.653987	0.653987	2.263462	2.263462	0.000000	0.653987	0.428759	0.533042	0.037934	0.000265	0.583604	
3075000	-305.357486	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.577400	0.577400	0.577400	0.577400	2.182338	2.182338	0.000000	0.577400	0.444511	0.514337	0.040918	0.000234	1.573339	
3076000	-305.463306	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.548865	0.548865	0.548865	0.548865	2.059510	2.059510	0.000000	0.548865	0.451355	0.507774	0.040660	0.000210	1.876939	
3077000	-305.892751	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.652334	0.652334	0.652334	0.652334	1.936655	1.936655	0.000000	0.652334	0.430374	0.538050	0.031373	0.000203	1.447867	
3078000	-306.420666	1	2	0	'0 0 0 0 1 1 0 0 	D	0.544026	0.544026	0.544026	0.544026	2.316352	2.316352	0.544026	0.544026	0.241414	0.226527	0.414965	0.117093	1.611828	
3079000	-306.961433	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.713112	0.713112	0.713112	0.713112	1.818220	1.818220	0.000000	0.713112	0.419435	0.553464	0.026909	0.000192	1.246933	
3080000	-307.869091	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.462492	0.462492	0.462492	0.462492	1.633513	1.633513	0.000000	0.462492	0.474272	0.487196	0.038394	0.000139	1.516171	
3081000	-306.718141	1	2	0	'0 0 0 0 1 1 0 0 	D	0.505719	0.505719	0.505719	0.505719	2.449653	2.449653	0.505719	0.505719	0.233478	0.204941	0.451908	0.109673	1.027992	
3082000	-306.750318	1	2	0	'0 0 0 0 1 1 0 0 	D	0.605682	0.605682	0.605682	0.605682	1.934899	1.934899	0.605682	0.605682	0.259617	0.274115	0.338466	0.127801	0.996538	
3083000	-306.891680	1	2	0	'0 0 0 0 1 1 0 0 	D	0.616569	0.616569	0.616569	0.616569	1.951686	1.951686	0.616569	0.616569	0.258635	0.276134	0.335462	0.129768	1.509486	
3084000	-306.081996	1	2	0	'0 0 0 0 1 1 0 0 	D	0.539461	0.539461	0.539461	0.539461	2.169754	2.169754	0.539461	0.539461	0.247333	0.233545	0.402777	0.116345	1.360648	
3085000	-305.388247	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.609365	0.609365	0.609365	0.609365	2.199864	2.199864	0.000000	0.609365	0.437801	0.522896	0.039061	0.000242	1.921306	
3086000	-306.049471	1	2	0	'0 0 0 0 1 1 0 0 	D	0.548976	0.548976	0.548976	0.548976	2.040525	2.040525	0.548976	0.548976	0.253780	0.246019	0.382160	0.118041	0.699334	
3087000	-307.948101	1	2	0	'0 0 0 0 1 1 0 0 	D	0.374934	0.374934	0.374934	0.374934	1.618167	1.618167	0.374934	0.374934	0.259238	0.193519	0.459869	0.087373	1.369051	
3088000	-306.228564	1	2	0	'0 0 0 0 1 1 0 0 	D	0.563808	0.563808	0.563808	0.563808	1.943332	1.943332	0.563808	0.563808	0.259080	0.259079	0.361320	0.120521	0.919817	
3089000	-306.444259	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.475580	0.475580	0.475580	0.475580	1.897442	1.897442	0.000000	0.475580	0.469260	0.484819	0.045736	0.000185	0.926863	
3090000	-306.325182	1	2	0	'0 0 0 0 1 1 0 0 	D	0.541278	0.541278	0.541278	0.541278	2.286665	2.286665	0.541278	0.541278	0.242456	0.227177	0.413758	0.116609	0.640062	
3091000	-309.053983	1	2	0	'0 0 0 0 1 1 0 0 	D	0.586954	0.586954	0.586954	0.586954	2.822236	2.822236	0.586954	0.586954	0.227084	0.217917	0.430457	0.124542	1.559560	
3092000	-306.212889	1	2	0	'0 0 0 0 1 1 0 0 	D	0.567059	0.567059	0.567059	0.567059	2.033015	2.033015	0.567059	0.567059	0.254651	0.253215	0.370877	0.121257	1.368297	
3093000	-305.686142	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.517243	0.517243	0.517243	0.517243	2.215098	2.215098	0.000000	0.517243	0.457432	0.494585	0.047749	0.000234	0.735137	
3094000	-305.864708	1	2	0	'0 0 0 0 1 1 0 0 	D	0.464664	0.464664	0.464664	0.464664	1.961887	1.961887	0.464664	0.464664	0.251527	0.215391	0.430156	0.102926	0.870452	
3095000	-308.245835	1	2	0	'0 0 0 0 1 1 0 0 	D	0.333996	0.333996	0.333996	0.333996	1.928766	1.928766	0.333996	0.333996	0.224380	0.140305	0.558730	0.076585	0.817645	
3096000	-305.894434	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.495086	0.495086	0.495086	0.495086	2.085255	2.085255	0.000000	0.495086	0.463343	0.488569	0.047874	0.000215	0.659536	
