Options:
Model:                           Discrete: Dependent
Tree File Name:                  BirdTreeCleaned.tre
Data File Name:                  DataCleaned.txt
Log File Name:                   birds_nest_coparent_depRJ.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2140403048
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      3500000
Burn in:                         500000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   birds_nest_coparent_depRJ.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Save Model:                      birds_nest_coparent_depRJ.bin
Scale Tree:                      0.010244
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,2.00) 
Tree Information
     Trees:                      1
     Taxa:                       399
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
1103000	-306.563808	1	2	0	'0 0 0 0 1 1 0 0 	D	0.527898	0.527898	0.527898	0.527898	2.391274	2.391274	0.527898	0.527898	0.237515	0.216500	0.432006	0.113979	1.096947	
1104000	-306.492961	1	2	0	'0 0 0 0 1 1 0 0 	D	0.583650	0.583650	0.583650	0.583650	1.909376	1.909376	0.583650	0.583650	0.261036	0.268967	0.346116	0.123881	0.985667	
1105000	-306.411850	1	2	0	'0 0 0 0 1 1 0 0 	D	0.429658	0.429658	0.429658	0.429658	1.779284	1.779284	0.429658	0.429658	0.258048	0.211864	0.433147	0.096941	0.404966	
1106000	-306.246445	1	2	0	'0 0 0 0 1 1 0 0 	D	0.552333	0.552333	0.552333	0.552333	1.861323	1.861323	0.552333	0.552333	0.263286	0.261804	0.356574	0.118335	0.748164	
1107000	-305.591273	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.544422	0.544422	0.544422	0.544422	1.978486	1.978486	0.000000	0.544422	0.452788	0.507917	0.039098	0.000196	1.217500	
1108000	-305.661819	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.544164	0.544164	0.544164	0.544164	2.340684	2.340684	0.000000	0.544164	0.450709	0.501936	0.047100	0.000254	1.048941	
1109000	-307.147058	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.779664	0.779664	0.779664	0.779664	2.281519	2.281519	0.000000	0.779664	0.407127	0.558041	0.034514	0.000318	1.619107	
1110000	-309.249941	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.886277	0.886277	0.886277	0.886277	2.354110	2.354110	0.000000	0.886277	0.391863	0.573411	0.034326	0.000399	1.252404	
1111000	-309.289941	1	2	0	'0 0 0 0 0 1 0 0 	D	0.648234	0.648234	0.648234	0.648234	0.648234	2.863829	0.648234	0.648234	0.513590	0.304248	0.138314	0.043848	1.927138	
1112000	-310.100885	1	2	0	'0 0 1 0 1 1 0 1 	D	0.280436	0.280436	1.158708	0.280436	1.158708	1.158708	0.280436	1.158708	0.099420	0.521189	0.183791	0.195600	1.731559	
1113000	-311.076910	1	2	0	'0 0 1 0 1 1 0 1 	D	0.312186	0.312186	0.953163	0.312186	0.953163	0.953163	0.312186	0.953163	0.141455	0.544123	0.155142	0.159280	1.600007	
1114000	-310.129317	1	2	0	'0 0 1 0 1 1 0 1 	D	0.316299	0.316299	1.066746	0.316299	1.066746	1.066746	0.316299	1.066746	0.124002	0.536689	0.164235	0.175074	0.371923	
1115000	-305.803596	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.581935	0.581935	0.581935	0.581935	1.867001	1.867001	0.000000	0.581935	0.445040	0.521481	0.033300	0.000179	1.799277	
1116000	-306.289694	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.683271	0.683271	0.683271	0.683271	1.899103	1.899103	0.000000	0.683271	0.424637	0.545687	0.029474	0.000202	0.708854	
1117000	-306.503228	1	2	0	'0 0 0 0 1 1 0 0 	D	0.430805	0.430805	0.430805	0.430805	1.746184	1.746184	0.430805	0.430805	0.260556	0.215532	0.426685	0.097228	1.284627	
1118000	-305.357502	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.597724	0.597724	0.597724	0.597724	2.173658	2.173658	0.000000	0.597724	0.440311	0.520179	0.039275	0.000236	1.348402	
1119000	-305.998410	1	2	0	'0 0 0 0 1 1 0 0 	D	0.484498	0.484498	0.484498	0.484498	1.834058	1.834058	0.484498	0.484498	0.261260	0.235325	0.396822	0.106593	0.862429	
1120000	-306.325982	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.706499	0.706499	0.706499	0.706499	1.981170	1.981170	0.000000	0.706499	0.420211	0.549019	0.030545	0.000225	0.841046	
1121000	-309.031587	1	2	0	'1 1 1 1 0 0 1 1 	D	0.511923	0.511923	0.511923	0.511923	2.881600	2.881600	0.511923	0.511923	0.220526	0.190530	0.479164	0.109780	1.668623	
1122000	-307.159916	1	2	0	'1 1 1 1 0 0 1 1 	D	0.446867	0.446867	0.446867	0.446867	1.579000	1.579000	0.446867	0.446867	0.275524	0.241927	0.382383	0.100166	1.697664	
1123000	-309.223790	1	2	0	'1 1 1 1 0 0 1 1 	D	0.499362	0.499362	0.499362	0.499362	2.909432	2.909432	0.499362	0.499362	0.218416	0.184882	0.489463	0.107239	1.237025	
1124000	-305.835920	1	2	0	'1 1 1 1 0 0 1 1 	D	0.503124	0.503124	0.503124	0.503124	2.081691	2.081691	0.503124	0.503124	0.249071	0.224601	0.416555	0.109773	0.809194	
1125000	-305.967931	1	2	0	'1 1 1 1 0 0 1 1 	D	0.537696	0.537696	0.537696	0.537696	2.045748	2.045748	0.537696	0.537696	0.253063	0.241309	0.389602	0.116026	0.951809	
1126000	-305.811317	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.514704	0.514704	0.514704	0.514704	2.293282	2.293282	0.000000	0.514704	0.457472	0.492558	0.049725	0.000246	1.320823	
1127000	-305.528511	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.562601	0.562601	0.562601	0.562601	1.978339	1.978339	0.000000	0.562601	0.448758	0.513552	0.037493	0.000197	0.472777	
1128000	-307.972391	1	2	0	'1 1 1 1 0 0 1 1 	D	0.427746	0.427746	0.427746	0.427746	2.625301	2.625301	0.427746	0.427746	0.215815	0.163331	0.526875	0.093979	1.428454	
1129000	-306.516955	1	2	0	'1 1 1 1 0 0 1 1 	D	0.469175	0.469175	0.469175	0.469175	1.682779	1.682779	0.469175	0.469175	0.269978	0.242292	0.383792	0.103937	1.369752	
1130000	-305.382794	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.582000	0.582000	0.582000	0.582000	2.067831	2.067831	0.000000	0.582000	0.444128	0.517556	0.038101	0.000215	1.511028	
1131000	-305.823021	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.611532	0.611532	0.611532	0.611532	1.880544	1.880544	0.000000	0.611532	0.438729	0.529167	0.031920	0.000185	1.704240	
1132000	-306.122616	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.493331	0.493331	0.493331	0.493331	2.324518	2.324518	0.000000	0.493331	0.462004	0.484174	0.053573	0.000250	1.895209	
1133000	-306.918978	1	2	0	'1 1 1 1 0 0 1 1 	D	0.598225	0.598225	0.598225	0.598225	2.307769	2.307769	0.598225	0.598225	0.243418	0.245437	0.383973	0.127172	1.499192	
1134000	-306.882180	1	2	0	'1 1 1 1 0 0 1 1 	D	0.430735	0.430735	0.430735	0.430735	1.653301	1.653301	0.430735	0.430735	0.267445	0.224682	0.410476	0.097397	1.298329	
1135000	-306.454515	1	2	0	'1 1 1 1 0 0 1 1 	D	0.580236	0.580236	0.580236	0.580236	1.907604	1.907604	0.580236	0.580236	0.261121	0.267937	0.347659	0.123283	0.973164	
1136000	-307.681729	1	2	0	'1 1 1 1 0 0 1 1 	D	0.662893	0.662893	0.662893	0.662893	1.960579	1.960579	0.662893	0.662893	0.256903	0.288746	0.316439	0.137912	1.261660	
1137000	-305.607373	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.563275	0.563275	0.563275	0.563275	1.940345	1.940345	0.000000	0.563275	0.448793	0.514520	0.036496	0.000191	1.730005	
1138000	-305.808367	1	2	0	'1 1 1 1 0 0 1 1 	D	0.497540	0.497540	0.497540	0.497540	2.038784	2.038784	0.497540	0.497540	0.250775	0.225135	0.415292	0.108798	0.926269	
1139000	-305.589378	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.543963	0.543963	0.543963	0.543963	1.980746	1.980746	0.000000	0.543963	0.452879	0.507725	0.039199	0.000197	1.849416	
1140000	-305.803247	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.632182	0.632182	0.632182	0.632182	2.430984	2.430984	0.000000	0.632182	0.432132	0.525629	0.041952	0.000287	0.951161	
1141000	-305.925867	1	2	0	'1 1 1 1 0 0 1 1 	D	0.483262	0.483262	0.483262	0.483262	2.165327	2.165327	0.483262	0.483262	0.243097	0.210484	0.440424	0.105996	1.703332	
1142000	-305.929714	1	2	0	'1 1 1 1 0 0 1 1 	D	0.520432	0.520432	0.520432	0.520432	2.129219	2.129219	0.520432	0.520432	0.248070	0.228677	0.410364	0.112889	0.490100	
1143000	-307.922969	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.600604	0.600604	0.600604	0.600604	1.526389	1.526389	0.000000	0.600604	0.441771	0.534924	0.023188	0.000117	0.832393	
1144000	-305.924177	1	2	0	'1 1 1 1 0 0 1 1 	D	0.509331	0.509331	0.509331	0.509331	2.154234	2.154234	0.509331	0.509331	0.246084	0.222492	0.420590	0.110834	1.432995	
1145000	-305.376404	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.602699	0.602699	0.602699	0.602699	2.205095	2.205095	0.000000	0.602699	0.439131	0.521043	0.039583	0.000242	1.021580	
1146000	-305.878161	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.496218	0.496218	0.496218	0.496218	2.091243	2.091243	0.000000	0.496218	0.463041	0.488894	0.047850	0.000215	1.868215	
1147000	-306.717108	1	2	0	'1 1 1 1 0 0 1 1 	D	0.430492	0.430492	0.430492	0.430492	1.690392	1.690392	0.430492	0.430492	0.264582	0.220744	0.417384	0.097290	1.311435	
1148000	-305.712430	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.668513	0.668513	0.668513	0.668513	2.184180	2.184180	0.000000	0.668513	0.426378	0.537529	0.035838	0.000254	0.760420	
1149000	-306.557010	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.513780	0.513780	0.513780	0.513780	1.747671	1.747671	0.000000	0.513780	0.461052	0.503134	0.035658	0.000155	1.778294	
1150000	-306.150494	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.564634	0.564634	0.564634	0.564634	2.550503	2.550503	0.000000	0.564634	0.445100	0.505934	0.048679	0.000287	1.899448	
1151000	-305.607810	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.521995	0.521995	0.521995	0.521995	2.104221	2.104221	0.000000	0.521995	0.457091	0.498070	0.044622	0.000217	1.293760	
1152000	-305.806715	1	2	0	'0 0 0 0 1 1 0 0 	D	0.482033	0.482033	0.482033	0.482033	2.026142	2.026142	0.482033	0.482033	0.249957	0.219022	0.425027	0.105994	1.671282	
1153000	-305.996325	1	2	0	'0 0 0 0 1 1 0 0 	D	0.479517	0.479517	0.479517	0.479517	1.836659	1.836659	0.479517	0.479517	0.260636	0.232724	0.400918	0.105722	0.978758	
1154000	-305.847677	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.545837	0.545837	0.545837	0.545837	1.873109	1.873109	0.000000	0.545837	0.453005	0.510616	0.036201	0.000178	1.107421	
1155000	-305.839733	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.589255	0.589255	0.589255	0.589255	2.472749	2.472749	0.000000	0.589255	0.440454	0.513875	0.045390	0.000281	1.678370	
1156000	-306.508492	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.551535	0.551535	0.551535	0.551535	2.625740	2.625740	0.000000	0.551535	0.447405	0.501221	0.051080	0.000294	1.266424	
1157000	-306.241513	1	2	0	'0 0 0 0 1 1 0 0 	D	0.562137	0.562137	0.562137	0.562137	1.918698	1.918698	0.562137	0.562137	0.260344	0.260515	0.358967	0.120174	1.381148	
1158000	-306.752115	1	2	0	'0 0 0 0 1 1 0 0 	D	0.433626	0.433626	0.433626	0.433626	2.369903	2.369903	0.433626	0.433626	0.226697	0.176227	0.501125	0.095952	1.402733	
1159000	-305.923502	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.615609	0.615609	0.615609	0.615609	2.494422	2.494422	0.000000	0.615609	0.435046	0.520712	0.043951	0.000292	1.458130	
1160000	-306.623408	1	2	0	'0 0 0 0 1 1 0 0 	D	0.425133	0.425133	0.425133	0.425133	2.299984	2.299984	0.425133	0.425133	0.228130	0.175167	0.502217	0.094485	1.532017	
1161000	-305.591722	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.645276	0.645276	0.645276	0.645276	2.071619	2.071619	0.000000	0.645276	0.431250	0.533953	0.034570	0.000227	1.438592	
1162000	-306.182321	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.596589	0.596589	0.596589	0.596589	1.778905	1.778905	0.000000	0.596589	0.442196	0.527467	0.030172	0.000164	1.191022	
1163000	-306.118181	1	2	0	'1 1 1 1 0 0 1 1 	D	0.537725	0.537725	0.537725	0.537725	1.866996	1.866996	0.537725	0.537725	0.262547	0.255597	0.366021	0.115835	1.601914	
1164000	-308.240564	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.834003	0.834003	0.834003	0.834003	2.074758	2.074758	0.000000	0.834003	0.399722	0.569956	0.030026	0.000296	0.783174	
1165000	-306.153838	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.477222	0.477222	0.477222	0.477222	2.067884	2.067884	0.000000	0.477222	0.467579	0.481756	0.050452	0.000213	1.212918	
1166000	-305.802172	1	2	0	'1 1 1 1 0 0 1 1 	D	0.489847	0.489847	0.489847	0.489847	2.004219	2.004219	0.489847	0.489847	0.251903	0.224173	0.416485	0.107439	0.863910	
1167000	-307.352273	1	2	0	'1 1 1 1 0 0 1 1 	D	0.626419	0.626419	0.626419	0.626419	1.803283	1.803283	0.626419	0.626419	0.266012	0.292545	0.310785	0.130658	1.160675	
1168000	-306.399571	1	2	0	'1 1 1 1 0 0 1 1 	D	0.503757	0.503757	0.503757	0.503757	2.361402	2.361402	0.503757	0.503757	0.236676	0.208440	0.445407	0.109478	1.945505	
1169000	-305.376978	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.565070	0.565070	0.565070	0.565070	2.113757	2.113757	0.000000	0.565070	0.447516	0.511813	0.040450	0.000221	1.055820	
1170000	-307.061326	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.444721	0.444721	0.444721	0.444721	2.350014	2.350014	0.000000	0.444721	0.472475	0.462828	0.064438	0.000258	1.031063	
1171000	-307.622681	1	2	0	'0 0 0 0 1 1 0 0 	D	0.353435	0.353435	0.353435	0.353435	1.915618	1.915618	0.353435	0.353435	0.231383	0.154350	0.533135	0.081132	0.484890	
1172000	-305.829171	1	2	0	'0 0 0 0 1 1 0 0 	D	0.477202	0.477202	0.477202	0.477202	1.960902	1.960902	0.477202	0.477202	0.253021	0.221520	0.420255	0.105203	0.522836	
1173000	-306.215702	1	2	0	'0 0 0 0 1 1 0 0 	D	0.555769	0.555769	0.555769	0.555769	1.895128	1.895128	0.555769	0.555769	0.261488	0.260151	0.359349	0.119012	0.607558	
1174000	-306.164339	1	2	0	'0 0 0 0 1 1 0 0 	D	0.424533	0.424533	0.424533	0.424533	1.986038	1.986038	0.424533	0.424533	0.244049	0.192794	0.467785	0.095372	1.736056	
1175000	-305.753396	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.665742	0.665742	0.665742	0.665742	2.065937	2.065937	0.000000	0.665742	0.427363	0.538798	0.033608	0.000231	1.201485	
1176000	-305.970951	1	2	0	'0 0 0 0 1 1 0 0 	D	0.517163	0.517163	0.517163	0.517163	2.170187	2.170187	0.517163	0.517163	0.245945	0.224724	0.417074	0.112258	1.240659	
1177000	-306.323099	1	2	0	'1 1 1 1 0 0 1 1 	D	0.447894	0.447894	0.447894	0.447894	1.758816	1.758816	0.447894	0.447894	0.262154	0.223730	0.413875	0.100241	1.413113	
1178000	-306.941082	1	2	0	'1 1 1 1 0 0 1 1 	D	0.378522	0.378522	0.378522	0.378522	1.990431	1.990431	0.378522	0.378522	0.233722	0.165707	0.514412	0.086159	0.995990	
1179000	-307.069085	1	2	0	'1 1 1 1 0 0 1 1 	D	0.414799	0.414799	0.414799	0.414799	2.390135	2.390135	0.414799	0.414799	0.222127	0.165813	0.519938	0.092122	1.945116	
1180000	-305.960875	1	2	0	'1 1 1 1 0 0 1 1 	D	0.512361	0.512361	0.512361	0.512361	2.173621	2.173621	0.512361	0.512361	0.245428	0.222538	0.420663	0.111371	1.783228	
1181000	-306.801500	1	2	0	'1 1 1 1 0 0 1 1 	D	0.531450	0.531450	0.531450	0.531450	1.653841	1.653841	0.531450	0.531450	0.275683	0.274034	0.336189	0.114095	1.537946	
1182000	-306.551560	1	2	0	'1 1 1 1 0 0 1 1 	D	0.397967	0.397967	0.397967	0.397967	1.986592	1.986592	0.397967	0.397967	0.238630	0.177664	0.493545	0.090162	1.502308	
1183000	-306.093865	1	2	0	'1 1 1 1 0 0 1 1 	D	0.553609	0.553609	0.553609	0.553609	1.998820	1.998820	0.553609	0.553609	0.256000	0.250898	0.374280	0.118822	0.819188	
1184000	-307.040555	1	2	0	'0 0 0 0 1 1 0 0 	D	0.519856	0.519856	0.519856	0.519856	2.520634	2.520634	0.519856	0.519856	0.232210	0.207267	0.448302	0.112221	1.231918	
1185000	-306.483770	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.457983	0.457983	0.457983	0.457983	2.080840	2.080840	0.000000	0.457983	0.471882	0.473161	0.054738	0.000218	0.793453	
1186000	-306.609751	1	2	0	'0 0 0 0 1 1 0 0 	D	0.594992	0.594992	0.594992	0.594992	1.929245	1.929245	0.594992	0.594992	0.259991	0.271107	0.342983	0.125919	0.994622	
1187000	-306.733052	1	2	0	'0 0 0 0 1 1 0 0 	D	0.589547	0.589547	0.589547	0.589547	1.828411	1.828411	0.589547	0.589547	0.265368	0.278249	0.331818	0.124566	1.553622	
1188000	-305.792133	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.505740	0.505740	0.505740	0.505740	2.200031	2.200031	0.000000	0.505740	0.460113	0.490647	0.049007	0.000232	1.423148	
1189000	-306.389047	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.516443	0.516443	0.516443	0.516443	2.519796	2.519796	0.000000	0.516443	0.455577	0.490567	0.053579	0.000276	1.109216	
1190000	-306.219016	1	2	0	'1 1 1 1 0 0 1 1 	D	0.471625	0.471625	0.471625	0.471625	2.287318	2.287318	0.471625	0.471625	0.236163	0.198334	0.461957	0.103546	1.858823	
1191000	-306.457870	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.459226	0.459226	0.459226	0.459226	2.130904	2.130904	0.000000	0.459226	0.471173	0.472797	0.055804	0.000226	1.184976	
1192000	-305.966193	1	2	0	'1 1 1 1 0 0 1 1 	D	0.524461	0.524461	0.524461	0.524461	2.145316	2.145316	0.524461	0.524461	0.247584	0.229254	0.409548	0.113615	1.219723	
1193000	-306.205987	1	2	0	'1 1 1 1 0 0 1 1 	D	0.424260	0.424260	0.424260	0.424260	1.918447	1.918447	0.424260	0.424260	0.248041	0.197473	0.458950	0.095536	0.943955	
1194000	-306.648906	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.450106	0.450106	0.450106	0.450106	2.151163	2.151163	0.000000	0.450106	0.473041	0.468232	0.058496	0.000230	1.358109	
1195000	-305.831060	1	2	0	'1 1 1 1 0 0 1 1 	D	0.481129	0.481129	0.481129	0.481129	1.949397	1.949397	0.481129	0.481129	0.254080	0.224250	0.415745	0.105924	1.841021	
1196000	-307.037813	1	2	0	'0 0 0 0 1 1 0 0 	D	0.629274	0.629274	0.629274	0.629274	2.032818	2.032818	0.629274	0.629274	0.254605	0.273442	0.339634	0.132319	1.257516	
1197000	-306.135694	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.503420	0.503420	0.503420	0.503420	2.387719	2.387719	0.000000	0.503420	0.459320	0.487244	0.053178	0.000258	1.844069	
1198000	-308.973213	1	2	0	'0 0 0 0 1 1 0 0 	D	0.424141	0.424141	0.424141	0.424141	2.786392	2.786392	0.424141	0.424141	0.209827	0.156493	0.540955	0.092725	1.805959	
1199000	-308.515594	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.387493	0.387493	0.387493	0.387493	1.940789	1.940789	0.000000	0.387493	0.488450	0.437664	0.073668	0.000218	1.412705	
1200000	-305.869498	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.682215	0.682215	0.682215	0.682215	2.100831	2.100831	0.000000	0.682215	0.424179	0.541866	0.033712	0.000242	1.606002	
1201000	-305.748962	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.672579	0.672579	0.672579	0.672579	2.159411	2.159411	0.000000	0.672579	0.425725	0.538818	0.035206	0.000251	0.877157	
1202000	-305.881647	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.557296	0.557296	0.557296	0.557296	1.851606	1.851606	0.000000	0.557296	0.450524	0.514639	0.034663	0.000174	0.641604	
1203000	-309.918219	1	2	0	'1 1 1 1 0 0 1 1 	D	0.572086	0.572086	0.572086	0.572086	1.320795	1.320795	0.572086	0.572086	0.300685	0.333894	0.248854	0.116567	0.978712	
1204000	-306.154113	1	2	0	'1 1 1 1 0 0 1 1 	D	0.484127	0.484127	0.484127	0.484127	1.774937	1.774937	0.484127	0.484127	0.265005	0.240528	0.387944	0.106522	1.597385	
1205000	-306.137123	1	2	0	'1 1 1 1 0 0 1 1 	D	0.520496	0.520496	0.520496	0.520496	1.812490	1.812490	0.520496	0.520496	0.265041	0.253406	0.368774	0.112779	1.074643	
1206000	-306.412101	1	2	0	'1 1 1 1 0 0 1 1 	D	0.527276	0.527276	0.527276	0.527276	2.344986	2.344986	0.527276	0.527276	0.239257	0.218663	0.428150	0.113930	1.218879	
1207000	-306.180485	1	2	0	'1 1 1 1 0 0 1 1 	D	0.427169	0.427169	0.427169	0.427169	2.093499	2.093499	0.427169	0.427169	0.238572	0.187303	0.478587	0.095539	1.240765	
1208000	-306.186026	1	2	0	'1 1 1 1 0 0 1 1 	D	0.554898	0.554898	0.554898	0.554898	1.909317	1.909317	0.554898	0.554898	0.260699	0.258612	0.361795	0.118894	0.876193	
1209000	-311.965896	1	2	0	'1 1 1 1 0 0 1 1 	D	0.668770	0.668770	0.668770	0.668770	3.102953	3.102953	0.668770	0.668770	0.221858	0.229748	0.408269	0.140125	1.041128	
1210000	-306.078375	1	2	0	'1 1 1 1 0 0 1 1 	D	0.546165	0.546165	0.546165	0.546165	1.935606	1.935606	0.546165	0.546165	0.259047	0.253092	0.370439	0.117422	1.331895	
1211000	-306.388935	1	2	0	'1 1 1 1 0 0 1 1 	D	0.567364	0.567364	0.567364	0.567364	1.863412	1.863412	0.567364	0.567364	0.263412	0.267225	0.348443	0.120920	1.191223	
1212000	-306.357131	1	2	0	'1 1 1 1 0 0 1 1 	D	0.410825	0.410825	0.410825	0.410825	1.949400	1.949400	0.410825	0.410825	0.243596	0.187648	0.475908	0.092849	0.854680	
1213000	-306.078358	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.671474	0.671474	0.671474	0.671474	2.447999	2.447999	0.000000	0.671474	0.424662	0.534660	0.040375	0.000303	0.832413	
1214000	-305.861826	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.684936	0.684936	0.684936	0.684936	2.185904	2.185904	0.000000	0.684936	0.423357	0.541122	0.035262	0.000260	1.945622	
1215000	-308.125805	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.399767	0.399767	0.399767	0.399767	2.262483	2.262483	0.000000	0.399767	0.482283	0.439230	0.078226	0.000261	0.928022	
1216000	-306.345919	1	2	0	'1 1 1 1 0 0 1 1 	D	0.579412	0.579412	0.579412	0.579412	2.048605	2.048605	0.579412	0.579412	0.254109	0.256374	0.366033	0.123484	0.775780	
1217000	-306.544340	1	2	0	'0 0 0 0 1 1 0 0 	D	0.402841	0.402841	0.402841	0.402841	1.882939	1.882939	0.402841	0.402841	0.246103	0.187819	0.474531	0.091547	1.063454	
1218000	-305.847123	1	2	0	'1 1 1 1 0 0 1 1 	D	0.514550	0.514550	0.514550	0.514550	2.019646	2.019646	0.514550	0.514550	0.253074	0.233836	0.401214	0.111876	1.672302	
1219000	-307.349884	1	2	0	'1 1 1 1 0 0 1 1 	D	0.531003	0.531003	0.531003	0.531003	1.559072	1.559072	0.531003	0.531003	0.282420	0.284833	0.319275	0.113471	1.132503	
1220000	-306.546767	1	2	0	'1 1 1 1 0 0 1 1 	D	0.592626	0.592626	0.592626	0.592626	1.957098	1.957098	0.592626	0.592626	0.258600	0.267998	0.347802	0.125600	1.035597	
1221000	-304.734294	1	3	1	'1 1 1 1 0 2 Z 1 	D	0.519046	0.519046	0.519046	0.519046	1.863137	2.344648	0.000000	0.519046	0.470151	0.484265	0.045355	0.000229	1.004106	
1222000	-305.924896	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.577384	0.577384	0.577384	0.577384	1.833204	1.833204	0.000000	0.577384	0.446158	0.520942	0.032727	0.000172	1.190756	
1223000	-305.809938	1	2	0	'1 1 1 1 0 0 1 1 	D	0.483014	0.483014	0.483014	0.483014	1.984509	1.984509	0.483014	0.483014	0.252309	0.222483	0.418982	0.106225	1.870238	
1224000	-305.806823	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.671649	0.671649	0.671649	0.671649	2.064741	2.064741	0.000000	0.671649	0.426262	0.540143	0.033363	0.000232	0.648854	
1225000	-305.378934	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.589449	0.589449	0.589449	0.589449	2.229016	2.229016	0.000000	0.589449	0.441738	0.517058	0.040961	0.000243	0.703823	
1226000	-307.556802	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.610817	0.610817	0.610817	0.610817	1.573236	1.573236	0.000000	0.610817	0.439561	0.536245	0.024067	0.000127	1.279485	
1227000	-310.631145	1	2	0	'0 0 0 0 0 1 0 0 	D	0.501587	0.501587	0.501587	0.501587	0.501587	2.334544	0.501587	0.501587	0.578034	0.251837	0.141115	0.029014	1.269477	
1228000	-311.677289	1	2	1	'0 0 0 0 0 1 Z 0 	D	0.707254	0.707254	0.707254	0.707254	0.707254	2.062627	0.000000	0.707254	0.468644	0.523473	0.007828	0.000055	0.700054	
1229000	-310.200609	1	2	1	'0 0 0 0 0 1 Z 0 	D	0.661611	0.661611	0.661611	0.661611	0.661611	2.870617	0.000000	0.661611	0.564579	0.425305	0.010050	0.000065	1.509184	
1230000	-303.075024	1	3	0	'0 0 0 0 2 1 0 2 	D	0.514209	0.514209	0.514209	0.514209	1.073973	2.454285	0.514209	1.073973	0.335978	0.299615	0.252820	0.111588	1.334014	
1231000	-309.188510	1	2	0	'0 0 0 0 0 1 0 0 	D	0.625280	0.625280	0.625280	0.625280	0.625280	2.927716	0.625280	0.625280	0.535843	0.288148	0.136958	0.039051	1.040827	
