Default schedule
Rate	44.44
Est Data	55.56
Rate Tried	% Accepted	Est Data Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
468	0.170940	532	0.535714	9.280260	0	0.000000	0.365000	0.447945	
489	0.364008	511	0.551859	9.280260	0	0.000000	0.460000	0.447965	
493	0.468560	507	0.506903	9.280260	0	0.000000	0.488000	0.448030	
480	0.418750	520	0.505769	9.280260	0	0.000000	0.464000	0.448056	
434	0.343318	566	0.531802	9.280260	0	0.000000	0.450000	0.448060	
429	0.335664	571	0.525394	9.280260	0	0.000000	0.444000	0.448053	
439	0.255125	561	0.556150	9.280260	0	0.000000	0.424000	0.448014	
450	0.457778	550	0.498182	9.280260	0	0.000000	0.480000	0.448066	
464	0.420259	536	0.509328	9.280260	0	0.000000	0.468000	0.448098	
449	0.258352	551	0.560799	9.280260	0	0.000000	0.425000	0.448061	
433	0.473441	567	0.488536	9.280260	0	0.000000	0.482000	0.448115	
409	0.518337	591	0.465313	9.280260	0	0.000000	0.487000	0.448178	
423	0.430260	577	0.507799	9.280260	0	0.000000	0.475000	0.448221	
454	0.394273	546	0.531136	9.280260	0	0.000000	0.469000	0.448254	
426	0.255869	574	0.569686	9.280260	0	0.000000	0.436000	0.448235	
451	0.419069	549	0.551913	9.280260	0	0.000000	0.492000	0.448305	
454	0.323789	546	0.531136	9.280260	0	0.000000	0.437000	0.448287	
451	0.186253	549	0.566485	9.280260	0	0.000000	0.395000	0.448202	
474	0.367089	526	0.526616	9.280260	0	0.000000	0.451000	0.448206	
472	0.271186	528	0.511364	9.280260	0	0.000000	0.398000	0.448126	
481	0.291060	519	0.531792	9.280260	0	0.000000	0.416000	0.448075	
445	0.373034	555	0.578378	9.280260	0	0.000000	0.487000	0.448137	
427	0.236534	573	0.558464	9.280260	0	0.000000	0.421000	0.448094	
412	0.082524	588	0.551020	9.280260	0	0.000000	0.358000	0.447952	
427	0.269321	573	0.521815	9.280260	0	0.000000	0.414000	0.447898	
451	0.443459	549	0.522769	9.280260	0	0.000000	0.487000	0.447960	
470	0.087234	530	0.533962	9.280260	0	0.000000	0.324000	0.447765	
