Options:
Model:                           Discrete: Independent
Tree File Name:                  /Users/emeraldbender/Library/CloudStorage/OneDrive-MontanaStateUniversity/Desktop/disctrait_local/eubird_nest_dodo_indRJpredict/tree.nex
Data File Name:                  /Users/emeraldbender/Library/CloudStorage/OneDrive-MontanaStateUniversity/Desktop/disctrait_local/eubird_nest_dodo_indRJpredict/data.txt
Log File Name:                   eubird_nest_dodo_indRJprecict.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2736979711
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   3000
Iterations:                      2000000
Burn in:                         200000
MCMC ML Start:                   False
Schedule File:                   eubird_nest_dodo_indRJprecict.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Load Model:                      eubird_nest_dodo_indRJ.bin
Estimating values for taxa and Sites
	Raphus_cucullatus   
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Tree Information
     Trees:                      1
     Taxa:                       420
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	Model No	alpha1	beta1	alpha2	beta2	Est Raphus_cucullatus - 2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
825000	-344.766849	1	17	0.007648	0.007648	0.007648	0.007648	1	0.327334	0.485109	0.075567	0.111990	
828000	-344.466168	1	125	0.007442	0.007442	0.007442	0.007442	0	0.332437	0.485373	0.074059	0.108130	
831000	-344.466089	1	363	0.007402	0.007402	0.007402	0.007402	0	0.333419	0.485406	0.073773	0.107402	
834000	-344.471097	1	307	0.007514	0.007514	0.007514	0.007514	0	0.330644	0.485299	0.074585	0.109472	
837000	-344.547770	1	3	0.007797	0.007797	0.007797	0.007797	0	0.323740	0.484819	0.076651	0.114790	
840000	-345.300746	1	132	0.006321	0.006321	0.006321	0.006321	0	0.362138	0.483659	0.066024	0.088179	
843000	-344.468975	1	45	0.007492	0.007492	0.007492	0.007492	0	0.331181	0.485323	0.074428	0.109069	
846000	-344.732884	1	329	0.007478	0.007478	0.007478	0.007478	1	0.331529	0.485340	0.074324	0.108807	
849000	-344.615763	1	55	0.006936	0.006936	0.006936	0.006936	0	0.345409	0.485304	0.070389	0.098897	
852000	-344.608374	1	561	0.007920	0.007920	0.007920	0.007920	0	0.320794	0.484522	0.077552	0.117133	
855000	-342.261416	1	195	0.004305	0.009144	0.004305	0.009144	1	0.109501	0.332086	0.138470	0.419943	
858000	-345.316870	1	23	0.008436	0.008436	0.008436	0.008436	1	0.308952	0.482771	0.081276	0.127002	
861000	-344.761833	1	419	0.007163	0.007163	0.007163	0.007163	1	0.339492	0.485469	0.072033	0.103006	
864000	-344.730386	1	404	0.007448	0.007448	0.007448	0.007448	1	0.332278	0.485369	0.074105	0.108248	
867000	-345.590658	1	12	0.006282	0.006282	0.006282	0.006282	1	0.363220	0.483494	0.065756	0.087530	
870000	-344.746842	1	78	0.007223	0.007223	0.007223	0.007223	1	0.337975	0.485476	0.072462	0.104087	
873000	-344.490981	1	146	0.007627	0.007627	0.007627	0.007627	0	0.327862	0.485142	0.075410	0.111586	
876000	-345.015815	1	323	0.006734	0.006734	0.006734	0.006734	1	0.350801	0.484964	0.068935	0.095299	
879000	-345.050665	1	325	0.006490	0.006490	0.006490	0.006490	0	0.357433	0.484296	0.067209	0.091063	
882000	-344.771860	1	545	0.007665	0.007665	0.007665	0.007665	1	0.326934	0.485081	0.075687	0.112298	
885000	-344.880969	1	556	0.007909	0.007909	0.007909	0.007909	1	0.321056	0.484553	0.077470	0.116921	
888000	-344.479722	1	471	0.007573	0.007573	0.007573	0.007573	0	0.329178	0.485222	0.075019	0.110581	
891000	-344.465936	1	374	0.007412	0.007412	0.007412	0.007412	0	0.333178	0.485398	0.073843	0.107580	
894000	-340.744959	1	193	0.002656	0.009259	0.009259	0.009259	0	0.087735	0.144011	0.290847	0.477407	
897000	-344.588191	1	158	0.007883	0.007883	0.007883	0.007883	0	0.321689	0.484618	0.077277	0.116416	
900000	-344.754046	1	496	0.007601	0.007601	0.007601	0.007601	1	0.328497	0.485184	0.075220	0.111099	
903000	-345.648728	1	130	0.008941	0.008941	0.008941	0.008941	0	0.298057	0.480370	0.084839	0.136733	
906000	-344.511452	1	371	0.007150	0.007150	0.007150	0.007150	0	0.339839	0.485465	0.071936	0.102761	
909000	-345.459237	1	595	0.006365	0.006365	0.006365	0.006365	1	0.360901	0.483840	0.066332	0.088927	
912000	-344.466049	1	406	0.007404	0.007404	0.007404	0.007404	0	0.333370	0.485404	0.073787	0.107438	
915000	-344.728664	1	584	0.007385	0.007385	0.007385	0.007385	1	0.333861	0.485419	0.073644	0.107076	
918000	-344.571774	1	398	0.007012	0.007012	0.007012	0.007012	0	0.343432	0.485384	0.070933	0.100252	
921000	-344.684953	1	443	0.008044	0.008044	0.008044	0.008044	0	0.317874	0.484172	0.078455	0.119499	
924000	-345.797735	1	8	0.006165	0.006165	0.006165	0.006165	1	0.366528	0.482945	0.064949	0.085578	
927000	-344.485336	1	199	0.007243	0.007243	0.007243	0.007243	0	0.337459	0.485473	0.072610	0.104457	
930000	-343.897143	1	225	0.004368	0.004368	0.004368	0.008424	1	0.240681	0.646485	0.030611	0.082223	
933000	-344.893048	1	444	0.007930	0.007930	0.007930	0.007930	1	0.320568	0.484499	0.077620	0.117313	
936000	-344.991645	1	190	0.008077	0.008077	0.008077	0.008077	1	0.317111	0.484074	0.078691	0.120124	
939000	-341.065275	1	193	0.002656	0.009259	0.009259	0.009259	1	0.087734	0.144013	0.290843	0.477411	
942000	-345.366698	1	110	0.008733	0.008733	0.008733	0.008733	0	0.302451	0.481427	0.083389	0.132734	
945000	-344.639120	1	124	0.007973	0.007973	0.007973	0.007973	0	0.319545	0.484379	0.077937	0.118140	
948000	-342.261416	1	195	0.004305	0.009144	0.004305	0.009144	1	0.109501	0.332086	0.138470	0.419943	
951000	-344.615069	1	42	0.007932	0.007932	0.007932	0.007932	0	0.320511	0.484490	0.077639	0.117360	
954000	-344.602336	1	321	0.006958	0.006958	0.006958	0.006958	0	0.344841	0.485329	0.070545	0.099285	
957000	-344.479722	1	471	0.007573	0.007573	0.007573	0.007573	0	0.329178	0.485222	0.075019	0.110581	
960000	-345.106122	1	373	0.006641	0.006641	0.006641	0.006641	1	0.353298	0.484744	0.068277	0.093680	
963000	-344.497093	1	492	0.007196	0.007196	0.007196	0.007196	0	0.338656	0.485473	0.072270	0.103601	
966000	-344.466048	1	309	0.007405	0.007405	0.007405	0.007405	0	0.333369	0.485404	0.073788	0.107440	
969000	-345.172624	1	53	0.006581	0.006581	0.006581	0.006581	1	0.354945	0.484578	0.067848	0.092628	
972000	-343.588147	1	225	0.004368	0.004368	0.004368	0.008424	0	0.240681	0.646485	0.030611	0.082223	
975000	-344.860804	1	162	0.006940	0.006940	0.006940	0.006940	1	0.345302	0.485310	0.070418	0.098970	
978000	-344.864663	1	368	0.006934	0.006934	0.006934	0.006934	1	0.345471	0.485302	0.070372	0.098855	
981000	-344.482208	1	434	0.007586	0.007586	0.007586	0.007586	0	0.328851	0.485203	0.075116	0.110830	
984000	-344.945567	1	237	0.008360	0.008360	0.008360	0.008360	0	0.310651	0.483074	0.080732	0.125542	
987000	-344.555680	1	465	0.007043	0.007043	0.007043	0.007043	0	0.342606	0.485409	0.071162	0.100823	
990000	-344.492041	1	294	0.007215	0.007215	0.007215	0.007215	0	0.338176	0.485474	0.072406	0.103944	
993000	-344.554669	1	565	0.007045	0.007045	0.007045	0.007045	0	0.342552	0.485411	0.071177	0.100861	
996000	-344.511224	1	46	0.007151	0.007151	0.007151	0.007151	0	0.339822	0.485465	0.071940	0.102773	
999000	-344.466927	1	14	0.007462	0.007462	0.007462	0.007462	0	0.331934	0.485354	0.074207	0.108505	
1002000	-341.065275	1	193	0.002656	0.009259	0.009259	0.009259	1	0.087734	0.144013	0.290843	0.477411	
1005000	-344.713691	1	514	0.006803	0.006803	0.006803	0.006803	0	0.348947	0.485101	0.069431	0.096522	
1008000	-341.569445	1	380	0.002145	0.009545	0.009545	0.009545	1	0.060927	0.101593	0.313962	0.523518	
1011000	-344.742757	1	199	0.007243	0.007243	0.007243	0.007243	1	0.337458	0.485475	0.072610	0.104458	
1014000	-344.834274	1	559	0.008238	0.008238	0.008238	0.008238	0	0.313402	0.483532	0.079858	0.123208	
1017000	-344.947658	1	479	0.006814	0.006814	0.006814	0.006814	1	0.348638	0.485123	0.069513	0.096726	
1020000	-344.471000	1	546	0.007513	0.007513	0.007513	0.007513	0	0.330666	0.485300	0.074579	0.109455	
1023000	-341.569445	1	380	0.002145	0.009545	0.009545	0.009545	1	0.060927	0.101593	0.313962	0.523518	
1026000	-344.699675	1	566	0.006820	0.006820	0.006820	0.006820	0	0.348491	0.485131	0.069553	0.096824	
1029000	-344.678756	1	203	0.008035	0.008035	0.008035	0.008035	0	0.318089	0.484200	0.078388	0.119323	
1032000	-344.483842	1	250	0.007595	0.007595	0.007595	0.007595	0	0.328650	0.485191	0.075176	0.110983	
1035000	-343.897143	1	225	0.004368	0.004368	0.004368	0.008424	1	0.240681	0.646485	0.030611	0.082223	
1038000	-344.860804	1	162	0.006940	0.006940	0.006940	0.006940	1	0.345302	0.485310	0.070418	0.098970	
1041000	-344.541015	1	591	0.007781	0.007781	0.007781	0.007781	0	0.324129	0.484854	0.076533	0.114483	
1044000	-344.905848	1	462	0.007951	0.007951	0.007951	0.007951	1	0.320069	0.484442	0.077774	0.117715	
1047000	-346.179899	1	196	0.009086	0.009086	0.009086	0.009086	1	0.295052	0.479582	0.085840	0.139525	
1050000	-344.729498	1	279	0.007432	0.007432	0.007432	0.007432	1	0.332675	0.485383	0.073989	0.107952	
1053000	-344.755826	1	204	0.008142	0.008142	0.008142	0.008142	0	0.315606	0.483863	0.079163	0.121367	
1056000	-344.667906	1	194	0.006861	0.006861	0.006861	0.006861	0	0.347403	0.485199	0.069847	0.097551	
1059000	-344.925351	1	233	0.007982	0.007982	0.007982	0.007982	1	0.319342	0.484357	0.077998	0.118303	
1062000	-344.982362	1	539	0.006543	0.006543	0.006543	0.006543	0	0.355974	0.484466	0.067583	0.091977	
1065000	-344.538698	1	379	0.007775	0.007775	0.007775	0.007775	0	0.324266	0.484867	0.076491	0.114376	
1068000	-341.569445	1	380	0.002145	0.009545	0.009545	0.009545	1	0.060927	0.101593	0.313962	0.523518	
1071000	-344.742758	1	153	0.007243	0.007243	0.007243	0.007243	1	0.337458	0.485475	0.072610	0.104458	
1074000	-344.808376	1	123	0.008208	0.008208	0.008208	0.008208	0	0.314101	0.483640	0.079637	0.122622	
1077000	-344.465925	1	96	0.007428	0.007428	0.007428	0.007428	0	0.332792	0.485386	0.073956	0.107866	
1080000	-341.065275	1	193	0.002656	0.009259	0.009259	0.009259	1	0.087734	0.144013	0.290843	0.477411	
1083000	-344.471000	1	546	0.007513	0.007513	0.007513	0.007513	0	0.330666	0.485300	0.074579	0.109455	
1086000	-344.471097	1	307	0.007514	0.007514	0.007514	0.007514	0	0.330644	0.485299	0.074585	0.109472	
1089000	-345.349866	1	288	0.008720	0.008720	0.008720	0.008720	0	0.302734	0.481491	0.083296	0.132480	
1092000	-341.925819	1	195	0.004305	0.009144	0.004305	0.009144	0	0.109501	0.332086	0.138471	0.419943	
1095000	-344.737480	1	248	0.007515	0.007515	0.007515	0.007515	1	0.330601	0.485298	0.074597	0.109503	
1098000	-344.541585	1	319	0.007782	0.007782	0.007782	0.007782	0	0.324095	0.484851	0.076543	0.114510	
1101000	-344.496430	1	411	0.007648	0.007648	0.007648	0.007648	0	0.327334	0.485107	0.075568	0.111991	
1104000	-344.559012	1	41	0.007822	0.007822	0.007822	0.007822	0	0.323127	0.484762	0.076838	0.115274	
1107000	-346.218723	1	33	0.009111	0.009111	0.009111	0.009111	1	0.294550	0.479444	0.086008	0.139998	
1110000	-344.597544	1	22	0.007900	0.007900	0.007900	0.007900	0	0.321266	0.484573	0.077407	0.116754	
1113000	-344.659639	1	246	0.006872	0.006872	0.006872	0.006872	0	0.347106	0.485216	0.069927	0.097751	
1116000	-341.240613	1	380	0.002145	0.009545	0.009545	0.009545	0	0.060928	0.101592	0.313967	0.523513	
1119000	-341.065275	1	193	0.002656	0.009259	0.009259	0.009259	1	0.087734	0.144013	0.290843	0.477411	
1122000	-344.815810	1	67	0.007024	0.007024	0.007024	0.007024	1	0.343117	0.485395	0.071019	0.100469	
1125000	-344.511310	1	108	0.007699	0.007699	0.007699	0.007699	0	0.326096	0.485017	0.075939	0.112947	
1128000	-340.744959	1	193	0.002656	0.009259	0.009259	0.009259	0	0.087735	0.144011	0.290847	0.477407	
1131000	-344.877349	1	468	0.007903	0.007903	0.007903	0.007903	1	0.321207	0.484569	0.077424	0.116801	
1134000	-345.349866	1	288	0.008720	0.008720	0.008720	0.008720	0	0.302734	0.481491	0.083296	0.132480	
1137000	-344.465895	1	284	0.007421	0.007421	0.007421	0.007421	0	0.332956	0.485391	0.073908	0.107745	
1140000	-341.240613	1	380	0.002145	0.009545	0.009545	0.009545	0	0.060928	0.101592	0.313967	0.523513	
1143000	-344.625810	1	462	0.007951	0.007951	0.007951	0.007951	0	0.320071	0.484440	0.077774	0.117715	
1146000	-344.571774	1	398	0.007012	0.007012	0.007012	0.007012	0	0.343432	0.485384	0.070933	0.100252	
1149000	-344.467899	1	416	0.007363	0.007363	0.007363	0.007363	0	0.334412	0.485432	0.073485	0.106671	
1152000	-344.829183	1	504	0.007810	0.007810	0.007810	0.007810	1	0.323415	0.484791	0.076749	0.115045	
1155000	-344.566873	1	243	0.007021	0.007021	0.007021	0.007021	0	0.343187	0.485392	0.071001	0.100421	
1158000	-345.050665	1	325	0.006490	0.006490	0.006490	0.006490	0	0.357433	0.484296	0.067209	0.091063	
1161000	-344.984382	1	92	0.006769	0.006769	0.006769	0.006769	1	0.349840	0.485038	0.069191	0.095931	
1164000	-344.860474	1	107	0.008268	0.008268	0.008268	0.008268	0	0.312721	0.483423	0.080074	0.123783	
1167000	-341.065275	1	193	0.002656	0.009259	0.009259	0.009259	1	0.087734	0.144013	0.290843	0.477411	
1170000	-340.744959	1	193	0.002656	0.009259	0.009259	0.009259	0	0.087735	0.144011	0.290847	0.477407	
1173000	-341.240613	1	380	0.002145	0.009545	0.009545	0.009545	0	0.060928	0.101592	0.313967	0.523513	
1176000	-345.446864	1	365	0.006373	0.006373	0.006373	0.006373	1	0.360672	0.483872	0.066389	0.089067	
1179000	-345.446864	1	365	0.006373	0.006373	0.006373	0.006373	1	0.360672	0.483872	0.066389	0.089067	
1182000	-340.744959	1	193	0.002656	0.009259	0.009259	0.009259	0	0.087735	0.144011	0.290847	0.477407	
1185000	-344.783371	1	108	0.007699	0.007699	0.007699	0.007699	1	0.326095	0.485019	0.075939	0.112948	
1188000	-344.760025	1	359	0.007170	0.007170	0.007170	0.007170	1	0.339331	0.485471	0.072078	0.103120	
1191000	-344.982362	1	539	0.006543	0.006543	0.006543	0.006543	0	0.355974	0.484466	0.067583	0.091977	
1194000	-344.820265	1	311	0.007791	0.007791	0.007791	0.007791	1	0.323879	0.484834	0.076608	0.114679	
1197000	-344.575424	1	43	0.007857	0.007857	0.007857	0.007857	0	0.322294	0.484680	0.077092	0.115934	
1200000	-344.816278	1	319	0.007782	0.007782	0.007782	0.007782	1	0.324094	0.484853	0.076543	0.114510	
1203000	-345.926259	1	541	0.006099	0.006099	0.006099	0.006099	1	0.368416	0.482602	0.064496	0.084486	
1206000	-344.547770	1	3	0.007797	0.007797	0.007797	0.007797	0	0.323740	0.484819	0.076651	0.114790	
1209000	-344.563937	1	82	0.007027	0.007027	0.007027	0.007027	0	0.343038	0.485396	0.071042	0.100524	
1212000	-344.765656	1	267	0.007151	0.007151	0.007151	0.007151	1	0.339820	0.485466	0.071940	0.102774	
1215000	-344.759692	1	535	0.007623	0.007623	0.007623	0.007623	1	0.327955	0.485150	0.075382	0.111514	
1218000	-344.662655	1	118	0.006868	0.006868	0.006868	0.006868	0	0.347215	0.485210	0.069898	0.097677	
1221000	-344.827936	1	339	0.007808	0.007808	0.007808	0.007808	1	0.323479	0.484797	0.076730	0.114994	
1224000	-344.684992	1	315	0.008045	0.008045	0.008045	0.008045	0	0.317873	0.484172	0.078455	0.119500	
1227000	-344.716928	1	149	0.008090	0.008090	0.008090	0.008090	0	0.316811	0.484032	0.078786	0.120371	
1230000	-344.777800	1	326	0.007683	0.007683	0.007683	0.007683	1	0.326489	0.485048	0.075820	0.112643	
1233000	-344.809709	1	409	0.006698	0.006698	0.006698	0.006698	0	0.351770	0.484882	0.068679	0.094668	
1236000	-341.240613	1	380	0.002145	0.009545	0.009545	0.009545	0	0.060928	0.101592	0.313967	0.523513	
1239000	-345.017148	1	510	0.008111	0.008111	0.008111	0.008111	1	0.316329	0.483968	0.078936	0.120767	
1242000	-345.086615	1	291	0.006660	0.006660	0.006660	0.006660	1	0.352787	0.484792	0.068411	0.094009	
1245000	-344.910336	1	417	0.007958	0.007958	0.007958	0.007958	1	0.319898	0.484423	0.077826	0.117853	
1248000	-344.779936	1	10	0.006728	0.006728	0.006728	0.006728	0	0.350943	0.484952	0.068898	0.095207	
1251000	-344.884999	1	36	0.007916	0.007916	0.007916	0.007916	1	0.320891	0.484535	0.077521	0.117053	
1254000	-344.816413	1	501	0.007022	0.007022	0.007022	0.007022	1	0.343149	0.485394	0.071010	0.100446	
1257000	-345.230618	1	216	0.006365	0.006365	0.006365	0.006365	0	0.360902	0.483839	0.066332	0.088927	
1260000	-344.945567	1	237	0.008360	0.008360	0.008360	0.008360	0	0.310651	0.483074	0.080732	0.125542	
1263000	-344.766849	1	17	0.007648	0.007648	0.007648	0.007648	1	0.327334	0.485109	0.075567	0.111990	
1266000	-344.516241	1	215	0.007136	0.007136	0.007136	0.007136	0	0.340190	0.485460	0.071837	0.102513	
1269000	-345.601950	1	234	0.008908	0.008908	0.008908	0.008908	0	0.298745	0.480543	0.084611	0.136101	
1272000	-344.737031	1	19	0.007277	0.007277	0.007277	0.007277	1	0.336585	0.485469	0.072859	0.105088	
1275000	-344.843657	1	403	0.007840	0.007840	0.007840	0.007840	1	0.322705	0.484723	0.076965	0.115607	
1278000	-345.302617	1	361	0.008682	0.008682	0.008682	0.008682	0	0.303545	0.481671	0.083030	0.131753	
1281000	-344.896907	1	581	0.006884	0.006884	0.006884	0.006884	1	0.346793	0.485235	0.070011	0.097960	
1284000	-344.771580	1	231	0.007664	0.007664	0.007664	0.007664	1	0.326956	0.485082	0.075680	0.112282	
1287000	-344.819242	1	151	0.007017	0.007017	0.007017	0.007017	1	0.343301	0.485389	0.070968	0.100341	
1290000	-344.729273	1	40	0.007427	0.007427	0.007427	0.007427	1	0.332807	0.485388	0.073951	0.107855	
1293000	-345.050665	1	325	0.006490	0.006490	0.006490	0.006490	0	0.357433	0.484296	0.067209	0.091063	
1296000	-341.240613	1	380	0.002145	0.009545	0.009545	0.009545	0	0.060928	0.101592	0.313967	0.523513	
1299000	-344.755826	1	204	0.008142	0.008142	0.008142	0.008142	0	0.315606	0.483863	0.079163	0.121367	
1302000	-341.065275	1	193	0.002656	0.009259	0.009259	0.009259	1	0.087734	0.144013	0.290843	0.477411	
1305000	-344.830017	1	552	0.006995	0.006995	0.006995	0.006995	1	0.343858	0.485370	0.070815	0.099958	
1308000	-344.738062	1	239	0.007270	0.007270	0.007270	0.007270	1	0.336760	0.485470	0.072809	0.104961	
1311000	-344.511401	1	460	0.007150	0.007150	0.007150	0.007150	0	0.339835	0.485465	0.071937	0.102764	
1314000	-344.729299	1	96	0.007428	0.007428	0.007428	0.007428	1	0.332791	0.485387	0.073956	0.107867	
1317000	-345.250877	1	157	0.008640	0.008640	0.008640	0.008640	0	0.304462	0.481870	0.082731	0.130938	
1320000	-346.108464	1	63	0.005918	0.005918	0.005918	0.005918	0	0.373641	0.481544	0.063271	0.081543	
1323000	-344.962446	1	537	0.006796	0.006796	0.006796	0.006796	1	0.349134	0.485089	0.069380	0.096397	
1326000	-344.896907	1	581	0.006884	0.006884	0.006884	0.006884	1	0.346793	0.485235	0.070011	0.097960	
1329000	-342.261416	1	195	0.004305	0.009144	0.004305	0.009144	1	0.109501	0.332086	0.138470	0.419943	
1332000	-341.569445	1	380	0.002145	0.009545	0.009545	0.009545	1	0.060927	0.101593	0.313962	0.523518	
1335000	-344.859329	1	516	0.007870	0.007870	0.007870	0.007870	1	0.321984	0.484651	0.077186	0.116180	
1338000	-344.746253	1	50	0.007566	0.007566	0.007566	0.007566	1	0.329356	0.485234	0.074965	0.110445	
1341000	-344.661529	1	421	0.008009	0.008009	0.008009	0.008009	0	0.318703	0.484277	0.078197	0.118822	
1344000	-345.398394	1	441	0.008510	0.008510	0.008510	0.008510	1	0.307306	0.482457	0.081806	0.128431	
1347000	-344.488627	1	60	0.007229	0.007229	0.007229	0.007229	0	0.337824	0.485474	0.072506	0.104196	
1350000	-344.859329	1	516	0.007870	0.007870	0.007870	0.007870	1	0.321984	0.484651	0.077186	0.116180	
1353000	-345.311975	1	568	0.008431	0.008431	0.008431	0.008431	1	0.309054	0.482790	0.081243	0.126914	
1356000	-344.615127	1	571	0.006937	0.006937	0.006937	0.006937	0	0.345383	0.485305	0.070396	0.098915	
1359000	-344.588725	1	133	0.007884	0.007884	0.007884	0.007884	0	0.321665	0.484616	0.077284	0.116436	
1362000	-343.588147	1	225	0.004368	0.004368	0.004368	0.008424	0	0.240681	0.646485	0.030611	0.082223	
1365000	-344.497093	1	492	0.007196	0.007196	0.007196	0.007196	0	0.338656	0.485473	0.072270	0.103601	
1368000	-344.862619	1	571	0.006937	0.006937	0.006937	0.006937	1	0.345382	0.485306	0.070396	0.098916	
1371000	-344.832183	1	564	0.008236	0.008236	0.008236	0.008236	0	0.313458	0.483541	0.079840	0.123161	
1374000	-340.744959	1	193	0.002656	0.009259	0.009259	0.009259	0	0.087735	0.144011	0.290847	0.477407	
1377000	-344.741041	1	144	0.007538	0.007538	0.007538	0.007538	1	0.330043	0.485271	0.074762	0.109924	
1380000	-345.124887	1	281	0.006624	0.006624	0.006624	0.006624	1	0.353777	0.484698	0.068152	0.093373	
1383000	-344.541685	1	427	0.007782	0.007782	0.007782	0.007782	0	0.324090	0.484851	0.076545	0.114514	
1386000	-344.731179	1	331	0.007459	0.007459	0.007459	0.007459	1	0.332003	0.485359	0.074186	0.108453	
1389000	-344.636653	1	273	0.007969	0.007969	0.007969	0.007969	0	0.319641	0.484390	0.077907	0.118062	
1392000	-344.474500	1	328	0.007302	0.007302	0.007302	0.007302	0	0.335957	0.485460	0.073040	0.105543	
1395000	-344.867819	1	448	0.008276	0.008276	0.008276	0.008276	0	0.312534	0.483393	0.080133	0.123941	
1398000	-344.470394	1	91	0.007507	0.007507	0.007507	0.007507	0	0.330807	0.485306	0.074537	0.109349	
1401000	-344.468975	1	45	0.007492	0.007492	0.007492	0.007492	0	0.331181	0.485323	0.074428	0.109069	
1404000	-341.240613	1	380	0.002145	0.009545	0.009545	0.009545	0	0.060928	0.101592	0.313967	0.523513	
1407000	-344.475040	1	90	0.007298	0.007298	0.007298	0.007298	0	0.336050	0.485461	0.073013	0.105476	
1410000	-345.019635	1	573	0.008434	0.008434	0.008434	0.008434	0	0.308998	0.482776	0.081262	0.126963	
1413000	-344.467315	1	217	0.007372	0.007372	0.007372	0.007372	0	0.334184	0.485426	0.073551	0.106838	
1416000	-344.809043	1	553	0.007765	0.007765	0.007765	0.007765	1	0.324496	0.484889	0.076421	0.114195	
1419000	-345.106122	1	373	0.006641	0.006641	0.006641	0.006641	1	0.353298	0.484744	0.068277	0.093680	
1422000	-345.552178	1	56	0.006306	0.006306	0.006306	0.006306	1	0.362561	0.483595	0.065919	0.087925	
1425000	-344.661259	1	251	0.008009	0.008009	0.008009	0.008009	0	0.318713	0.484278	0.078194	0.118814	
1428000	-344.974471	1	252	0.006550	0.006550	0.006550	0.006550	0	0.355800	0.484485	0.067628	0.092087	
1431000	-341.925819	1	195	0.004305	0.009144	0.004305	0.009144	0	0.109501	0.332086	0.138471	0.419943	
1434000	-344.786444	1	121	0.007091	0.007091	0.007091	0.007091	1	0.341360	0.485441	0.071508	0.101690	
1437000	-343.897143	1	225	0.004368	0.004368	0.004368	0.008424	1	0.240681	0.646485	0.030611	0.082223	
1440000	-344.729215	1	523	0.007363	0.007363	0.007363	0.007363	1	0.334422	0.485433	0.073482	0.106663	
1443000	-344.745358	1	324	0.006766	0.006766	0.006766	0.006766	0	0.349931	0.485030	0.069167	0.095871	
1446000	-344.619878	1	425	0.007941	0.007941	0.007941	0.007941	0	0.320312	0.484468	0.077700	0.117520	
1449000	-345.187904	1	512	0.008308	0.008308	0.008308	0.008308	1	0.311813	0.483276	0.080361	0.124550	
1452000	-344.533940	1	121	0.007091	0.007091	0.007091	0.007091	0	0.341361	0.485440	0.071508	0.101690	
1455000	-346.292962	1	232	0.009350	0.009350	0.009350	0.009350	0	0.289770	0.478049	0.087624	0.144557	
1458000	-341.569445	1	380	0.002145	0.009545	0.009545	0.009545	1	0.060927	0.101593	0.313962	0.523518	
1461000	-344.758175	1	428	0.007617	0.007617	0.007617	0.007617	1	0.328095	0.485159	0.075340	0.111406	
1464000	-344.861720	1	213	0.006939	0.006939	0.006939	0.006939	1	0.345343	0.485308	0.070407	0.098942	
1467000	-344.489394	1	473	0.007225	0.007225	0.007225	0.007225	0	0.337905	0.485474	0.072483	0.104137	
1470000	-343.897143	1	225	0.004368	0.004368	0.004368	0.008424	1	0.240681	0.646485	0.030611	0.082223	
1473000	-340.744959	1	193	0.002656	0.009259	0.009259	0.009259	0	0.087735	0.144011	0.290847	0.477407	
1476000	-344.791558	1	494	0.007722	0.007722	0.007722	0.007722	1	0.325551	0.484976	0.076102	0.113371	
1479000	-344.730399	1	68	0.007340	0.007340	0.007340	0.007340	1	0.334993	0.485446	0.073317	0.106245	
1482000	-344.974471	1	252	0.006550	0.006550	0.006550	0.006550	0	0.355800	0.484485	0.067628	0.092087	
1485000	-346.072913	1	93	0.005933	0.005933	0.005933	0.005933	0	0.373208	0.481638	0.063371	0.081782	
1488000	-344.967939	1	443	0.008044	0.008044	0.008044	0.008044	1	0.317872	0.484174	0.078454	0.119499	
1491000	-344.799207	1	66	0.008197	0.008197	0.008197	0.008197	0	0.314355	0.483679	0.079557	0.122409	
1494000	-344.713711	1	593	0.006803	0.006803	0.006803	0.006803	0	0.348948	0.485101	0.069431	0.096521	
1497000	-344.465895	1	284	0.007421	0.007421	0.007421	0.007421	0	0.332956	0.485391	0.073908	0.107745	
1500000	-341.065275	1	193	0.002656	0.009259	0.009259	0.009259	1	0.087734	0.144013	0.290843	0.477411	
1503000	-344.751808	1	275	0.007201	0.007201	0.007201	0.007201	1	0.338530	0.485475	0.072305	0.103690	
1506000	-344.478503	1	19	0.007277	0.007277	0.007277	0.007277	0	0.336586	0.485467	0.072859	0.105087	
1509000	-344.729231	1	431	0.007362	0.007362	0.007362	0.007362	1	0.334433	0.485434	0.073478	0.106655	
1512000	-344.467931	1	523	0.007363	0.007363	0.007363	0.007363	0	0.334424	0.485432	0.073482	0.106662	
1515000	-344.516629	1	286	0.007715	0.007715	0.007715	0.007715	0	0.325705	0.484987	0.076057	0.113252	
1518000	-344.697268	1	202	0.006823	0.006823	0.006823	0.006823	0	0.348411	0.485137	0.069575	0.096878	
1521000	-340.744959	1	193	0.002656	0.009259	0.009259	0.009259	0	0.087735	0.144011	0.290847	0.477407	
