Options:
Model:                           Discrete: Dependent
Tree File Name:                  tutorial_tree.nex
Data File Name:                  tutorial_traits_load.tsv
Log File Name:                   tutorial_bayestraits_output_log_load.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1570777294
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1100000
Burn in:                         100000
MCMC ML Start:                   False
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Load Model:                      tutorial_bayestraits_output_model.bin
Estimating values for taxa and Sites
	t100                
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Prior Information:
    Prior Categories:            100
    Priors
        q12 - Hyper Prior exp (0.00,1.00) 
        q13 - Hyper Prior exp (0.00,1.00) 
        q21 - Hyper Prior exp (0.00,1.00) 
        q24 - Hyper Prior exp (0.00,1.00) 
        q31 - Hyper Prior exp (0.00,1.00) 
        q34 - Hyper Prior exp (0.00,1.00) 
        q42 - Hyper Prior exp (0.00,1.00) 
        q43 - Hyper Prior exp (0.00,1.00) 
Tree Information
     Trees:                      1
     Taxa:                       500
     Sites:                      1
     States:                     4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Model No	q12	q13	q21	q24	q31	q34	q42	q43	Est t100 - 2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	q12 - Mean	q13 - Mean	q21 - Mean	q24 - Mean	q31 - Mean	q34 - Mean	q42 - Mean	q43 - Mean	
697000	-464.714447	1	11	0.639127	0.000000	0.639127	0.639127	0.639127	0.639127	0.639127	0.048776	1	0.237680	0.250084	0.249981	0.262255	0.414771	0.410687	0.143742	0.981065	0.720836	0.051578	0.636904	0.203342	
698000	-465.290066	1	676	0.567124	0.008250	0.567124	0.567124	0.567124	0.008250	0.567124	0.008250	1	0.258878	0.280729	0.159200	0.301193	0.025606	0.730734	0.309470	0.497539	0.890259	0.792486	0.421977	0.983788	
699000	-464.520266	1	829	0.715884	0.015486	0.715884	0.715884	0.715884	0.000000	0.715884	0.015486	1	0.257665	0.264259	0.208381	0.269695	0.432668	0.764289	0.171841	0.737832	0.244031	0.081412	0.519745	0.286694	
700000	-464.682062	1	792	0.555182	0.030885	0.555182	0.555182	0.555182	0.555182	0.555182	0.000000	1	0.242843	0.249977	0.250430	0.256749	0.708396	0.712880	0.172669	0.920869	0.839803	0.199247	0.598812	0.167563	
701000	-464.038705	1	349	0.579994	0.052367	0.579994	0.579994	0.579994	0.579994	0.579994	0.000000	1	0.244543	0.250116	0.249765	0.255576	0.677732	0.953825	0.200119	0.163605	0.117763	0.384412	0.248229	0.922811	
702000	-465.656356	1	63	0.809681	0.042370	0.809681	0.809681	0.809681	0.809681	0.809681	0.000000	1	0.249438	0.249993	0.250014	0.250555	0.395619	0.089737	0.817593	0.364349	0.245136	0.827607	0.157648	0.653958	
703000	-465.189985	1	678	0.674611	0.016217	0.674611	0.674611	0.674611	0.016217	0.674611	0.000000	1	0.257012	0.265711	0.203468	0.273809	0.342210	0.350531	0.355166	0.028793	0.047611	0.472077	0.636531	0.508234	
704000	-463.970889	1	668	0.603970	0.036292	0.603970	0.603970	0.603970	0.603970	0.603970	0.000000	1	0.245714	0.249979	0.250187	0.254120	0.881398	0.247097	0.969704	0.171319	0.618165	0.493488	0.611163	0.547815	
705000	-463.730018	1	321	0.627733	0.046562	0.627733	0.627733	0.627733	0.627733	0.627733	0.000000	1	0.246666	0.250009	0.250016	0.253309	0.471119	0.575889	0.478836	0.987568	0.992883	0.922901	0.484088	0.279827	
706000	-466.145996	1	267	0.693683	0.058480	0.693683	0.693683	0.693683	0.693683	0.693683	0.000000	0	0.248555	0.249999	0.250000	0.251446	0.895663	0.421113	0.686774	0.946290	0.953748	0.504455	0.039953	0.870581	
707000	-464.601727	1	224	0.693750	0.035851	0.693750	0.693750	0.693750	0.693750	0.693750	0.035851	1	0.245372	0.250016	0.249936	0.254676	0.942024	0.899123	0.593452	0.183618	0.419271	0.957836	0.989875	0.025148	
708000	-463.789812	1	127	0.661760	0.057410	0.661760	0.661760	0.661760	0.661760	0.661760	0.000000	1	0.247643	0.250006	0.249971	0.252380	0.851435	0.249992	0.866946	0.038778	0.732866	0.217492	0.300181	0.163183	
709000	-464.252607	1	398	0.563392	0.050949	0.563392	0.563392	0.563392	0.563392	0.563392	0.000000	1	0.243524	0.250174	0.249657	0.256645	0.241639	0.464493	0.532164	0.945297	0.825992	0.170409	0.363234	0.777594	
710000	-464.799943	1	91	0.581450	0.023658	0.581450	0.581450	0.581450	0.581450	0.581450	0.000000	1	0.244423	0.249780	0.250923	0.254874	0.088454	0.219034	0.561772	0.488505	0.317841	0.316752	0.019940	0.384572	
711000	-463.902691	1	313	0.594726	0.053660	0.594726	0.594726	0.594726	0.594726	0.594726	0.000000	1	0.245313	0.250080	0.249831	0.254777	0.532400	0.576689	0.984082	0.831045	0.644826	0.459975	0.067809	0.559301	
712000	-464.519387	1	902	0.633271	0.030374	0.633271	0.633271	0.633271	0.030374	0.633271	0.000000	1	0.253317	0.271278	0.187377	0.288028	0.199057	0.334307	0.165493	0.279006	0.773752	0.125537	0.439005	0.860562	
713000	-464.328603	1	679	0.713187	0.037418	0.713187	0.713187	0.713187	0.713187	0.713187	0.000000	1	0.248584	0.249978	0.250069	0.251368	0.824410	0.924921	0.506944	0.780087	0.437940	0.293050	0.274211	0.709080	
714000	-466.466750	1	626	0.552956	0.013918	0.552956	0.552956	0.552956	0.000000	0.552956	0.000000	1	0.259394	0.283391	0.150923	0.306292	0.288251	0.811358	0.705862	0.246810	0.325370	0.446316	0.629948	0.187076	
715000	-464.028450	1	481	0.626723	0.016551	0.626723	0.626723	0.626723	0.626723	0.626723	0.016551	1	0.240552	0.249954	0.250038	0.259457	0.917395	0.335842	0.971746	0.644712	0.760481	0.495206	0.564479	0.630838	
716000	-465.144727	1	197	0.578881	0.027982	0.578881	0.578881	0.578881	0.000000	0.578881	0.000000	1	0.253809	0.282507	0.153981	0.309703	0.977899	0.576755	0.443852	0.216272	0.141456	0.072027	0.478353	0.666883	
717000	-463.984714	1	828	0.659701	0.035270	0.659701	0.659701	0.659701	0.659701	0.659701	0.000000	1	0.247577	0.249963	0.250147	0.252313	0.797137	0.949311	0.008145	0.101237	0.176108	0.235681	0.405698	0.174209	
718000	-464.222447	1	706	0.564743	0.045955	0.564743	0.564743	0.564743	0.564743	0.564743	0.000000	1	0.243614	0.250137	0.249795	0.256454	0.851280	0.518237	0.661256	0.623887	0.516401	0.718508	0.770429	0.877402	
719000	-464.378614	1	258	0.607162	0.033505	0.607162	0.607162	0.607162	0.607162	0.607162	0.033505	1	0.240339	0.250105	0.249637	0.259920	0.753645	0.768533	0.323198	0.295388	0.815967	0.376003	0.130398	0.247018	
720000	-464.199499	1	240	0.686289	0.033897	0.686289	0.686289	0.686289	0.686289	0.686289	0.000000	1	0.248144	0.249965	0.250125	0.251767	0.514126	0.819394	0.192099	0.136281	0.061920	0.169772	0.725162	0.362800	
721000	-466.126473	1	857	0.621899	0.082937	0.621899	0.621899	0.621899	0.621899	0.621899	0.000000	0	0.246756	0.250069	0.249761	0.253415	0.618554	0.491852	0.238589	0.914116	0.290780	0.376296	0.923632	0.415174	
722000	-464.289663	1	223	0.705446	0.073096	0.705446	0.705446	0.705446	0.705446	0.705446	0.000000	1	0.248469	0.249999	0.249964	0.251568	0.517411	0.332737	0.140386	0.339923	0.867257	0.132856	0.356342	0.122158	
723000	-465.986063	1	558	0.613851	0.049323	0.613851	0.613851	0.613851	0.613851	0.613851	0.000000	0	0.246605	0.250036	0.249987	0.253372	0.925405	0.708246	0.168766	0.751900	0.999665	0.068038	0.496382	0.707851	
724000	-465.107851	1	928	0.554740	0.012297	0.554740	0.554740	0.554740	0.012297	0.554740	0.012297	1	0.257524	0.282507	0.154887	0.305082	0.227709	0.571705	0.087285	0.380529	0.138309	0.138556	0.245372	0.705776	
725000	-464.132452	1	373	0.704437	0.041638	0.704437	0.704437	0.704437	0.704437	0.704437	0.000000	1	0.248462	0.249983	0.250054	0.251502	0.251019	0.297590	0.162029	0.772981	0.638054	0.584581	0.528177	0.720110	
726000	-464.378614	1	258	0.607162	0.033505	0.607162	0.607162	0.607162	0.607162	0.607162	0.033505	1	0.240339	0.250105	0.249637	0.259920	0.550462	0.078239	0.169988	0.841053	0.837168	0.362251	0.792374	0.540120	
727000	-464.056922	1	783	0.614839	0.032469	0.614839	0.614839	0.614839	0.614839	0.614839	0.000000	1	0.246148	0.249944	0.250283	0.253626	0.006847	0.064237	0.810357	0.691279	0.182933	0.381554	0.485945	0.530449	
728000	-464.721632	1	631	0.601417	0.088648	0.601417	0.601417	0.601417	0.601417	0.601417	0.000000	1	0.245474	0.250106	0.249581	0.254839	0.821254	0.986445	0.640572	0.097432	0.250161	0.372297	0.587899	0.494125	
729000	-465.020946	1	111	0.764216	0.024635	0.764216	0.764216	0.764216	0.764216	0.764216	0.024635	1	0.247197	0.249996	0.250002	0.252805	0.486077	0.994705	0.005018	0.521188	0.132438	0.986399	0.506889	0.320416	
730000	-464.943138	1	339	0.583792	0.000000	0.583792	0.583792	0.583792	0.583792	0.583792	0.027319	1	0.229211	0.249846	0.250224	0.270719	0.206834	0.133852	0.953902	0.528907	0.824945	0.340143	0.329744	0.399428	
731000	-464.631950	1	238	0.678032	0.020921	0.678032	0.678032	0.678032	0.000000	0.678032	0.020921	1	0.258699	0.268249	0.197363	0.275689	0.651695	0.507398	0.000727	0.520892	0.837655	0.842733	0.046858	0.738450	
732000	-464.218834	1	374	0.650497	0.014630	0.650497	0.650497	0.650497	0.650497	0.650497	0.014630	1	0.242109	0.249936	0.250115	0.257839	0.394283	0.565370	0.201167	0.914447	0.412304	0.819425	0.755218	0.010166	
733000	-463.972328	1	267	0.693683	0.058480	0.693683	0.693683	0.693683	0.693683	0.693683	0.000000	1	0.248291	0.249997	0.249990	0.251722	0.300673	0.844889	0.735393	0.649811	0.648799	0.048700	0.888747	0.457886	
734000	-464.043331	1	627	0.648974	0.028874	0.648974	0.648974	0.648974	0.648974	0.648974	0.028874	1	0.242899	0.250027	0.249877	0.257197	0.312079	0.931724	0.542197	0.712533	0.245722	0.648557	0.728917	0.018954	
735000	-463.932376	1	93	0.691498	0.054693	0.691498	0.691498	0.691498	0.691498	0.691498	0.000000	1	0.248255	0.249995	0.250002	0.251748	0.677111	0.804075	0.987015	0.777816	0.694569	0.322147	0.559606	0.447502	
736000	-464.216296	1	250	0.710379	0.067005	0.710379	0.710379	0.710379	0.710379	0.710379	0.000000	1	0.248548	0.249997	0.249978	0.251476	0.997083	0.832488	0.663888	0.800351	0.081062	0.057233	0.721283	0.584147	
737000	-465.087426	1	752	0.784503	0.050789	0.784503	0.784503	0.784503	0.784503	0.784503	0.000000	1	0.249294	0.249993	0.250009	0.250704	0.679876	0.386110	0.243731	0.747361	0.839865	0.000168	0.385383	0.729826	
738000	-464.378614	1	258	0.607162	0.033505	0.607162	0.607162	0.607162	0.607162	0.607162	0.033505	1	0.240339	0.250105	0.249637	0.259920	0.691790	0.473174	0.516881	0.317807	0.345149	0.771989	0.378025	0.051478	
739000	-463.923480	1	334	0.686872	0.045606	0.686872	0.686872	0.686872	0.686872	0.686872	0.000000	1	0.248171	0.249987	0.250040	0.251802	0.203182	0.352030	0.183417	0.974679	0.639135	0.367465	0.169326	0.013151	
740000	-464.935620	1	128	0.694856	0.047664	0.694856	0.694856	0.694856	0.000000	0.694856	0.000000	1	0.252599	0.270194	0.191052	0.286155	0.651143	0.132747	0.487320	0.736822	0.559945	0.323253	0.729358	0.996348	
741000	-464.586534	1	152	0.644370	0.009563	0.644370	0.644370	0.000000	0.644370	0.644370	0.009563	1	0.250237	0.257761	0.227210	0.264792	0.590257	0.982829	0.541797	0.919780	0.428803	0.235256	0.792346	0.032156	
742000	-464.835393	1	939	0.685025	0.000000	0.685025	0.685025	0.685025	0.685025	0.685025	0.045724	1	0.241263	0.250042	0.250042	0.258653	0.337121	0.442552	0.612239	0.276999	0.106313	0.128397	0.395279	0.497527	
743000	-464.364759	1	571	0.615783	0.015555	0.615783	0.615783	0.015555	0.615783	0.615783	0.015555	1	0.250627	0.259435	0.222759	0.267178	0.716316	0.465492	0.721661	0.151003	0.205603	0.196736	0.832111	0.036134	
744000	-466.954363	1	498	0.644685	0.037564	0.644685	0.644685	0.644685	0.037564	0.644685	0.000000	0	0.251687	0.270036	0.191232	0.287045	0.935794	0.188752	0.350743	0.674984	0.021584	0.376694	0.715302	0.730407	
745000	-463.926242	1	113	0.691398	0.052389	0.691398	0.691398	0.691398	0.691398	0.691398	0.000000	1	0.248254	0.249993	0.250010	0.251743	0.613524	0.760838	0.846796	0.213637	0.270073	0.434704	0.585657	0.098477	
746000	-464.038705	1	349	0.579994	0.052367	0.579994	0.579994	0.579994	0.579994	0.579994	0.000000	1	0.244543	0.250116	0.249765	0.255576	0.592826	0.854558	0.538902	0.964351	0.754304	0.274191	0.245609	0.361806	
747000	-463.733486	1	672	0.653331	0.049548	0.653331	0.653331	0.653331	0.653331	0.653331	0.000000	1	0.247435	0.250000	0.250011	0.252555	0.508296	0.344383	0.089870	0.325221	0.843677	0.786037	0.257917	0.096408	
748000	-463.880357	1	612	0.674718	0.060915	0.674718	0.674718	0.674718	0.674718	0.674718	0.000000	1	0.247930	0.250003	0.249969	0.252098	0.317243	0.612288	0.922785	0.087462	0.712783	0.157965	0.353489	0.701313	
749000	-466.809982	1	51	0.694918	0.036410	0.694918	0.694918	0.694918	0.694918	0.694918	0.000000	0	0.248583	0.249974	0.250105	0.251338	0.610421	0.936651	0.787963	0.927454	0.835026	0.421090	0.671854	0.938428	
750000	-464.599985	1	276	0.732798	0.026484	0.732798	0.732798	0.732798	0.732798	0.732798	0.026484	1	0.246404	0.249998	0.249991	0.253606	0.473322	0.361658	0.921455	0.525000	0.194448	0.103180	0.499186	0.572462	
751000	-464.562281	1	635	0.680285	0.088700	0.680285	0.680285	0.680285	0.680285	0.680285	0.000000	1	0.247994	0.250008	0.249906	0.252092	0.849653	0.724452	0.729133	0.985916	0.128716	0.081904	0.128813	0.671011	
752000	-464.748350	1	693	0.666124	0.048026	0.666124	0.666124	0.666124	0.048026	0.666124	0.000000	1	0.249557	0.268091	0.197124	0.285228	0.805762	0.989320	0.697590	0.130570	0.889260	0.328216	0.686973	0.206736	
753000	-467.045241	1	105	0.486195	0.000000	0.486195	0.486195	0.486195	0.486195	0.486195	0.038296	1	0.210732	0.250629	0.247402	0.291237	0.999384	0.527359	0.762131	0.335708	0.249013	0.062214	0.865646	0.508046	
754000	-464.289663	1	223	0.705446	0.073096	0.705446	0.705446	0.705446	0.705446	0.705446	0.000000	1	0.248469	0.249999	0.249964	0.251568	0.314795	0.836141	0.622336	0.763008	0.023507	0.483526	0.983790	0.101134	
755000	-465.854506	1	790	0.632695	0.060696	0.632695	0.632695	0.632695	0.632695	0.632695	0.000000	0	0.247209	0.250036	0.249922	0.252833	0.337740	0.026020	0.088073	0.608887	0.832846	0.835171	0.936442	0.064841	
756000	-463.920347	1	67	0.590030	0.047762	0.590030	0.590030	0.590030	0.590030	0.590030	0.000000	1	0.245083	0.250069	0.249904	0.254945	0.066567	0.494876	0.145672	0.142606	0.063313	0.865461	0.692224	0.651265	
757000	-463.923480	1	334	0.686872	0.045606	0.686872	0.686872	0.686872	0.686872	0.686872	0.000000	1	0.248171	0.249987	0.250040	0.251802	0.741078	0.518512	0.260170	0.852917	0.292945	0.520488	0.263444	0.388741	
758000	-467.238951	1	848	0.683121	0.118992	0.683121	0.683121	0.683121	0.683121	0.683121	0.000000	0	0.248192	0.250008	0.249877	0.251923	0.244254	0.351188	0.784088	0.697640	0.883264	0.475270	0.217051	0.552496	
759000	-463.790570	1	844	0.628319	0.059324	0.628319	0.628319	0.628319	0.628319	0.628319	0.000000	1	0.246678	0.250034	0.249899	0.253388	0.416617	0.579857	0.706472	0.017059	0.358300	0.431795	0.092968	0.472517	
760000	-464.215604	1	177	0.596463	0.030875	0.596463	0.596463	0.596463	0.596463	0.596463	0.000000	1	0.245329	0.249930	0.250381	0.254360	0.962269	0.469879	0.244702	0.481935	0.722107	0.314117	0.674851	0.314726	
761000	-463.852911	1	199	0.642327	0.038038	0.642327	0.642327	0.642327	0.642327	0.642327	0.000000	1	0.247116	0.249974	0.250129	0.252782	0.616462	0.522541	0.850276	0.554526	0.860684	0.820222	0.453823	0.057740	
762000	-465.465619	1	295	0.562665	0.000000	0.562665	0.562665	0.562665	0.562665	0.562665	0.021670	1	0.224882	0.249579	0.250675	0.274864	0.403337	0.713247	0.577044	0.746605	0.209382	0.094923	0.837659	0.767908	
763000	-463.739915	1	975	0.636653	0.055730	0.636653	0.636653	0.636653	0.636653	0.636653	0.000000	1	0.246955	0.250021	0.249945	0.253079	0.777551	0.176949	0.998786	0.221588	0.109256	0.549382	0.753064	0.230880	
764000	-463.830817	1	98	0.648057	0.062922	0.648057	0.648057	0.648057	0.648057	0.648057	0.000000	1	0.247282	0.250019	0.249923	0.252776	0.167771	0.341461	0.496413	0.487918	0.311619	0.044474	0.247092	0.562935	
765000	-464.060677	1	33	0.703167	0.059878	0.703167	0.703167	0.703167	0.703167	0.703167	0.000000	1	0.248445	0.249996	0.249990	0.251569	0.765468	0.780764	0.212315	0.714328	0.163065	0.019351	0.713377	0.513700	
766000	-464.631950	1	238	0.678032	0.020921	0.678032	0.678032	0.678032	0.000000	0.678032	0.020921	1	0.258699	0.268249	0.197363	0.275689	0.436339	0.749857	0.638205	0.885901	0.236839	0.716967	0.321716	0.095455	
767000	-463.790570	1	844	0.628319	0.059324	0.628319	0.628319	0.628319	0.628319	0.628319	0.000000	1	0.246678	0.250034	0.249899	0.253388	0.654353	0.186462	0.595792	0.615177	0.355518	0.153034	0.011957	0.549078	
768000	-464.892195	1	146	0.696534	0.020269	0.696534	0.696534	0.696534	0.020269	0.696534	0.000000	1	0.255686	0.263900	0.208922	0.271492	0.742218	0.091243	0.938274	0.335972	0.647685	0.064936	0.152487	0.542888	
769000	-463.790570	1	844	0.628319	0.059324	0.628319	0.628319	0.628319	0.628319	0.628319	0.000000	1	0.246678	0.250034	0.249899	0.253388	0.054471	0.997901	0.407061	0.738236	0.132416	0.484277	0.627403	0.388093	
770000	-463.894156	1	419	0.621137	0.036738	0.621137	0.621137	0.621137	0.621137	0.621137	0.000000	1	0.246411	0.249973	0.250168	0.253449	0.997610	0.941486	0.101459	0.156196	0.093363	0.453742	0.197037	0.862883	
771000	-464.551407	1	771	0.624296	0.009589	0.624296	0.624296	0.624296	0.000000	0.624296	0.009589	1	0.260190	0.273892	0.179620	0.286298	0.391037	0.045305	0.530252	0.506937	0.715179	0.136499	0.147077	0.518311	
772000	-463.830817	1	98	0.648057	0.062922	0.648057	0.648057	0.648057	0.648057	0.648057	0.000000	1	0.247282	0.250019	0.249923	0.252776	0.035908	0.188291	0.181978	0.797273	0.012421	0.545575	0.668244	0.618915	
773000	-464.313143	1	435	0.687167	0.016333	0.687167	0.687167	0.687167	0.687167	0.687167	0.016333	1	0.244274	0.249967	0.250058	0.255701	0.913819	0.367501	0.070264	0.284277	0.113827	0.876267	0.867770	0.450150	
774000	-465.927829	1	447	0.570308	0.107656	0.570308	0.570308	0.570308	0.570308	0.570308	0.000000	1	0.243536	0.250220	0.249112	0.257133	0.311471	0.391617	0.685653	0.555544	0.388443	0.237569	0.526822	0.723502	
775000	-463.920347	1	67	0.590030	0.047762	0.590030	0.590030	0.590030	0.590030	0.590030	0.000000	1	0.245083	0.250069	0.249904	0.254945	0.612629	0.880665	0.125603	0.205317	0.635825	0.700296	0.595303	0.876266	
776000	-464.945348	1	429	0.614350	0.000000	0.614350	0.614350	0.614350	0.614350	0.614350	0.023943	1	0.233216	0.249822	0.250382	0.266580	0.830090	0.638628	0.997976	0.676031	0.693386	0.591148	0.248943	0.626754	
777000	-463.867726	1	665	0.681111	0.047485	0.681111	0.681111	0.681111	0.681111	0.681111	0.000000	1	0.248063	0.249990	0.250031	0.251916	0.041379	0.517435	0.016752	0.952840	0.068164	0.936863	0.379573	0.878085	
778000	-466.184563	1	692	0.612805	0.124395	0.612805	0.612805	0.612805	0.612805	0.612805	0.000000	1	0.245726	0.250071	0.249532	0.254671	0.350964	0.744334	0.559644	0.090478	0.318608	0.479675	0.840610	0.551460	
779000	-465.517606	1	966	0.616569	0.060050	0.616569	0.616569	0.616569	0.060050	0.616569	0.000000	1	0.243029	0.273898	0.179971	0.303102	0.726504	0.758160	0.607942	0.228167	0.016246	0.864806	0.984422	0.710492	
780000	-465.899415	1	896	0.790629	0.096823	0.790629	0.790629	0.790629	0.790629	0.790629	0.000000	1	0.249323	0.249994	0.249984	0.250699	0.111485	0.689673	0.048855	0.240668	0.287054	0.702776	0.243661	0.891499	
781000	-465.244507	1	711	0.647600	0.018082	0.647600	0.647600	0.647600	0.647600	0.647600	0.000000	1	0.247118	0.249788	0.250729	0.252366	0.753470	0.952421	0.443583	0.445793	0.408704	0.000202	0.717305	0.887586	
782000	-464.571944	1	281	0.639483	0.025667	0.639483	0.639483	0.639483	0.025667	0.639483	0.000000	1	0.254885	0.270296	0.190169	0.284650	0.999582	0.829092	0.703848	0.086431	0.591089	0.114218	0.818053	0.363658	
783000	-464.445404	1	699	0.669858	0.013484	0.669858	0.669858	0.669858	0.669858	0.669858	0.013484	1	0.243216	0.249935	0.250137	0.256713	0.768170	0.041925	0.505627	0.997122	0.121504	0.302253	0.282569	0.653917	
784000	-464.452902	1	690	0.603325	0.081457	0.603325	0.603325	0.603325	0.603325	0.603325	0.000000	1	0.245607	0.250099	0.249636	0.254658	0.885142	0.576545	0.006322	0.640957	0.261164	0.757111	0.902125	0.015325	
785000	-463.840204	1	586	0.615000	0.039810	0.615000	0.615000	0.615000	0.615000	0.615000	0.000000	1	0.246187	0.249993	0.250108	0.253712	0.617235	0.481127	0.420980	0.627863	0.583607	0.356203	0.263193	0.458792	
786000	-465.231313	1	268	0.570218	0.027158	0.570218	0.570218	0.570218	0.027158	0.570218	0.000000	1	0.251750	0.279584	0.162574	0.306092	0.872941	0.045295	0.663907	0.146782	0.448827	0.332687	0.980035	0.765368	
787000	-464.432392	1	808	0.620740	0.017076	0.620740	0.620740	0.620740	0.000000	0.620740	0.017076	1	0.259853	0.274937	0.177720	0.287490	0.807261	0.807780	0.538908	0.297889	0.353994	0.902473	0.518400	0.728686	
788000	-464.422253	1	89	0.685071	0.018832	0.685071	0.685071	0.000000	0.685071	0.685071	0.018832	1	0.252354	0.256920	0.230048	0.260678	0.936799	0.860236	0.292768	0.826845	0.861730	0.983942	0.425981	0.131214	
789000	-463.848125	1	205	0.657247	0.039878	0.657247	0.657247	0.657247	0.657247	0.657247	0.000000	1	0.247526	0.249978	0.250095	0.252400	0.583270	0.004509	0.421797	0.641546	0.053928	0.785025	0.754585	0.863373	
790000	-463.932376	1	93	0.691498	0.054693	0.691498	0.691498	0.691498	0.691498	0.691498	0.000000	1	0.248255	0.249995	0.250002	0.251748	0.819503	0.392401	0.213520	0.565387	0.778842	0.711894	0.106882	0.171204	
791000	-464.556707	1	816	0.630109	0.028266	0.630109	0.630109	0.630109	0.028266	0.630109	0.000000	1	0.253927	0.271563	0.186483	0.288027	0.431668	0.065644	0.380494	0.626582	0.969362	0.349989	0.616129	0.877158	
792000	-464.835677	1	519	0.711489	0.026829	0.711489	0.711489	0.711489	0.711489	0.711489	0.000000	1	0.248538	0.249955	0.250153	0.251355	0.906831	0.758180	0.787840	0.598184	0.563835	0.398030	0.807277	0.756948	
793000	-465.348506	1	747	0.577905	0.097403	0.577905	0.577905	0.577905	0.577905	0.577905	0.000000	1	0.244136	0.250187	0.249286	0.256392	0.014853	0.717998	0.110766	0.898819	0.956243	0.874974	0.403380	0.872420	
794000	-468.675677	1	37	0.603933	0.032515	0.603933	0.603933	0.000000	0.032515	0.603933	0.000000	0	0.266584	0.334299	0.001704	0.397413	0.371269	0.533563	0.536875	0.237274	0.083231	0.939559	0.602253	0.277066	
795000	-464.362899	1	206	0.723088	0.040263	0.723088	0.723088	0.723088	0.723088	0.723088	0.000000	1	0.248719	0.249983	0.250050	0.251249	0.991985	0.641978	0.070490	0.191547	0.841132	0.548146	0.000812	0.616700	
796000	-464.188014	1	119	0.686836	0.034294	0.686836	0.686836	0.686836	0.686836	0.686836	0.000000	1	0.248155	0.249966	0.250120	0.251759	0.600658	0.598687	0.288201	0.838166	0.800708	0.639642	0.834180	0.909854	
797000	-464.095994	1	734	0.595725	0.066432	0.595725	0.595725	0.595725	0.595725	0.595725	0.000000	1	0.245325	0.250105	0.249693	0.254877	0.010588	0.562069	0.877056	0.028220	0.817334	0.216933	0.232268	0.813983	
798000	-463.983060	1	642	0.584830	0.044229	0.584830	0.584830	0.584830	0.584830	0.584830	0.000000	1	0.244807	0.250063	0.249955	0.255175	0.082473	0.174531	0.085899	0.890293	0.352933	0.165820	0.042224	0.507517	
799000	-464.233652	1	289	0.675216	0.031335	0.675216	0.675216	0.675216	0.675216	0.675216	0.000000	1	0.247917	0.249953	0.250173	0.251957	0.760743	0.091407	0.457437	0.198331	0.181526	0.519019	0.637101	0.901595	
800000	-464.331044	1	360	0.624829	0.012115	0.624829	0.624829	0.624829	0.012115	0.624829	0.012115	1	0.258898	0.272698	0.183490	0.284914	0.441180	0.555379	0.525133	0.266509	0.799279	0.241712	0.962631	0.540286	
